s t k edges
1 6 3 1-5,5-14,14-15,15-6 3524.9696929
1 6 4 1-16,16-9,9-2,2-3,3-0,0-7,7-6 5167.36555452
1 6 5 1-16,16-13,13-14,14-15,15-6 5896.97540205
0 10 0 0-3,3-2,2-4,4-8,8-11,11-10 5389.34494516
0 10 1 0-3,3-2,2-9,9-16,16-10 5445.75679307
0 10 2 0-7,7-6,6-1,1-16,16-10 5729.39922454
0 10 3 0-7,7-6,6-1,1-5,5-14,14-13,13-12,12-11,11-10 6539.17336633
0 10 4 0-7,7-6,6-4,4-8,8-11,11-10 6124.932931
0 10 5 0-3,3-2,2-4,4-5,5-1,1-16,16-10 6601.60430618
3 7 0 3-2,2-4,4-6,6-7 1450.68568836
3 7 1 3-2,2-4,4-5,5-1,1-6,6-7 1607.58897278
3 7 2 3-0,0-7 2436.9617958
3 7 3 3-2,2-9,9-16,16-13,13-14,14-15,15-6,6-7 6307.71032226
3 7 4 3-2,2-9,9-16,16-1,1-6,6-7 2771.41029818
3 7 5 3-2,2-4,4-5,5-14,14-15,15-6,6-7 4362.47388253
2 5 0 2-4,4-5 781.398145723
2 5 1 2-4,4-6,6-1,1-5 1435.58618391
2 5 2 2-9,9-16,16-1,1-5 2674.29771482
2 5 3 2-3,3-0,0-7,7-6,6-15,15-14,14-5 6018.0375326
2 5 4 2-9,9-16,16-13,13-14,14-5 4473.92220015
2 5 5 2-3,3-0,0-7,7-6,6-4,4-5 4141.86744664
1 11 0 1-6,6-4,4-8,8-11 4061.6502655
1 11 1 1-5,5-4,4-8,8-11 4136.540471
1 11 2 1-5,5-14,14-13,13-12,12-11 4393.87762191
1 11 3 1-16,16-10,10-11 4702.34928203
1 11 4 1-16,16-13,13-12,12-11 4448.11062418
1 11 5 1-6,6-4,4-2,2-9,9-16,16-10,10-11 5763.48609856
8 5 0 8-4,4-5 1002.64279632
8 5 1 8-4,4-6,6-1,1-5 1656.83083451
8 5 2 8-11,11-12,12-13,13-14,14-5 6798.6970529
8 5 3 8-11,11-10,10-16,16-1,1-5 7836.24695671
8 5 4 8-4,4-2,2-3,3-0,0-7,7-6,6-15,15-14,14-5 6766.46036644
8 5 5 8-4,4-2,2-9,9-16,16-1,1-5 3422.72054865
5 8 0 5-4,4-8 1002.64279632
5 8 1 5-1,1-6,6-4,4-8 1656.83083451
5 8 2 5-14,14-13,13-12,12-11,11-8 6798.6970529
5 8 3 5-1,1-16,16-10,10-11,11-8 7836.24695671
5 8 4 5-14,14-15,15-6,6-7,7-0,0-3,3-2,2-4,4-8 6766.46036644
5 8 5 5-1,1-16,16-9,9-2,2-4,4-8 3422.72054865
4 0 0 4-2,2-3,3-0 1576.02974916
4 0 1 4-6,6-7,7-0 2311.617735
4 0 2 4-5,5-1,1-6,6-7,7-0 2468.52101942
4 0 3 4-5,5-14,14-13,13-16,16-9,9-2,2-3,3-0 6304.17191179
4 0 4 4-5,5-14,14-15,15-6,6-7,7-0 5223.40592917
4 0 5 4-6,6-1,1-16,16-9,9-2,2-3,3-0 4429.65722096
10 8 0 10-11,11-8 3328.48145379
10 8 1 10-16,16-9,9-2,2-4,4-8 4881.73896937
10 8 2 10-16,16-1,1-6,6-4,4-8 5435.51809374
10 8 3 10-11,11-12,12-13,13-14,14-5,5-4,4-8 5591.10419733
10 8 4 10-16,16-1,1-5,5-4,4-8 5510.40829924
10 8 5 10-11,11-12,12-13,13-14,14-15,15-6,6-4,4-8 7252.88953058
9 0 0 9-2,2-3,3-0 2043.85961931
9 0 1 9-16,16-1,1-6,6-7,7-0 3164.51247467
9 0 2 9-2,2-4,4-6,6-7,7-0 3306.62578839
9 0 3 9-16,16-13,13-14,14-5,5-4,4-2,2-3,3-0 5836.34204164
9 0 4 9-16,16-1,1-5,5-14,14-15,15-6,6-7,7-0 6648.47562811
9 0 5 9-2,2-4,4-5,5-1,1-6,6-7,7-0 3463.52907281
16 3 0 16-9,9-2,2-3 1440.92026447
16 3 1 16-1,1-6,6-4,4-2,2-3 2521.87757208
16 3 2 16-1,1-6,6-7,7-0,0-3 3767.45182951
16 3 3 16-13,13-14,14-5,5-4,4-2,2-3 4396.39226291
16 3 4 16-13,13-12,12-11,11-8,8-4,4-2,2-3 7097.05368234
16 3 5 16-1,1-5,5-4,4-6,6-7,7-0,0-3 5375.24489699
6 7 0 6-7 129.649074997
6 7 1 6-4,4-2,2-3,3-0,0-7 3757.99840916
6 7 2 6-1,1-5,5-4,4-2,2-3,3-0,0-7 3914.90169358
6 7 3 6-15,15-14,14-13,13-16,16-9,9-2,2-3,3-0,0-7 8615.02304306
6 7 4 6-1,1-16,16-9,9-2,2-3,3-0,0-7 5078.72301898
6 7 5 6-15,15-14,14-5,5-4,4-2,2-3,3-0,0-7 6669.78660333
11 5 0 11-8,8-4,4-5 3772.00134915
11 5 1 11-12,12-13,13-14,14-5 4029.33850006
11 5 2 11-8,8-4,4-6,6-1,1-5 4426.18938734
11 5 3 11-10,10-16,16-1,1-5 5066.88840387
11 5 4 11-12,12-13,13-16,16-9,9-2,2-4,4-5 5219.59852436
11 5 5 11-10,10-16,16-9,9-2,2-4,4-5 5473.83718221
10 7 0 10-16,16-1,1-6,6-7 4313.88199553
10 7 1 10-11,11-8,8-4,4-6,6-7 4709.41570199
10 7 2 10-11,11-8,8-4,4-2,2-3,3-0,0-7 6804.86217417
10 7 3 10-11,11-12,12-13,13-14,14-15,15-6,6-7 6131.25343237
10 7 4 10-16,16-9,9-2,2-4,4-6,6-7 5293.00573314
10 7 5 10-16,16-1,1-5,5-4,4-6,6-7 5921.67506301
7 6 0 7-6 129.649074997
7 6 1 7-0,0-3,3-2,2-4,4-6 3757.99840916
7 6 2 7-0,0-3,3-2,2-4,4-5,5-1,1-6 3914.90169358
7 6 3 7-0,0-3,3-2,2-9,9-16,16-13,13-14,14-15,15-6 8615.02304306
7 6 4 7-0,0-3,3-2,2-9,9-16,16-1,1-6 5078.72301898
7 6 5 7-0,0-3,3-2,2-4,4-5,5-14,14-15,15-6 6669.78660333
6 10 0 6-1,1-16,16-10 4184.23292053
6 10 1 6-4,4-8,8-11,11-10 4579.76662699
6 10 2 6-1,1-5,5-4,4-8,8-11,11-10 4736.66991141
6 10 3 6-4,4-2,2-9,9-16,16-10 5163.35665814
6 10 4 6-15,15-14,14-13,13-12,12-11,11-10 6001.60435738
6 10 5 6-1,1-5,5-14,14-13,13-16,16-10 6712.93564956
12 6 0 12-13,13-14,14-5,5-1,1-6 3860.62322576
12 6 1 12-13,13-16,16-1,1-6 3914.85622803
12 6 2 12-11,11-8,8-4,4-6 4594.90466165
12 6 3 12-11,11-10,10-16,16-9,9-2,2-4,4-6 6296.74049471
12 6 4 12-13,13-14,14-15,15-6 4868.22052081
12 6 5 12-13,13-16,16-9,9-2,2-3,3-0,0-7,7-6 6721.54640457
15 11 0 15-14,14-13,13-12,12-11 3826.52807884
15 11 1 15-14,14-5,5-4,4-8,8-11 5316.47854263
15 11 2 15-6,6-4,4-8,8-11 5636.59710361
15 11 3 15-6,6-1,1-16,16-10,10-11 6359.30919907
15 11 4 15-14,14-13,13-16,16-10,10-11 6663.70246799
15 11 5 15-6,6-4,4-2,2-9,9-16,16-13,13-12,12-11 7084.19427883
14 1 0 14-5,5-1 1238.18292919
14 1 1 14-5,5-4,4-6,6-1 2198.9108319
14 1 2 14-15,15-6,6-1 2327.79330317
14 1 3 14-13,13-16,16-1 3610.18863834
14 1 4 14-13,13-12,12-11,11-8,8-4,4-5,5-1 7292.23516371
14 1 5 14-15,15-6,6-4,4-2,2-9,9-16,16-1 5626.58587928
13 7 0 13-14,14-5,5-1,1-6,6-7 2567.72489709
13 7 1 13-16,16-1,1-6,6-7 2621.95789936
13 7 2 13-16,16-9,9-2,2-3,3-0,0-7 5169.34992591
13 7 3 13-12,12-11,11-8,8-4,4-6,6-7 6147.10114031
13 7 4 13-14,14-15,15-6,6-7 3575.32219214
13 7 5 13-14,14-5,5-4,4-2,2-3,3-0,0-7 5541.88619306
0 4 0 0-3,3-2,2-4 1576.02974916
0 4 1 0-7,7-6,6-4 2311.617735
0 4 2 0-7,7-6,6-1,1-5,5-4 2468.52101942
0 4 3 0-3,3-2,2-9,9-16,16-13,13-14,14-5,5-4 6304.17191179
0 4 4 0-7,7-6,6-15,15-14,14-5,5-4 5223.40592917
0 4 5 0-3,3-2,2-9,9-16,16-1,1-6,6-4 4429.65722096
15 4 0 15-14,14-5,5-4 2062.28624758
15 4 1 15-6,6-4 2382.40480857
15 4 2 15-6,6-1,1-5,5-4 2539.30809299
15 4 3 15-14,14-13,13-16,16-9,9-2,2-4 4534.70087055
15 4 4 15-6,6-7,7-0,0-3,3-2,2-4 4737.14943074
15 4 5 15-14,14-13,13-12,12-11,11-8,8-4 7080.72037389
8 15 0 8-4,4-5,5-14,14-15 2547.11998979
8 15 1 8-4,4-6,6-15 2867.23855078
8 15 2 8-11,11-12,12-13,13-14,14-15 6595.88663168
8 15 3 8-4,4-2,2-9,9-16,16-1,1-6,6-15 4715.14134384
8 15 4 8-4,4-2,2-3,3-0,0-7,7-6,6-15 5221.98317296
8 15 5 8-4,4-5,5-1,1-6,6-15 3024.1418352
4 10 0 4-8,8-11,11-10 3813.315196
4 10 1 4-2,2-9,9-16,16-10 4396.90522715
4 10 2 4-6,6-1,1-16,16-10 4950.68435152
4 10 3 4-5,5-14,14-13,13-12,12-11,11-10 5106.27045512
4 10 4 4-5,5-1,1-16,16-10 5025.57455702
4 10 5 4-6,6-15,15-14,14-13,13-12,12-11,11-10 6768.05578836
3 2 0 3-2 290.996090751
3 2 1 3-0,0-7,7-6,6-4,4-2 3596.6513934
3 2 2 3-0,0-7,7-6,6-1,1-5,5-4,4-2 3753.55467783
3 2 3 3-0,0-7,7-6,6-15,15-14,14-13,13-16,16-9,9-2 8453.67602731
3 2 4 3-0,0-7,7-6,6-1,1-16,16-9,9-2 4917.37600323
3 2 5 3-0,0-7,7-6,6-15,15-14,14-5,5-4,4-2 6508.43958757
2 6 0 2-4,4-6 1030.04052261
2 6 1 2-4,4-5,5-1,1-6 1186.94380703
2 6 2 2-9,9-16,16-1,1-6 2350.76513243
2 6 3 2-3,3-0,0-7,7-6 2857.60696155
2 6 4 2-9,9-16,16-13,13-14,14-15,15-6 5887.06515651
2 6 5 2-4,4-5,5-14,14-15,15-6 3941.82871678
9 14 0 9-2,2-4,4-5,5-14 2386.46091484
9 14 1 9-16,16-1,1-5,5-14 2816.52256039
9 14 2 9-16,16-13,13-14 2868.85943103
9 14 3 9-2,2-3,3-0,0-7,7-6,6-15,15-14 5875.81268703
9 14 4 9-16,16-1,1-6,6-15,15-14 3906.13293437
9 14 5 9-2,2-4,4-6,6-1,1-5,5-14 3040.64895303
8 2 0 8-4,4-2 748.422833833
8 2 1 8-4,4-6,6-1,1-16,16-9,9-2 3602.05030563
8 2 2 8-11,11-12,12-13,13-16,16-9,9-2 7207.55893147
8 2 3 8-4,4-5,5-14,14-15,15-6,6-7,7-0,0-3,3-2 7020.68032892
8 2 4 8-11,11-10,10-16,16-9,9-2 7461.79758932
8 2 5 8-11,11-12,12-13,13-14,14-5,5-4,4-2 7580.09519862
5 11 0 5-4,4-8,8-11 3772.00134915
5 11 1 5-14,14-13,13-12,12-11 4029.33850006
5 11 2 5-1,1-6,6-4,4-8,8-11 4426.18938734
5 11 3 5-1,1-16,16-10,10-11 5066.88840387
5 11 4 5-4,4-2,2-9,9-16,16-13,13-12,12-11 5219.59852436
5 11 5 5-4,4-2,2-9,9-16,16-10,10-11 5473.83718221
4 5 0 4-5 517.809054103
4 5 1 4-6,6-1,1-5 1171.99709229
4 5 2 4-2,2-9,9-16,16-1,1-5 2937.88680644
4 5 3 4-8,8-11,11-12,12-13,13-14,14-5 7283.53079511
4 5 4 4-6,6-15,15-14,14-5 3926.88200204
4 5 5 4-2,2-3,3-0,0-7,7-6,6-1,1-5 3526.74171447
10 13 0 10-11,11-12,12-13 2555.93124023
10 13 1 10-16,16-13 4274.85982747
10 13 2 10-11,11-8,8-4,4-5,5-14,14-13 6363.65441089
10 13 3 10-16,16-1,1-6,6-15,15-14,14-13 7629.90603768
10 13 4 10-11,11-8,8-4,4-2,2-9,9-16,16-13 6518.29632699
10 13 5 10-16,16-1,1-5,5-14,14-13 6540.29566371
9 3 0 9-2,2-3 1022.41505252
9 3 1 9-16,16-1,1-6,6-4,4-2,2-3 2940.38278402
9 3 2 9-16,16-1,1-6,6-7,7-0,0-3 4185.95704145
9 3 3 9-16,16-13,13-14,14-5,5-4,4-2,2-3 4814.89747485
9 3 4 9-2,2-4,4-6,6-7,7-0,0-3 4328.07035518
9 3 5 9-16,16-1,1-5,5-4,4-2,2-3 3015.27298952
6 0 0 6-7,7-0 1545.16630401
6 0 1 6-4,4-2,2-3,3-0 2342.48118015
6 0 2 6-1,1-5,5-4,4-2,2-3,3-0 2499.38446457
6 0 3 6-15,15-14,14-13,13-16,16-9,9-2,2-3,3-0 7199.50581405
6 0 4 6-1,1-16,16-9,9-2,2-3,3-0 3663.20578997
6 0 5 6-15,15-14,14-5,5-4,4-2,2-3,3-0 5254.26937432
4 16 0 4-2,2-9,9-16 1413.51326533
4 16 1 4-6,6-1,1-16 1967.2923897
4 16 2 4-5,5-1,1-16 2042.1825952
4 16 3 4-8,8-11,11-12,12-13,13-16 6542.46849997
4 16 4 4-5,5-14,14-13,13-16 3841.80708054
4 16 5 4-8,8-11,11-10,10-16 6796.70715782
11 0 0 11-8,8-4,4-2,2-3,3-0 4830.22204421
11 0 1 11-8,8-4,4-6,6-7,7-0 5565.81003004
11 0 2 11-12,12-13,13-16,16-9,9-2,2-3,3-0 5750.64103618
11 0 3 11-10,10-16,16-1,1-6,6-7,7-0 6288.5221255
11 0 4 11-12,12-13,13-14,14-15,15-6,6-7,7-0 6987.64776043
11 0 5 11-10,10-16,16-9,9-2,2-3,3-0 6004.87969403
9 16 0 9-16 418.505211942
9 16 1 9-2,2-4,4-6,6-1,1-16 2962.3004431
9 16 2 9-2,2-4,4-5,5-1,1-16 3037.1906486
9 16 3 9-2,2-3,3-0,0-7,7-6,6-1,1-5,5-14,14-13,13-16 7318.56961106
9 16 4 9-2,2-4,4-8,8-11,11-10,10-16 7791.71521121
9 16 5 9-2,2-4,4-6,6-15,15-14,14-13,13-16 6498.60046718
7 5 0 7-6,6-1,1-5 535.194736304
7 5 1 7-6,6-4,4-5 1413.90956009
7 5 2 7-0,0-3,3-2,2-4,4-5 3509.35603227
7 5 3 7-6,6-15,15-14,14-5 3290.07964605
7 5 4 7-0,0-3,3-2,2-9,9-16,16-1,1-5 5402.25560137
7 5 5 7-6,6-1,1-16,16-13,13-14,14-5 4654.48806015
14 15 0 14-15 670.833386129
14 15 1 14-5,5-1,1-6,6-15 2895.14284623
14 15 2 14-5,5-4,4-6,6-15 3773.85767002
14 15 3 14-13,13-16,16-9,9-2,2-3,3-0,0-7,7-6,6-15 8073.83873193
14 15 4 14-13,13-12,12-11,11-8,8-4,4-6,6-15 8792.29179633
14 15 5 14-13,13-16,16-1,1-6,6-15 5267.14855538
12 11 0 12-11 574.260935613
12 11 1 12-13,13-16,16-10,10-11 6256.53013208
12 11 2 12-13,13-14,14-5,5-4,4-8,8-11 7227.0789136
12 11 3 12-13,13-16,16-9,9-2,2-4,4-8,8-11 7381.72082969
12 11 4 12-13,13-14,14-15,15-6,6-1,1-16,16-10,10-11 9611.5763423
12 11 5 12-13,13-14,14-5,5-1,1-6,6-4,4-8,8-11 7881.26695179
16 1 0 16-1 1159.83441925
16 1 1 16-9,9-2,2-4,4-6,6-1 2220.97123578
16 1 2 16-9,9-2,2-4,4-5,5-1 2295.86144128
16 1 3 16-13,13-14,14-5,5-1 3688.53714828
16 1 4 16-13,13-14,14-15,15-6,6-1 4778.14752226
16 1 5 16-13,13-12,12-11,11-8,8-4,4-6,6-1 7349.92647042
16 5 0 16-1,1-5 1524.3735411
16 5 1 16-9,9-2,2-4,4-5 1931.32231944
16 5 2 16-1,1-6,6-4,4-5 2485.10144381
16 5 3 16-13,13-14,14-5 3323.99802644
16 5 4 16-10,10-11,11-8,8-4,4-5 7314.51621192
16 5 5 16-9,9-2,2-3,3-0,0-7,7-6,6-15,15-14,14-5 7167.96170632
15 14 0 15-14 670.833386129
15 14 1 15-6,6-1,1-5,5-14 2895.14284623
15 14 2 15-6,6-4,4-5,5-14 3773.85767002
15 14 3 15-6,6-7,7-0,0-3,3-2,2-9,9-16,16-13,13-14 8073.83873193
15 14 4 15-6,6-4,4-8,8-11,11-12,12-13,13-14 8792.29179633
15 14 5 15-6,6-1,1-16,16-13,13-14 5267.14855538
14 2 0 14-5,5-4,4-2 1655.04195307
14 2 1 14-5,5-1,1-6,6-4,4-2 2309.22999126
14 2 2 14-13,13-16,16-9,9-2 3600.2783928
14 2 3 14-15,15-6,6-7,7-0,0-3,3-2 5144.39372525
14 2 4 14-15,15-6,6-4,4-2 3316.82728631
14 2 5 14-5,5-1,1-16,16-9,9-2 3547.94152216
13 10 0 13-12,12-11,11-10 2555.93124023
13 10 1 13-16,16-10 4274.85982747
13 10 2 13-14,14-5,5-4,4-8,8-11,11-10 6363.65441089
13 10 3 13-14,14-15,15-6,6-1,1-16,16-10 7629.90603768
13 10 4 13-16,16-9,9-2,2-4,4-8,8-11,11-10 6518.29632699
13 10 5 13-14,14-5,5-1,1-16,16-10 6540.29566371
14 16 0 14-5,5-1,1-16 2398.01734845
14 16 1 14-13,13-16 2450.35421909
14 16 2 14-5,5-4,4-2,2-9,9-16 2804.96612679
14 16 3 14-15,15-6,6-1,1-16 3487.62772242
14 16 4 14-13,13-12,12-11,11-10,10-16 6698.20955549
14 16 5 14-15,15-6,6-7,7-0,0-3,3-2,2-9,9-16 6294.31789897
0 1 0 0-7,7-6,6-1 1586.17284347
0 1 1 0-3,3-2,2-4,4-6,6-1 2383.48771961
0 1 2 0-3,3-2,2-4,4-5,5-1 2458.37792511
0 1 3 0-7,7-6,6-15,15-14,14-5,5-1 5070.13599691
0 1 4 0-3,3-2,2-9,9-16,16-1 3622.19925051
0 1 5 0-7,7-6,6-4,4-5,5-1 3193.96591095
3 12 0 3-2,2-9,9-16,16-13,13-12 4154.93553378
3 12 1 3-2,2-4,4-8,8-11,11-12 4383.03841303
3 12 2 3-0,0-7,7-6,6-1,1-5,5-14,14-13,13-12 6427.23409655
3 12 3 3-2,2-9,9-16,16-10,10-11,11-12 5557.69606285
3 12 4 3-0,0-7,7-6,6-15,15-14,14-13,13-12 7434.8313916
3 12 5 3-2,2-4,4-6,6-1,1-16,16-13,13-12 5235.89284139
1 12 0 1-5,5-14,14-13,13-12 3819.61668629
1 12 1 1-16,16-13,13-12 3873.84968857
1 12 2 1-6,6-4,4-8,8-11,11-12 4635.91120111
1 12 3 1-16,16-10,10-11,11-12 5276.61021764
1 12 4 1-6,6-15,15-14,14-13,13-12 4909.22706027
1 12 5 1-5,5-4,4-8,8-11,11-12 4710.80140661
8 12 0 8-11,11-12 3343.61948845
8 12 1 8-4,4-5,5-14,14-13,13-12 4457.72036077
8 12 2 8-4,4-2,2-9,9-16,16-13,13-12 4612.36227686
8 12 3 8-4,4-6,6-1,1-16,16-10,10-11,11-12 6568.9019303
8 12 4 8-4,4-6,6-15,15-14,14-13,13-12 6119.50569401
8 12 5 8-4,4-5,5-1,1-16,16-13,13-12 5241.03160673
4 15 0 4-5,5-14,14-15 2062.28624758
4 15 1 4-6,6-15 2382.40480857
4 15 2 4-5,5-1,1-6,6-15 2539.30809299
4 15 3 4-2,2-9,9-16,16-13,13-14,14-15 4534.70087055
4 15 4 4-2,2-3,3-0,0-7,7-6,6-15 4737.14943074
4 15 5 4-8,8-11,11-12,12-13,13-14,14-15 7080.72037389
3 1 0 3-2,2-4,4-6,6-1 1362.04315282
3 1 1 3-2,2-4,4-5,5-1 1436.93335832
3 1 2 3-0,0-7,7-6,6-1 2607.61741026
3 1 3 3-2,2-9,9-16,16-1 2600.75468372
3 1 4 3-0,0-7,7-6,6-15,15-14,14-5,5-1 6091.5805637
3 1 5 3-2,2-9,9-16,16-13,13-14,14-5,5-1 5129.45741275
2 11 0 2-4,4-8,8-11 3517.78138667
2 11 1 2-9,9-16,16-13,13-12,12-11 4438.20037864
2 11 2 2-9,9-16,16-10,10-11 4692.43903649
2 11 3 2-3,3-0,0-7,7-6,6-4,4-8,8-11 6878.25068758
2 11 4 2-4,4-5,5-14,14-13,13-12,12-11 4810.73664578
2 11 5 2-4,4-6,6-1,1-16,16-10,10-11 5773.3963441
5 14 0 5-14 873.643807348
5 14 1 5-1,1-6,6-15,15-14 2692.33242501
5 14 2 5-4,4-6,6-15,15-14 3571.0472488
5 14 3 5-1,1-16,16-13,13-14 3974.72776019
5 14 4 5-4,4-8,8-11,11-12,12-13,13-14 6927.69604187
5 14 5 5-4,4-2,2-9,9-16,16-13,13-14 4381.67653853
10 14 0 10-11,11-12,12-13,13-14 3714.81759367
10 14 1 10-11,11-8,8-4,4-5,5-14 5204.76805745
10 14 2 10-16,16-1,1-5,5-14 5381.40931027
10 14 3 10-16,16-13,13-14 5433.74618091
10 14 4 10-16,16-1,1-6,6-15,15-14 6471.01968424
10 14 5 10-16,16-9,9-2,2-4,4-5,5-14 5788.3580886
6 13 0 6-1,1-5,5-14,14-13 2438.07582209
6 13 1 6-1,1-16,16-13 2492.30882437
6 13 2 6-4,4-5,5-14,14-13 3316.79064588
6 13 3 6-7,7-0,0-3,3-2,2-9,9-16,16-13 5298.99900091
6 13 4 6-4,4-8,8-11,11-12,12-13 6017.45206531
6 13 5 6-15,15-14,14-13 3445.67311715
11 15 0 11-12,12-13,13-14,14-15 3826.52807884
11 15 1 11-8,8-4,4-5,5-14,14-15 5316.47854263
11 15 2 11-8,8-4,4-6,6-15 5636.59710361
11 15 3 11-10,10-16,16-1,1-6,6-15 6359.30919907
11 15 4 11-10,10-16,16-13,13-14,14-15 6663.70246799
11 15 5 11-12,12-13,13-16,16-9,9-2,2-4,4-6,6-15 7084.19427883
7 8 0 7-6,6-4,4-8 1380.9342482
7 8 1 7-6,6-1,1-5,5-4,4-8 1537.83753262
7 8 2 7-0,0-3,3-2,2-9,9-16,16-10,10-11,11-8 10189.7554759
7 8 3 7-6,6-1,1-16,16-13,13-12,12-11,11-8 7388.12479147
7 8 4 7-0,0-3,3-2,2-4,4-8 3476.38072038
7 8 5 7-6,6-15,15-14,14-5,5-4,4-8 4292.72244237
6 16 0 6-1,1-16 1200.84095872
6 16 1 6-4,4-2,2-9,9-16 2179.96469632
6 16 2 6-1,1-5,5-4,4-2,2-9,9-16 2336.86798074
6 16 3 6-15,15-14,14-13,13-16 4737.1409828
6 16 4 6-4,4-8,8-11,11-10,10-16 7563.15858881
6 16 5 6-7,7-0,0-3,3-2,2-9,9-16 4007.53113526
13 0 0 13-16,16-9,9-2,2-3,3-0 3753.8326969
13 0 1 13-14,14-5,5-1,1-6,6-7,7-0 3983.2421261
13 0 2 13-16,16-1,1-6,6-7,7-0 4037.47512838
13 0 3 13-14,14-15,15-6,6-4,4-2,2-3,3-0 5788.15429729
13 0 4 13-14,14-5,5-4,4-2,2-3,3-0 4126.36896405
13 0 5 13-14,14-15,15-6,6-7,7-0 4990.83942116
12 8 0 12-11,11-8 3343.61948845
12 8 1 12-13,13-14,14-5,5-4,4-8 4457.72036077
12 8 2 12-13,13-16,16-9,9-2,2-4,4-8 4612.36227686
12 8 3 12-11,11-10,10-16,16-1,1-6,6-4,4-8 6568.9019303
12 8 4 12-13,13-14,14-15,15-6,6-4,4-8 6119.50569401
12 8 5 12-13,13-16,16-1,1-5,5-4,4-8 5241.03160673
11 16 0 11-12,12-13,13-16 3288.27620492
11 16 1 11-10,10-16 3542.51486277
11 16 2 11-8,8-4,4-2,2-9,9-16 4667.70556038
11 16 3 11-8,8-4,4-6,6-1,1-16 5221.48468475
11 16 4 11-12,12-13,13-14,14-5,5-1,1-16 5553.71204116
11 16 5 11-8,8-4,4-5,5-1,1-16 5296.37489025
15 13 0 15-14,14-13 1829.71973957
15 13 1 15-6,6-1,1-5,5-14,14-13 4054.02919967
