s t k edges
3 7 3 3-0,0-5,5-2,2-15,15-7 7975.92523265
3 7 4 3-2,2-15,15-13,13-7 8430.31948264
3 7 5 3-0,0-4,4-6,6-14,14-13,13-7 8595.52635784
2 5 0 2-5 173.481269164
2 5 1 2-4,4-0,0-5 965.009947565
2 5 2 2-3,3-0,0-5 1107.03363493
2 5 3 2-15,15-6,6-4,4-0,0-5 12735.5074768
2 5 4 2-15,15-13,13-6,6-4,4-0,0-5 14445.1318292
2 5 5 2-15,15-7,7-13,13-14,14-6,6-4,4-0,0-5 15440.9890979
1 11 0 1-12,12-11 3209.43421773
1 11 1 1-7,7-11 3531.20828556
1 11 2 1-12,12-10,10-11 4352.12056177
1 11 3 1-7,7-13,13-12,12-11 4633.62469789
1 11 4 1-7,7-15,15-13,13-10,10-11 6117.54468004
1 11 5 1-7,7-15,15-12,12-11 5119.04869227
8 5 0 8-13,13-6,6-4,4-2,2-5 10035.1253656
8 5 1 8-13,13-6,6-4,4-0,0-5 10112.7927712
8 5 2 8-9,9-15,15-2,2-5 11369.2807919
8 5 3 8-13,13-15,15-2,2-5 10083.1456071
8 5 4 8-13,13-14,14-6,6-4,4-0,0-5 10224.9236246
8 5 5 8-13,13-7,7-15,15-2,2-5 10966.8720224
5 8 0 5-2,2-4,4-6,6-13,13-8 10035.1253656
5 8 1 5-0,0-4,4-6,6-13,13-8 10112.7927712
5 8 2 5-2,2-15,15-9,9-8 11369.2807919
5 8 3 5-2,2-15,15-13,13-8 10083.1456071
5 8 4 5-0,0-4,4-6,6-14,14-13,13-8 10224.9236246
5 8 5 5-2,2-15,15-7,7-13,13-8 10966.8720224
4 0 0 4-0 343.770886774
4 0 1 4-2,2-5,5-0 794.720329955
4 0 2 4-2,2-3,3-0 1199.6558469
4 0 3 4-6,6-15,15-2,2-5,5-0 12565.2178592
4 0 4 4-6,6-13,13-15,15-2,2-3,3-0 14679.7777286
4 0 5 4-6,6-14,14-13,13-7,7-15,15-2,2-5,5-0 15270.6994803
10 8 0 10-9,9-8 1634.34697552
10 8 1 10-13,13-8 5590.53852194
10 8 2 10-12,12-13,13-8 6071.1033177
10 8 3 10-11,11-7,7-13,13-8 6864.68880431
10 8 4 10-13,13-9,9-8 6900.71395509
10 8 5 10-12,12-15,15-13,13-8 7562.96726854
9 0 0 9-13,13-6,6-4,4-0 10016.4840134
9 0 1 9-15,15-6,6-4,4-0 10111.0578029
9 0 2 9-15,15-2,2-5,5-0 10491.4134497
9 0 3 9-10,10-13,13-14,14-6,6-4,4-0 10465.9996511
9 0 4 9-13,13-6,6-4,4-2,2-5,5-0 10467.4334565
9 0 5 9-10,10-12,12-15,15-6,6-4,4-0 10616.6731919
6 7 0 6-15,15-7 1203.09445615
6 7 1 6-13,13-7 2090.92037468
6 7 2 6-14,14-13,13-7 2203.0512281
6 7 3 6-15,15-12,12-1,1-7 4980.95770967
6 7 4 6-13,13-12,12-11,11-7 6416.53450098
6 7 5 6-13,13-15,15-7 2912.71880856
11 5 0 11-12,12-15,15-2,2-5 9672.12379693
11 5 1 11-7,7-15,15-2,2-5 9789.80823939
11 5 2 11-12,12-15,15-6,6-4,4-0,0-5 9820.38499899
11 5 3 11-12,12-13,13-6,6-4,4-2,2-5 9960.47799493
11 5 4 11-7,7-15,15-6,6-4,4-0,0-5 9938.06944145
11 5 5 11-12,12-13,13-15,15-2,2-5 10008.4982364
10 7 0 10-11,11-7 3130.94297847
10 7 1 10-13,13-7 3746.95906784
10 7 2 10-12,12-13,13-7 4227.5238636
10 7 3 10-9,9-15,15-7 5191.67488683
10 7 4 10-12,12-1,1-7 4752.38586886
10 7 5 10-13,13-15,15-7 4568.75750172
7 6 0 7-15,15-6 1203.09445615
7 6 1 7-13,13-6 2090.92037468
7 6 2 7-13,13-14,14-6 2203.0512281
7 6 3 7-1,1-12,12-15,15-6 4980.95770967
7 6 4 7-11,11-12,12-13,13-6 6416.53450098
7 6 5 7-15,15-13,13-6 2912.71880856
6 10 0 6-13,13-10 3947.71307078
6 10 1 6-14,14-13,13-10 4059.8439242
6 10 2 6-15,15-12,12-10 4210.51746497
6 10 3 6-15,15-7,7-11,11-10 4334.03743462
6 10 4 6-13,13-9,9-10 4594.67070424
6 10 5 6-13,13-12,12-10 4428.27786655
12 6 0 12-15,15-6 2219.54465289
12 6 1 12-13,13-6 2437.30505446
12 6 2 12-13,13-14,14-6 2549.43590788
12 6 3 12-1,1-7,7-15,15-6 3964.50751293
12 6 4 12-15,15-13,13-6 3929.1690053
12 6 5 12-11,11-7,7-15,15-6 5182.32390267
15 11 0 15-12,12-11 3291.76002498
15 11 1 15-7,7-11 3409.44446744
15 11 2 15-13,13-12,12-11 3628.13446448
15 11 3 15-6,6-13,13-10,10-11 4872.30603796
15 11 4 15-9,9-10,10-11 4913.17339787
15 11 5 15-13,13-7,7-11 4415.8844239
14 1 0 14-13,13-7,7-1 2622.07413525
14 1 1 14-6,6-15,15-7,7-1 2733.12403442
14 1 2 14-13,13-12,12-1 3780.81938639
14 1 3 14-6,6-15,15-12,12-1 4561.93480252
14 1 4 14-13,13-15,15-7,7-1 3443.87256913
14 1 5 14-6,6-13,13-12,12-1 4779.69520409
13 7 0 13-7 945.083185871
13 7 1 13-15,15-7 1766.88161975
13 7 2 13-6,6-15,15-7 2348.93164496
13 7 3 13-12,12-1,1-7 4052.88092243
13 7 4 13-10,10-11,11-7 5932.81886043
13 7 5 13-12,12-11,11-7 5270.69731217
0 4 0 0-4 343.770886774
0 4 1 0-5,5-2,2-4 794.720329955
0 4 2 0-3,3-2,2-4 1199.6558469
0 4 3 0-5,5-2,2-15,15-6,6-4 12565.2178592
0 4 4 0-3,3-2,2-15,15-13,13-6,6-4 14679.7777286
0 4 5 0-5,5-2,2-15,15-7,7-13,13-14,14-6,6-4 15270.6994803
15 4 0 15-6,6-4 5920.54566283
15 4 1 15-2,2-4 6563.81313917
15 4 2 15-2,2-5,5-0,0-4 6988.44308313
15 4 3 15-13,13-6,6-4 7630.17001524
15 4 4 15-7,7-13,13-14,14-6,6-4 8626.02728394
15 4 5 15-2,2-3,3-0,0-4 7393.37860008
8 15 0 8-13,13-15 3702.78183514
8 15 1 8-13,13-6,6-15 4284.83186035
8 15 2 8-9,9-15 4988.91701996
8 15 3 8-9,9-10,10-12,12-15 5494.53240892
8 15 4 8-13,13-7,7-15 4586.50825042
8 15 5 8-9,9-13,13-15 5012.9572683
4 10 0 4-6,6-13,13-10 9517.92670204
4 10 1 4-6,6-14,14-13,13-10 9630.05755546
4 10 2 4-2,2-15,15-12,12-10 10423.9985726
4 10 3 4-6,6-15,15-7,7-11,11-10 9904.25106588
4 10 4 4-6,6-13,13-9,9-10 10164.8843355
4 10 5 4-6,6-15,15-13,13-12,12-10 10117.1055357
3 2 0 3-2 364.234598814
3 2 1 3-0,0-5,5-2 916.280305281
3 2 2 3-0,0-4,4-2 1179.19213486
3 2 3 3-0,0-4,4-6,6-15,15-2 12949.6896641
3 2 4 3-0,0-4,4-6,6-13,13-15,15-2 14659.3140165
3 2 5 3-0,0-4,4-6,6-14,14-13,13-7,7-15,15-2 15655.1712852
2 6 0 2-4,4-6 5927.14426764
2 6 1 2-5,5-0,0-4,4-6 6351.77421161
2 6 2 2-15,15-6 6557.21453436
2 6 3 2-15,15-13,13-6 8266.83888677
2 6 4 2-15,15-7,7-13,13-14,14-6 9262.69615547
2 6 5 2-3,3-0,0-4,4-6 6756.70972856
9 14 0 9-13,13-14 3659.12701318
9 14 1 9-10,10-13,13-14 3996.51179755
9 14 2 9-13,13-6,6-14 4658.00283089
9 14 3 9-15,15-6,6-14 4752.57662047
9 14 4 9-8,8-13,13-14 4633.30311326
9 14 5 9-10,10-12,12-13,13-14 4477.07659331
8 2 0 8-13,13-6,6-4,4-2 9861.64409643
8 2 1 8-13,13-15,15-2 9909.66433793
8 2 2 8-9,9-13,13-6,6-4,4-2 11171.8195296
8 2 3 8-9,9-15,15-2 11195.7995227
8 2 4 8-13,13-14,14-6,6-4,4-0,0-5,5-2 10398.4048938
8 2 5 8-13,13-7,7-15,15-2 10793.3907532
5 11 0 5-2,2-15,15-12,12-11 9672.12379693
5 11 1 5-2,2-15,15-7,7-11 9789.80823939
5 11 2 5-0,0-4,4-6,6-15,15-12,12-11 9820.38499899
5 11 3 5-0,0-4,4-6,6-13,13-10,10-11 10700.2669488
5 11 4 5-2,2-15,15-13,13-12,12-11 10008.4982364
5 11 5 5-2,2-4,4-6,6-15,15-7,7-11 9860.40203581
4 5 0 4-2,2-5 530.411905546
4 5 1 4-0,0-5 608.079311184
4 5 2 4-0,0-3,3-2,2-5 1359.97736646
4 5 3 4-6,6-15,15-2,2-5 12300.9094348
4 5 4 4-2,2-3,3-0,0-5 1463.96427131
4 5 5 4-6,6-13,13-15,15-2,2-5 14010.5337872
10 13 0 10-13 2801.87588197
10 13 1 10-12,12-13 3282.44067773
10 13 2 10-11,11-12,12-13 3288.27620492
10 13 3 10-9,9-13 3448.83351542
10 13 4 10-11,11-7,7-13 4076.02616434
10 13 5 10-9,9-8,8-13 4423.00961549
9 3 0 9-13,13-6,6-4,4-2,2-3 10393.8783618
9 3 1 9-15,15-2,2-3 10417.8583549
9 3 2 9-13,13-6,6-4,4-0,0-3 10494.9746251
9 3 3 9-10,10-13,13-15,15-2,2-3 10779.2833876
9 3 4 9-15,15-6,6-4,4-0,0-3 10589.5484147
9 3 5 9-13,13-15,15-2,2-3 10441.8986033
6 0 0 6-4,4-0 5913.98451803
6 0 1 6-4,4-2,2-5,5-0 6364.93396122
6 0 2 6-15,15-2,2-5,5-0 6995.00422793
6 0 3 6-13,13-15,15-2,2-3,3-0 9109.56409729
6 0 4 6-4,4-2,2-3,3-0 6769.86947816
6 0 5 6-15,15-2,2-4,4-0 7257.91605751
11 0 0 11-12,12-15,15-6,6-4,4-0 9556.07657458
11 0 1 11-7,7-15,15-6,6-4,4-0 9673.76101704
11 0 2 11-12,12-15,15-2,2-5,5-0 9936.43222134
11 0 3 11-7,7-15,15-2,2-5,5-0 10054.1166638
11 0 4 11-12,12-13,13-6,6-4,4-0 9773.83697616
11 0 5 11-12,12-15,15-2,2-3,3-0 10341.3677383
7 5 0 7-15,15-2,2-5 7233.12619653
7 5 1 7-15,15-6,6-4,4-0,0-5 7381.3873986
7 5 2 7-13,13-6,6-4,4-2,2-5 8191.54591149
7 5 3 7-15,15-2,2-3,3-0,0-5 8166.6785623
7 5 4 7-13,13-15,15-2,2-5 8239.56615299
7 5 5 7-13,13-14,14-6,6-4,4-0,0-5 8381.34417055
14 15 0 14-6,6-15 905.835367131
14 15 1 14-13,13-15 1616.58390184
14 15 2 14-13,13-6,6-15 2198.63392705
14 15 3 14-13,13-7,7-15 2500.31031712
14 15 4 14-6,6-13,13-12,12-15 4862.02101134
14 15 5 14-13,13-10,10-12,12-15 7364.52602204
12 11 0 12-11 1422.54740366
12 11 1 12-10,10-11 2565.2337477
12 11 2 12-13,13-10,10-11 4667.60468323
12 11 3 12-15,15-7,7-11 5278.65708875
12 11 4 12-1,1-7,7-11 5318.09509963
12 11 5 12-13,13-7,7-11 4793.23309438
15 14 0 15-6,6-14 905.835367131
15 14 1 15-13,13-14 1616.58390184
15 14 2 15-6,6-13,13-14 2198.63392705
15 14 3 15-7,7-13,13-14 2500.31031712
15 14 4 15-12,12-13,13-6,6-14 4862.02101134
15 14 5 15-12,12-10,10-13,13-14 7364.52602204
14 2 0 14-6,6-4,4-2 6482.6476032
14 2 1 14-6,6-15,15-2 7112.71786992
14 2 2 14-13,13-6,6-4,4-2 7775.44616312
14 2 3 14-13,13-15,15-2 7823.46640463
14 2 4 14-6,6-4,4-0,0-5,5-2 6907.27754717
14 2 5 14-13,13-7,7-15,15-2 8707.19281991
13 10 0 13-10 2801.87588197
13 10 1 13-12,12-10 3282.44067773
13 10 2 13-12,12-11,11-10 3288.27620492
13 10 3 13-9,9-10 3448.83351542
13 10 4 13-7,7-11,11-10 4076.02616434
13 10 5 13-8,8-9,9-10 4423.00961549
0 1 0 0-4,4-6,6-15,15-7,7-1 8091.6052169
0 1 1 0-5,5-2,2-15,15-7,7-1 8471.96086365
0 1 2 0-3,3-2,2-15,15-12,12-1 10705.7071487
0 1 3 0-4,4-6,6-13,13-7,7-1 8979.43113543
0 1 4 0-4,4-6,6-14,14-13,13-7,7-1 9091.56198885
0 1 5 0-3,3-2,2-15,15-7,7-1 8876.8963806
3 12 0 3-2,2-15,15-12 8440.32972291
3 12 1 3-0,0-4,4-6,6-15,15-12 8612.01978263
3 12 2 3-2,2-4,4-6,6-13,13-12 8728.68392092
3 12 3 3-2,2-15,15-13,13-12 8776.70416242
3 12 4 3-0,0-5,5-2,2-15,15-12 8992.37542938
3 12 5 3-0,0-4,4-6,6-14,14-13,13-12 8941.91103762
1 12 0 1-12 1786.88681407
1 12 1 1-7,7-13,13-12 3211.07729423
1 12 2 1-7,7-15,15-12 3696.50128861
1 12 3 1-7,7-11,11-12 4953.75568923
1 12 4 1-7,7-11,11-10,10-12 6096.44203326
1 12 5 1-7,7-15,15-13,13-12 4032.87572811
8 12 0 8-9,9-10,10-12 3625.31978761
8 12 1 8-9,9-10,10-11,11-12 3631.1553148
8 12 2 8-13,13-12 4080.13050562
8 12 3 8-13,13-15,15-12 5571.99445646
8 12 4 8-13,13-7,7-1,1-12 6495.15888262
8 12 5 8-9,9-13,13-12 5390.30593878
4 15 0 4-6,6-15 5920.54566283
4 15 1 4-2,2-15 6563.81313917
4 15 2 4-0,0-5,5-2,2-15 6988.44308313
4 15 3 4-6,6-13,13-15 7630.17001524
4 15 4 4-6,6-14,14-13,13-7,7-15 8626.02728394
4 15 5 4-0,0-3,3-2,2-15 7393.37860008
3 1 0 3-2,2-15,15-7,7-1 8398.40576889
3 1 1 3-0,0-4,4-6,6-15,15-7,7-1 8570.0958286
3 1 2 3-2,2-15,15-12,12-1 10227.216537
3 1 3 3-2,2-4,4-6,6-13,13-7,7-1 9356.82548385
3 1 4 3-0,0-5,5-2,2-15,15-7,7-1 8950.45147536
3 1 5 3-0,0-4,4-6,6-14,14-13,13-7,7-1 9570.05260055
2 11 0 2-15,15-12,12-11 9498.64252776
2 11 1 2-4,4-6,6-15,15-12,12-11 9569.23632419
2 11 2 2-15,15-7,7-11 9616.32697022
2 11 3 2-4,4-6,6-13,13-10,10-11 10449.118274
2 11 4 2-15,15-13,13-12,12-11 9835.01696727
2 11 5 2-5,5-0,0-4,4-6,6-15,15-7,7-11 10111.5507106
5 14 0 5-0,0-4,4-6,6-14 6733.796278
5 14 1 5-2,2-15,15-6,6-14 7286.19913908
5 14 2 5-2,2-4,4-6,6-13,13-14 7948.92743229
5 14 3 5-2,2-15,15-13,13-14 7996.94767379
5 14 4 5-0,0-3,3-2,2-4,4-6,6-14 7589.68123813
5 14 5 5-0,0-4,4-6,6-13,13-14 8026.59483793
10 14 0 10-13,13-14 3504.34058864
10 14 1 10-12,12-13,13-14 3984.9053844
10 14 2 10-13,13-6,6-14 4503.21640634
10 14 3 10-11,11-12,12-15,15-6,6-14 4771.85632772
10 14 4 10-9,9-13,13-14 4151.2982221
10 14 5 10-11,11-7,7-13,13-14 4778.49087101
6 13 0 6-13 1145.83718881
6 13 1 6-14,14-13 1257.96804223
6 13 2 6-15,15-13 1264.45122674
6 13 3 6-15,15-7,7-13 2148.17764202
6 13 4 6-15,15-12,12-13 3511.01251854
6 13 5 6-15,15-9,9-13 7153.73559143
11 15 0 11-12,12-15 3291.76002498
11 15 1 11-7,7-15 3409.44446744
11 15 2 11-12,12-13,13-15 3628.13446448
11 15 3 11-10,10-13,13-6,6-15 4872.30603796
11 15 4 11-10,10-9,9-15 4913.17339787
11 15 5 11-7,7-13,13-15 4415.8844239
7 8 0 7-13,13-8 3733.74582584
7 8 1 7-15,15-13,13-8 4555.54425972
7 8 2 7-11,11-10,10-9,9-8 4765.28995399
7 8 3 7-13,13-9,9-8 5043.921259
7 8 4 7-15,15-6,6-13,13-8 5137.59428494
7 8 5 7-1,1-12,12-10,10-9,9-8 6386.73284439
14 8 0 14-13,13-8 3491.12734664
14 8 1 14-6,6-13,13-8 4490.00316434
14 8 2 14-13,13-9,9-8 4801.3027798
14 8 3 14-6,6-15,15-9,9-8 5894.75238709
14 8 4 14-13,13-10,10-9,9-8 5138.68756416
14 8 5 14-6,6-15,15-13,13-8 4608.61720227
13 0 0 13-6,6-4,4-0 7059.82170685
13 0 1 13-14,14-6,6-4,4-0 7171.95256027
13 0 2 13-6,6-15,15-2,2-5,5-0 8140.84141674
13 0 3 13-15,15-6,6-4,4-2,2-3,3-0 8034.3207049
13 0 4 13-15,15-2,2-5,5-0 7558.79139153
13 0 5 13-7,7-15,15-6,6-4,4-0 8062.16216006
12 8 0 12-10,10-9,9-8 3625.31978761
12 8 1 12-11,11-10,10-9,9-8 3631.1553148
12 8 2 12-13,13-8 4080.13050562
12 8 3 12-15,15-13,13-8 5571.99445646
12 8 4 12-1,1-7,7-13,13-8 6495.15888262
12 8 5 12-13,13-9,9-8 5390.30593878
15 13 0 15-13 914.119195171
15 13 1 15-6,6-13 1496.16922038
15 13 2 15-6,6-14,14-13 1608.3000738
15 13 3 15-7,7-13 1797.84561045
15 13 4 15-12,12-13 3160.68048696
15 13 5 15-9,9-13 6803.40355986
0 14 0 0-4,4-6,6-14 6469.48785359
0 14 1 0-5,5-2,2-15,15-6,6-14 7550.50756349
0 14 2 0-4,4-6,6-13,13-14 7762.28641352
0 14 3 0-3,3-2,2-15,15-13,13-14 8666.19161515
0 14 4 0-5,5-2,2-4,4-6,6-14 6920.43729678
0 14 5 0-3,3-2,2-15,15-6,6-14 7955.44308044
3 11 0 3-2,2-15,15-12,12-11 9862.87712658
3 11 1 3-2,2-15,15-7,7-11 9980.56156904
3 11 2 3-0,0-4,4-6,6-15,15-12,12-11 10034.5671863
3 11 3 3-0,0-4,4-6,6-13,13-10,10-11 10914.4491361
3 11 4 3-2,2-15,15-13,13-12,12-11 10199.2515661
3 11 5 3-2,2-4,4-6,6-15,15-7,7-11 10051.1553655
2 1 0 2-15,15-7,7-1 8034.17117008
2 1 1 2-4,4-6,6-15,15-7,7-1 8104.7649665
2 1 2 2-15,15-12,12-1 9862.98193817
2 1 3 2-5,5-0,0-4,4-6,6-13,13-7,7-1 9417.220829
2 1 4 2-15,15-13,13-7,7-1 9040.61112654
2 1 5 2-4,4-6,6-14,14-13,13-7,7-1 9104.72173845
1 15 0 1-7,7-15 1827.28866729
1 15 1 1-7,7-13,13-15 2833.72862375
1 15 2 1-12,12-15 3656.09943538
1 15 3 1-12,12-13,13-6,6-15 4574.5239001
1 15 4 1-12,12-11,11-7,7-15 6618.87868517
1 15 5 1-7,7-13,13-14,14-6,6-15 3527.90950238
8 9 0 8-9 1142.17576661
8 9 1 8-13,13-9 5745.32494649
8 9 2 8-13,13-10,10-9 6082.70973085
8 9 3 8-13,13-15,15-9 7549.52308849
8 9 4 8-13,13-12,12-10,10-9 6563.27452661
8 9 5 8-13,13-6,6-15,15-9 8131.5731137
4 12 0 4-6,6-15,15-12 7789.75828415
4 12 1 4-6,6-13,13-12 8007.51868572
4 12 2 4-2,2-15,15-12 8433.02576048
4 12 3 4-0,0-5,5-2,2-15,15-13,13-12 9194.03014396
4 12 4 4-6,6-15,15-7,7-1,1-12 9534.72114419
4 12 5 4-6,6-14,14-13,13-12 8119.64953914
2 12 0 2-15,15-12 8076.0951241
2 12 1 2-4,4-6,6-15,15-12 8146.68892053
2 12 2 2-4,4-6,6-13,13-12 8364.4493221
2 12 3 2-15,15-13,13-12 8412.46956361
2 12 4 2-5,5-0,0-4,4-6,6-14,14-13,13-12 8901.21011949
2 12 5 2-15,15-7,7-13,13-12 9296.19597889
9 4 0 9-13,13-6,6-4 9672.71312659
9 4 1 9-15,15-6,6-4 9767.28691617
9 4 2 9-15,15-2,2-4 10410.5543925
9 4 3 9-10,10-13,13-14,14-6,6-4 10122.2287644
9 4 4 9-13,13-15,15-2,2-4 10434.5946409
9 4 5 9-10,10-12,12-15,15-6,6-4 10272.9023051
5 1 0 5-2,2-15,15-7,7-1 8207.65243924
5 1 1 5-0,0-4,4-6,6-15,15-7,7-1 8355.91364131
5 1 2 5-2,2-15,15-12,12-1 10036.4632073
5 1 3 5-2,2-4,4-6,6-13,13-7,7-1 9166.0721542
5 1 4 5-0,0-3,3-2,2-15,15-7,7-1 9141.20480501
5 1 5 5-0,0-4,4-6,6-14,14-13,13-7,7-1 9355.87041326
10 3 0 10-13,13-6,6-4,4-2,2-3 10239.0919372
10 3 1 10-13,13-6,6-4,4-0,0-3 10340.1882005
10 3 2 10-12,12-15,15-2,2-3 10431.302535
10 3 3 10-11,11-7,7-15,15-2,2-3 10554.8225046
10 3 4 10-13,13-14,14-6,6-4,4-0,0-3 10452.3190539
10 3 5 10-11,11-12,12-15,15-2,2-3 10437.1380622
7 2 0 7-15,15-2 7059.64492737
7 2 1 7-15,15-6,6-4,4-2 7130.23872379
7 2 2 7-13,13-6,6-4,4-2 8018.06464232
7 2 3 7-13,13-15,15-2 8066.08488383
7 2 4 7-13,13-14,14-6,6-4,4-0,0-5,5-2 8554.82543971
7 2 5 7-15,15-6,6-4,4-0,0-3,3-2 7959.80418471
6 14 0 6-14 555.50333556
6 14 1 6-13,13-14 1848.30189548
6 14 2 6-15,15-13,13-14 1966.91593341
6 14 3 6-15,15-7,7-13,13-14 2850.64234869
6 14 4 6-15,15-12,12-13,13-14 4213.47722521
6 14 5 6-15,15-9,9-13,13-14 7856.2002981
12 2 0 12-15,15-2 8076.0951241
12 2 1 12-15,15-6,6-4,4-2 8146.68892053
12 2 2 12-13,13-6,6-4,4-2 8364.4493221
12 2 3 12-13,13-15,15-2 8412.46956361
12 2 4 12-13,13-14,14-6,6-4,4-0,0-5,5-2 8901.21011949
12 2 5 12-13,13-7,7-15,15-2 9296.19597889
11 10 0 11-10 574.260935613
11 10 1 11-12,12-10 3413.52021574
11 10 2 11-12,12-13,13-10 5515.89115128
11 10 3 11-7,7-13,13-9,9-10 6950.59874415
11 10 4 11-7,7-15,15-13,13-10 7125.43954457
11 10 5 11-7,7-1,1-12,12-10 7309.06791172
7 15 0 7-15 852.762424581
7 15 1 7-13,13-15 1859.20238104
7 15 2 7-13,13-6,6-15 2441.25240625
7 15 3 7-1,1-12,12-15 4630.62567809
7 15 4 7-11,11-12,12-15 5848.44206783
7 15 5 7-11,11-10,10-13,13-15 6846.93805561
14 5 0 14-6,6-4,4-0,0-5 6733.796278
14 5 1 14-6,6-15,15-2,2-5 7286.19913908
14 5 2 14-13,13-6,6-4,4-2,2-5 7948.92743229
14 5 3 14-13,13-15,15-2,2-5 7996.94767379
14 5 4 14-6,6-4,4-2,2-3,3-0,0-5 7589.68123813
14 5 5 14-13,13-6,6-4,4-0,0-5 8026.59483793
13 3 0 13-6,6-4,4-2,2-3 7437.21605527
13 3 1 13-15,15-2,2-3 7485.23629677
13 3 2 13-6,6-4,4-0,0-3 7538.31231855
13 3 3 13-15,15-2,2-5,5-0,0-3 8037.28200324
13 3 4 13-14,14-6,6-4,4-2,2-3 7549.34690869
13 3 5 13-6,6-15,15-2,2-3 8067.28632198
12 13 0 12-13 1291.46786565
12 13 1 12-15,15-13 2783.33181649
12 13 2 12-15,15-6,6-13 3365.3818417
12 13 3 12-1,1-7,7-13 3706.49624265
12 13 4 12-10,10-13 4792.84869405
12 13 5 12-11,11-10,10-9,9-13 5445.6418547
15 0 0 15-6,6-4,4-0 6264.31654961
15 0 1 15-2,2-5,5-0 6644.67219636
15 0 2 15-6,6-4,4-2,2-5,5-0 6715.26599279
15 0 3 15-2,2-3,3-0 7049.60771331
15 0 4 15-13,13-6,6-4,4-0 7973.94090202
15 0 5 15-2,2-4,4-0 6907.58402594
1 5 0 1-7,7-15,15-2,2-5 8207.65243924
1 5 1 1-7,7-15,15-6,6-4,4-2,2-5 8278.24623567
1 5 2 1-12,12-13,13-6,6-4,4-0,0-5 10402.484811
1 5 3 1-7,7-13,13-15,15-2,2-5 9214.0923957
1 5 4 1-7,7-15,15-2,2-3,3-0,0-5 9141.20480501
1 5 5 1-7,7-13,13-14,14-6,6-4,4-0,0-5 9355.87041326
0 11 0 0-4,4-6,6-15,15-12,12-11 9556.07657458
