s t k edges
0 10 3 0-3,3-14,14-15,15-8,8-9,9-10 3717.74634196
0 10 4 0-1,1-2,2-9,9-10 3773.41018215
0 10 5 0-3,3-15,15-4,4-9,9-10 3764.43130084
17 13 0 17-16,16-15,15-13 2333.97854336
17 13 1 17-16,16-15,15-14,14-13 2387.1191181
17 13 2 17-8,8-13 3227.91365002
17 13 3 17-8,8-15,15-13 3392.54403728
17 13 4 17-8,8-9,9-15,15-13 3447.94867411
17 13 5 17-16,16-15,15-3,3-14,14-13 3447.0134206
3 7 0 3-7 1910.39805546
3 7 1 3-14,14-13,13-12,12-7 3779.45229085
3 7 2 3-14,14-13,13-12,12-6,6-7 3808.6707033
3 7 3 3-2,2-7 4142.66597459
3 7 4 3-15,15-13,13-11,11-12,12-7 5161.74856763
3 7 5 3-15,15-13,13-12,12-7 3952.40324917
2 5 0 2-9,9-8,8-5 1224.7766643
2 5 1 2-10,10-9,9-8,8-5 1245.61786495
2 5 2 2-9,9-4,4-5 1675.36305304
2 5 3 2-3,3-15,15-4,4-5 3813.5617989
2 5 4 2-3,3-14,14-15,15-8,8-5 3797.1432273
2 5 5 2-10,10-9,9-4,4-5 1696.20425368
1 11 0 1-0,0-3,3-14,14-13,13-11 5192.96673728
1 11 1 1-2,2-3,3-14,14-13,13-11 5368.69572505
1 11 2 1-0,0-3,3-7,7-12,12-11 5522.11970914
1 11 3 1-2,2-7,7-6,6-12,12-11 5686.5474475
1 11 4 1-2,2-9,9-15,15-13,13-11 5971.13767359
1 11 5 1-2,2-7,7-12,12-11 5657.32903505
8 5 0 8-5 21.761113506
8 5 1 8-4,4-5 472.409522736
8 5 2 8-9,9-4,4-5 1110.51405623
8 5 3 8-15,15-4,4-5 3622.79915549
8 5 4 8-17,17-16,16-15,15-4,4-5 3824.34687151
8 5 5 8-15,15-9,9-4,4-5 3705.00026881
5 8 0 5-8 21.761113506
5 8 1 5-4,4-8 472.409522736
5 8 2 5-4,4-9,9-8 1110.51405623
5 8 3 5-4,4-15,15-8 3622.79915549
5 8 4 5-4,4-15,15-16,16-17,17-8 3824.34687151
5 8 5 5-4,4-9,9-15,15-8 3705.00026881
4 0 0 4-15,15-3,3-0 2807.9583003
4 0 1 4-8,8-15,15-3,3-0 2834.81679729
4 0 2 4-9,9-2,2-1,1-0 3935.95651162
4 0 3 4-5,5-8,8-9,9-10,10-2,2-3,3-0 2976.6441758
4 0 4 4-15,15-14,14-3,3-0 3215.32964094
4 0 5 4-9,9-15,15-3,3-0 2890.15941362
10 8 0 10-9,9-8 716.046612533
10 8 1 10-9,9-4,4-8 1196.96140905
10 8 2 10-2,2-9,9-8 1710.82568971
10 8 3 10-2,2-3,3-15,15-8 3875.82091207
10 8 4 10-9,9-15,15-16,16-17,17-8 3512.08054113
10 8 5 10-9,9-4,4-5,5-8 1210.15522828
9 0 0 9-15,15-3,3-0 2330.64974861
9 0 1 9-2,2-3,3-0 2383.03747043
9 0 2 9-2,2-1,1-0 3376.44684661
9 0 3 9-8,8-15,15-14,14-3,3-0 3320.78300642
9 0 4 9-10,10-2,2-1,1-0 3397.28804726
9 0 5 9-4,4-15,15-3,3-0 3367.46796531
16 3 0 16-15,15-3 1277.28460924
16 3 1 16-15,15-14,14-3 1684.65594987
16 3 2 16-17,17-8,8-15,15-3 3387.49707211
16 3 3 16-17,17-8,8-9,9-2,2-3 3495.28943074
16 3 4 16-15,15-13,13-14,14-3 3452.06038578
16 3 5 16-15,15-9,9-2,2-3 3979.56318045
6 7 0 6-7 80.6602079418
6 7 1 6-12,12-7 1169.6875974
6 7 2 6-12,12-13,13-14,14-3,3-7 5638.40855081
6 7 3 6-12,12-11,11-13,13-15,15-3,3-7 7020.70482759
6 7 4 6-12,12-13,13-15,15-9,9-2,2-7 8473.11841848
6 7 5 6-12,12-13,13-14,14-3,3-2,2-7 7870.67646994
16 17 0 16-17 525.823484471
16 17 1 16-15,15-8,8-17 2852.9723613
16 17 2 16-15,15-9,9-8,8-17 2908.37699812
16 17 3 16-15,15-4,4-8,8-17 3307.09068132
16 17 4 16-15,15-3,3-2,2-9,9-4,4-5,5-8,8-17 4740.85917125
16 17 5 16-15,15-14,14-3,3-2,2-10,10-9,9-8,8-17 4674.96309679
11 5 0 11-13,13-8,8-5 4260.7341781
11 5 1 11-13,13-15,15-8,8-5 4425.36456537
11 5 2 11-12,12-13,13-15,15-4,4-5 5826.23229196
11 5 3 11-13,13-14,14-15,15-9,9-8,8-5 4533.90977693
11 5 4 11-13,13-8,8-4,4-5 4711.38258733
11 5 5 11-13,13-15,15-16,16-17,17-8,8-5 4626.91228139
10 7 0 10-2,2-7 3514.082323
10 7 1 10-2,2-3,3-7 3554.60198487
10 7 2 10-9,9-15,15-3,3-7 4275.29973348
10 7 3 10-9,9-2,2-7 4287.16779342
10 7 4 10-9,9-15,15-13,13-12,12-7 5031.31909163
10 7 5 10-2,2-1,1-0,0-3,3-7 5273.4341733
7 6 0 7-6 80.6602079418
7 6 1 7-12,12-6 1169.6875974
7 6 2 7-3,3-14,14-13,13-12,12-6 5638.40855081
7 6 3 7-3,3-15,15-13,13-11,11-12,12-6 7020.70482759
7 6 4 7-2,2-9,9-15,15-13,13-12,12-6 8473.11841848
7 6 5 7-2,2-3,3-14,14-13,13-12,12-6 7870.67646994
6 10 0 6-7,7-2,2-10 3594.74253094
6 10 1 6-7,7-3,3-15,15-9,9-10 4355.95994142
6 10 2 6-12,12-7,7-2,2-10 4683.7699204
6 10 3 6-12,12-13,13-15,15-9,9-10 4979.87729613
6 10 4 6-7,7-3,3-2,2-10 3635.26219281
6 10 5 6-7,7-2,2-9,9-10 4367.82800137
12 6 0 12-6 559.122900954
12 6 1 12-7,7-6 691.224904388
12 6 2 12-13,13-14,14-3,3-7,7-6 5159.9458578
12 6 3 12-11,11-13,13-15,15-3,3-7,7-6 6542.24213458
12 6 4 12-13,13-15,15-9,9-2,2-7,7-6 7994.65572547
12 6 5 12-13,13-14,14-3,3-2,2-7,7-6 7392.21377693
0 17 0 0-3,3-15,15-16,16-17 2165.81949983
0 17 1 0-3,3-14,14-15,15-16,16-17 2573.19084047
0 17 2 0-1,1-2,2-9,9-8,8-17 4325.58672858
0 17 3 0-3,3-2,2-10,10-9,9-4,4-8,8-17 3833.93334956
0 17 4 0-3,3-15,15-8,8-17 3224.38499376
0 17 5 0-3,3-15,15-4,4-5,5-8,8-17 3691.69713301
15 11 0 15-13,13-11 2814.97938699
15 11 1 15-14,14-13,13-11 2868.11996172
15 11 2 15-13,13-12,12-11 3792.05720135
15 11 3 15-3,3-7,7-12,12-11 4257.1672361
15 11 4 15-8,8-13,13-11 5827.59712947
15 11 5 15-3,3-7,7-6,6-12,12-11 4286.38564855
14 1 0 14-3,3-0,0-1 2641.57821241
14 1 1 14-3,3-2,2-1 2817.30720018
14 1 2 14-15,15-3,3-0,0-1 2867.66974547
14 1 3 14-15,15-9,9-2,2-1 3472.88972346
14 1 4 14-15,15-8,8-9,9-10,10-2,2-1 4076.49284127
14 1 5 14-15,15-4,4-9,9-2,2-1 4509.70794015
13 7 0 13-12,12-7 2135.54696395
13 7 1 13-12,12-6,6-7 2164.7653764
13 7 2 13-11,11-12,12-7 3344.8922824
13 7 3 13-14,14-3,3-7 3554.30338235
13 7 4 13-15,15-3,3-2,2-7 5959.52225981
13 7 5 13-15,15-9,9-2,2-7 6389.01325002
12 17 0 12-13,13-15,15-16,16-17 3858.96081086
12 17 1 12-7,7-3,3-15,15-16,16-17 4324.07084561
12 17 2 12-13,13-8,8-17 4752.89591752
12 17 3 12-13,13-14,14-15,15-8,8-17 4970.66687953
12 17 4 12-11,11-13,13-15,15-16,16-17 5068.30612932
12 17 5 12-13,13-15,15-9,9-8,8-17 4972.93094161
0 4 0 0-3,3-15,15-4 2807.9583003
0 4 1 0-3,3-15,15-8,8-4 2834.81679729
0 4 2 0-1,1-2,2-9,9-4 3935.95651162
0 4 3 0-3,3-2,2-10,10-9,9-8,8-5,5-4 2976.6441758
0 4 4 0-3,3-14,14-15,15-4 3215.32964094
0 4 5 0-3,3-15,15-9,9-4 2890.15941362
15 4 0 15-4 1802.25397639
15 4 1 15-8,8-4 1829.11247338
15 4 2 15-8,8-5,5-4 1842.30629261
15 4 3 15-9,9-4 1884.45508971
15 4 4 15-16,16-17,17-8,8-4 2030.6601894
15 4 5 15-3,3-2,2-9,9-4 3222.82864709
8 15 0 8-15 1588.62406488
8 15 1 8-9,9-15 1644.0287017
8 15 2 8-17,17-16,16-15 1790.1717809
8 15 3 8-4,4-15 2042.74238489
8 15 4 8-5,5-4,4-9,9-2,2-3,3-15 3476.51087483
8 15 5 8-9,9-10,10-2,2-3,3-14,14-15 3410.61480037
4 10 0 4-9,9-10 956.473000546
4 10 1 4-8,8-9,9-10 956.535021039
4 10 2 4-9,9-2,2-10 1951.25207772
4 10 3 4-15,15-3,3-2,2-10 4089.45082358
4 10 4 4-5,5-8,8-15,15-9,9-10 3564.21505285
4 10 5 4-8,8-9,9-2,2-10 1951.31409821
3 2 0 3-2 1136.3937905
3 2 1 3-15,15-9,9-2 2851.87061629
3 2 2 3-0,0-1,1-2 2855.22597894
3 2 3 3-14,14-15,15-8,8-9,9-10,10-2 3862.84507474
3 2 4 3-7,7-2 4916.67023954
3 2 5 3-15,15-4,4-9,9-2 3888.68883298
2 6 0 2-7,7-6 3086.93239203
2 6 1 2-3,3-7,7-6 3127.4520539
2 6 2 2-7,7-12,12-6 4175.95978149
2 6 3 2-3,3-14,14-13,13-12,12-6 4864.40428585
2 6 4 2-9,9-15,15-3,3-7,7-6 4842.92887969
2 6 5 2-1,1-0,0-3,3-7,7-6 4846.28424234
9 14 0 9-15,15-14 1641.67686155
9 14 1 9-8,8-15,15-14 2224.43877872
9 14 2 9-15,15-3,3-14 2701.57116406
9 14 3 9-2,2-3,3-14 2753.95888587
9 14 4 9-8,8-13,13-14 3827.21282736
9 14 5 9-4,4-15,15-14 2678.49507825
8 2 0 8-9,9-2 1203.0155508
8 2 1 8-9,9-10,10-2 1223.85675144
8 2 2 8-4,4-9,9-2 1683.93034732
8 2 3 8-15,15-3,3-2 3368.01077316
8 2 4 8-17,17-16,16-15,15-3,3-2 3569.55848918
8 2 5 8-5,5-4,4-9,9-2 1697.12416654
5 11 0 5-8,8-13,13-11 4260.7341781
5 11 1 5-8,8-15,15-13,13-11 4425.36456537
5 11 2 5-4,4-15,15-13,13-12,12-11 5826.23229196
5 11 3 5-8,8-9,9-15,15-14,14-13,13-11 4533.90977693
5 11 4 5-4,4-8,8-13,13-11 4711.38258733
5 11 5 5-8,8-17,17-16,16-15,15-13,13-11 4626.91228139
4 5 0 4-5 231.921114229
4 5 1 4-8,8-5 262.249522012
4 5 2 4-9,9-8,8-5 900.35405551
4 5 3 4-15,15-8,8-5 3412.63915477
4 5 4 4-15,15-16,16-17,17-8,8-5 3614.18687079
4 5 5 4-9,9-15,15-8,8-5 3494.84026809
10 13 0 10-9,9-15,15-13 2895.77212767
10 13 1 10-9,9-15,15-14,14-13 2948.91270241
10 13 2 10-2,2-3,3-14,14-13 3288.1092563
10 13 3 10-9,9-8,8-13 3313.90365758
10 13 4 10-2,2-3,3-15,15-13 3461.06021463
10 13 5 10-9,9-4,4-8,8-13 3794.81845409
9 3 0 9-15,15-3 1967.93834249
9 3 1 9-2,2-3 2020.3260643
9 3 2 9-10,10-2,2-3 2041.16726495
9 3 3 9-8,8-15,15-14,14-3 2958.07160029
9 3 4 9-4,4-15,15-3 3004.75655918
9 3 5 9-15,15-14,14-3 2375.30968312
6 0 0 6-7,7-3,3-0 2353.76966953
6 0 1 6-12,12-7,7-3,3-0 3442.79705898
6 0 2 6-12,12-7,7-2,2-1,1-0 6668.4743543
6 0 3 6-12,12-13,13-14,14-3,3-0 4090.72190148
6 0 4 6-7,7-2,2-3,3-0 4586.03758865
6 0 5 6-12,12-11,11-13,13-15,15-3,3-0 5473.01817826
16 7 0 16-15,15-3,3-7 3187.68266469
16 7 1 16-15,15-13,13-12,12-7 3943.70202284
16 7 2 16-17,17-8,8-15,15-3,3-7 5297.89512756
16 7 3 16-15,15-14,14-13,13-11,11-12,12-6,6-7 5235.40632848
16 7 4 16-17,17-8,8-13,13-12,12-7 5889.28409844
16 7 5 16-15,15-14,14-3,3-7 3595.05400533
4 16 0 4-8,8-17,17-16 1396.36849795
4 16 1 4-5,5-8,8-17,17-16 1409.56231718
4 16 2 4-15,15-16 2436.54566784
4 16 3 4-9,9-15,15-16 2518.74678116
4 16 4 4-8,8-15,15-16 2463.40416483
4 16 5 4-9,9-2,2-3,3-15,15-16 3857.12033855
11 0 0 11-13,13-14,14-3,3-0 3647.73275257
11 0 1 11-13,13-15,15-3,3-0 3820.6837109
11 0 2 11-12,12-7,7-2,2-1,1-0 7202.56301975
11 0 3 11-12,12-6,6-7,7-3,3-0 4006.10413689
11 0 4 11-13,13-15,15-9,9-2,2-3,3-0 6522.96228211
11 0 5 11-12,12-7,7-3,3-0 3976.88572444
9 16 0 9-8,8-17,17-16 1474.96336644
9 16 1 9-4,4-8,8-17,17-16 1955.87816296
9 16 2 9-15,15-16 1959.23711615
9 16 3 9-2,2-3,3-15,15-16 3297.61067354
9 16 4 9-8,8-15,15-16 2541.99903332
9 16 5 9-4,4-15,15-16 2996.05533284
7 5 0 7-3,3-15,15-8,8-5 4163.77615162
7 5 1 7-2,2-9,9-8,8-5 4231.04884839
7 5 2 7-3,3-15,15-4,4-5 4587.56606386
7 5 3 7-2,2-9,9-4,4-5 4681.63523713
7 5 4 7-2,2-10,10-9,9-8,8-5 4251.89004903
7 5 5 7-3,3-14,14-15,15-8,8-5 4571.14749226
14 15 0 14-15 316.731436851
14 15 1 14-3,3-15 1376.62573936
14 15 2 14-13,13-15 2084.13587276
14 15 3 14-3,3-2,2-9,9-15 4078.90431057
14 15 4 14-13,13-8,8-15 5096.75361524
14 15 5 14-3,3-2,2-10,10-9,9-8,8-17,17-16,16-15 4884.05514441
12 11 0 12-11 1093.21156641
12 11 1 12-13,13-11 3166.09828706
12 11 2 12-7,7-3,3-14,14-13,13-11 5805.98409835
12 11 3 12-6,6-7,7-2,2-3,3-15,15-13,13-11 8240.42138825
12 11 4 12-7,7-3,3-15,15-13,13-11 5978.93505667
12 11 5 12-6,6-7,7-3,3-14,14-13,13-11 5835.2025108
16 1 0 16-15,15-3,3-0,0-1 3185.23000007
16 1 1 16-17,17-8,8-9,9-2,2-1 3306.17622835
16 1 2 16-17,17-8,8-9,9-10,10-2,2-1 3327.01742899
16 1 3 16-15,15-14,14-3,3-0,0-1 3592.60134071
16 1 4 16-15,15-3,3-2,2-1 3360.95898784
16 1 5 16-15,15-9,9-2,2-1 3790.44997806
16 5 0 16-17,17-8,8-5 1177.64120295
16 5 1 16-17,17-8,8-4,4-5 1628.28961218
16 5 2 16-15,15-8,8-5 2244.67686983
16 5 3 16-15,15-4,4-5 2668.46678207
16 5 4 16-15,15-9,9-8,8-5 2300.08150665
16 5 5 16-15,15-9,9-4,4-5 2750.66789539
15 14 0 15-14 316.731436851
15 14 1 15-3,3-14 1376.62573936
15 14 2 15-13,13-14 2084.13587276
15 14 3 15-9,9-2,2-3,3-14 4078.90431057
15 14 4 15-8,8-13,13-14 5096.75361524
15 14 5 15-16,16-17,17-8,8-9,9-10,10-2,2-3,3-14 4884.05514441
14 2 0 14-3,3-2 1870.02661207
14 2 1 14-15,15-3,3-2 2096.11814514
14 2 2 14-15,15-9,9-2 2525.60913535
14 2 3 14-3,3-0,0-1,1-2 3588.85880051
14 2 4 14-15,15-8,8-9,9-10,10-2 3129.21225317
14 2 5 14-15,15-4,4-9,9-2 3562.42735205
13 10 0 13-15,15-9,9-10 2895.77212767
13 10 1 13-14,14-15,15-9,9-10 2948.91270241
13 10 2 13-14,14-3,3-2,2-10 3288.1092563
13 10 3 13-8,8-9,9-10 3313.90365758
13 10 4 13-15,15-3,3-2,2-10 3461.06021463
13 10 5 13-8,8-4,4-9,9-10 3794.81845409
2 17 0 2-9,9-8,8-17 1833.07215577
2 17 1 2-10,10-9,9-8,8-17 1853.91335642
2 17 2 2-3,3-15,15-16,16-17 2939.50188421
2 17 3 2-9,9-4,4-8,8-17 2313.98695229
2 17 4 2-3,3-14,14-15,15-16,16-17 3346.87322484
2 17 5 2-9,9-4,4-5,5-8,8-17 2327.18077152
14 16 0 14-15,15-16 951.023128302
14 16 1 14-3,3-15,15-16 2010.91743081
14 16 2 14-15,15-8,8-17,17-16 3061.23559117
14 16 3 14-13,13-15,15-16 2718.42756421
14 16 4 14-3,3-2,2-9,9-8,8-17,17-16 4228.92225231
14 16 5 14-13,13-8,8-17,17-16 4664.00963981
0 1 0 0-1 1545.23398471
0 1 1 0-3,3-2,2-1 2446.38578473
0 1 2 0-3,3-15,15-9,9-2,2-1 4161.86261052
0 1 3 0-3,3-14,14-15,15-8,8-9,9-10,10-2,2-1 5172.83706897
0 1 4 0-3,3-15,15-4,4-9,9-2,2-1 5198.68082721
0 1 5 0-3,3-15,15-9,9-10,10-2,2-1 4182.70381116
3 12 0 3-7,7-12 2520.9627519
3 12 1 3-7,7-6,6-12 2550.18116435
3 12 2 3-14,14-13,13-12 3168.8875944
3 12 3 3-15,15-13,13-11,11-12 4551.18387118
3 12 4 3-2,2-7,7-12 4753.23067103
3 12 5 3-15,15-13,13-12 3341.83855273
1 12 0 1-0,0-3,3-7,7-12 4428.90814274
1 12 1 1-0,0-3,3-7,7-6,6-12 4458.12655519
1 12 2 1-2,2-7,7-12 4564.11746864
1 12 3 1-2,2-3,3-14,14-13,13-12 5252.56197301
1 12 4 1-2,2-9,9-15,15-13,13-12 5855.00392155
1 12 5 1-2,2-7,7-6,6-12 4593.33588109
8 12 0 8-13,13-12 4122.83931255
8 12 1 8-15,15-13,13-12 4287.46969982
8 12 2 8-15,15-3,3-7,7-12 4752.57973456
8 12 3 8-9,9-2,2-7,7-12 4819.85243133
8 12 4 8-17,17-16,16-15,15-14,14-13,13-12 4542.15799058
8 12 5 8-4,4-15,15-13,13-12 4741.58801983
4 15 0 4-15 1802.25397639
4 15 1 4-8,8-15 1829.11247338
4 15 2 4-5,5-8,8-15 1842.30629261
4 15 3 4-9,9-15 1884.45508971
4 15 4 4-8,8-17,17-16,16-15 2030.6601894
4 15 5 4-9,9-2,2-3,3-15 3222.82864709
3 1 0 3-0,0-1 1907.94539083
3 1 1 3-2,2-1 2083.6743786
3 1 2 3-15,15-9,9-2,2-1 3799.15120439
3 1 3 3-14,14-15,15-8,8-9,9-10,10-2,2-1 4810.12566285
3 1 4 3-15,15-4,4-9,9-2,2-1 4835.96942109
3 1 5 3-15,15-9,9-10,10-2,2-1 3819.99240504
2 11 0 2-3,3-14,14-13,13-11 4421.41513694
2 11 1 2-3,3-15,15-13,13-11 4594.36609527
2 11 2 2-7,7-12,12-11 4710.04844694
2 11 3 2-7,7-6,6-12,12-11 4739.26685939
2 11 4 2-9,9-8,8-13,13-11 5441.98861539
2 11 5 2-10,10-9,9-15,15-13,13-11 5044.69828613
5 14 0 5-8,8-15,15-14 1927.11661523
5 14 1 5-4,4-15,15-14 2350.90652747
5 14 2 5-8,8-15,15-3,3-14 2987.01091774
5 14 3 5-8,8-13,13-14 3529.89066387
5 14 4 5-4,4-9,9-15,15-14 2433.10764079
5 14 5 5-8,8-9,9-2,2-3,3-14 3094.80327637
10 14 0 10-9,9-15,15-14 2038.64019709
10 14 1 10-2,2-3,3-14 2377.83675098
10 14 2 10-2,2-3,3-15,15-14 2603.92828405
10 14 3 10-9,9-8,8-15,15-14 2621.40211426
10 14 4 10-9,9-4,4-15,15-14 3075.45841378
10 14 5 10-9,9-15,15-3,3-14 3098.5344996
6 13 0 6-12,12-13 2084.10516846
6 13 1 6-7,7-12,12-13 2216.20717189
6 13 2 6-12,12-11,11-13 3293.45048691
6 13 3 6-7,7-3,3-14,14-13 3634.96359029
6 13 4 6-7,7-2,2-3,3-15,15-13 6040.18246775
6 13 5 6-7,7-12,12-11,11-13 3425.55249035
11 15 0 11-13,13-15 2814.97938699
11 15 1 11-13,13-14,14-15 2868.11996172
11 15 2 11-12,12-13,13-15 3792.05720135
11 15 3 11-12,12-7,7-3,3-15 4257.1672361
11 15 4 11-13,13-8,8-15 5827.59712947
11 15 5 11-12,12-6,6-7,7-3,3-15 4286.38564855
7 8 0 7-3,3-15,15-8 4142.01503812
7 8 1 7-3,3-15,15-9,9-8 4197.41967494
7 8 2 7-2,2-9,9-8 4209.28773488
7 8 3 7-2,2-9,9-4,4-8 4690.2025314
7 8 4 7-3,3-14,14-15,15-8 4549.38637876
7 8 5 7-2,2-10,10-9,9-8 4230.12893553
6 16 0 6-7,7-3,3-15,15-16 3268.34287264
6 16 1 6-12,12-13,13-15,15-16 3892.26022735
6 16 2 6-7,7-3,3-15,15-8,8-17,17-16 5378.5553355
6 16 3 6-12,12-11,11-13,13-14,14-15,15-16 5154.74612054
6 16 4 6-12,12-13,13-8,8-17,17-16 5837.84230295
6 16 5 6-7,7-3,3-14,14-15,15-16 3675.71421327
13 0 0 13-14,14-3,3-0 2006.61673302
13 0 1 13-15,15-3,3-0 2179.56769135
13 0 2 13-14,14-3,3-2,2-1,1-0 5272.81369021
13 0 3 13-12,12-7,7-3,3-0 4408.65642554
13 0 4 13-8,8-9,9-2,2-1,1-0 6293.38716865
13 0 5 13-12,12-6,6-7,7-3,3-0 4437.87483799
12 8 0 12-13,13-8 4122.83931255
12 8 1 12-13,13-15,15-8 4287.46969982
12 8 2 12-7,7-3,3-15,15-8 4752.57973456
12 8 3 12-7,7-2,2-9,9-8 4819.85243133
12 8 4 12-13,13-14,14-15,15-16,16-17,17-8 4542.15799058
12 8 5 12-11,11-13,13-15,15-8 5496.81501827
11 16 0 11-13,13-15,15-16 3449.27107844
11 16 1 11-12,12-13,13-15,15-16 4426.3488928
11 16 2 11-13,13-8,8-17,17-16 5394.85315404
11 16 3 11-12,12-7,7-3,3-15,15-16 4891.45892755
11 16 4 11-13,13-14,14-15,15-8,8-17,17-16 5612.62411604
11 16 5 11-12,12-6,6-7,7-3,3-15,15-16 4920.67734
17 8 0 17-8 630.056604974
17 8 1 17-16,16-15,15-8 2748.7392408
17 8 2 17-16,16-15,15-9,9-8 2804.14387762
17 8 3 17-16,16-15,15-4,4-8 3202.85756081
17 8 4 17-16,16-15,15-3,3-2,2-9,9-4,4-5,5-8 4636.62605075
