s t k edges
18 19 5 18-5,5-6,6-20,20-19 910.051988069
23 26 0 23-8,8-24,24-26 512.101548858
23 26 1 23-8,8-24,24-12,12-26 513.80440614
23 26 2 23-20,20-24,24-26 861.723634374
23 26 3 23-20,20-12,12-26 862.108718318
23 26 4 23-20,20-5,5-24,24-26 885.859287979
23 26 5 23-20,20-0,0-5,5-12,12-26 886.253274395
21 6 0 21-20,20-6 261.736694029
21 6 1 21-20,20-5,5-6 264.571940731
21 6 2 21-22,22-12,12-24,24-6 691.300457247
21 6 3 21-20,20-0,0-5,5-6 264.571940731
21 6 4 21-22,22-12,12-20,20-6 692.719413016
21 6 5 21-20,20-1,1-5,5-6 264.571940731
8 5 0 8-5 259.045466001
8 5 1 8-20,20-5 259.324221275
8 5 2 8-20,20-0,0-5 259.324221275
8 5 3 8-23,23-20,20-1,1-5 300.98305742
8 5 4 8-24,24-5 535.711275551
8 5 5 8-20,20-6,6-5 272.689512633
9 0 0 9-16,16-20,20-0 21800.6678
9 0 1 9-16,16-20,20-5,5-0 21824.9421805
9 0 2 9-15,15-5,5-0 23879.810405
9 0 3 9-16,16-20,20-1,1-5,5-0 21824.9421805
9 0 4 9-16,16-20,20-6,6-5,5-0 21838.3074719
9 0 5 9-16,16-20,20-4,4-5,5-0 21856.1953864
10 7 0 10-16,16-20,20-7 12470.8251991
10 7 1 10-16,16-20,20-5,5-7 12487.5759487
10 7 2 10-15,15-5,5-7 12889.1977086
10 7 3 10-14,14-16,16-20,20-7 12565.3996868
10 7 4 10-16,16-20,20-0,0-5,5-7 12487.5759487
10 7 5 10-14,14-16,16-20,20-1,1-5,5-7 12582.1504364
11 22 0 11-12,12-22 718.930156381
11 22 1 11-24,24-12,12-22 721.639164193
11 22 2 11-24,24-20,20-21,21-22 1165.64355725
11 22 3 11-12,12-20,20-21,21-22 1165.77398796
11 22 4 11-24,24-13,13-12,12-22 807.486993441
11 22 5 11-24,24-25,25-12,12-22 1006.069806
0 17 0 0-20,20-16,16-17 8373.63914999
0 17 1 0-5,5-20,20-16,16-17 8397.91353052
0 17 2 0-5,5-15,15-17 13905.2480139
0 17 3 0-5,5-1,1-20,20-16,16-17 8397.91353052
0 17 4 0-5,5-6,6-20,20-16,16-17 8411.27882188
0 17 5 0-5,5-4,4-20,20-16,16-17 8429.16673634
24 14 0 24-20,20-16,16-14 12580.3763616
24 14 1 24-8,8-20,20-16,16-14 12581.8819554
24 14 2 24-15,15-14 12846.87937
24 14 3 24-12,12-20,20-16,16-14 12583.2158002
24 14 4 24-5,5-20,20-16,16-14 12604.5120153
24 14 5 24-6,6-20,20-16,16-14 12612.4440577
14 1 0 14-16,16-20,20-1 12195.6792369
14 1 1 14-16,16-20,20-5,5-1 12219.9536174
14 1 2 14-15,15-5,5-1 12527.0030682
14 1 3 14-15,15-5,5-0,0-20,20-1 12527.0030682
14 1 4 14-16,16-20,20-6,6-5,5-1 12233.3189088
14 1 5 14-15,15-5,5-4,4-20,20-1 12558.256274
12 17 0 12-20,20-16,16-17 8759.09710734
12 17 1 12-24,24-20,20-16,16-17 8760.41488068
12 17 2 12-24,24-15,15-17 14227.2029216
12 17 3 12-5,5-20,20-16,16-17 8783.24166342
12 17 4 12-5,5-0,0-20,20-16,16-17 8783.24166342
12 17 5 12-24,24-8,8-20,20-16,16-17 8761.92047438
25 15 0 25-24,24-15 11420.9400801
25 15 1 25-12,12-24,24-15 11422.8272346
25 15 2 25-24,24-5,5-15 11485.6221761
25 15 3 25-12,12-5,5-15 11486.2004597
25 15 4 25-24,24-20,20-5,5-15 11485.760903
25 15 5 25-12,12-20,20-0,0-5,5-15 11486.3302842
15 4 0 15-5,5-4 10969.5782161
15 4 1 15-5,5-20,20-4 10977.1018471
15 4 2 15-16,16-20,20-4 11292.8704453
15 4 3 15-24,24-20,20-4 11681.6752737
15 4 4 15-16,16-20,20-0,0-5,5-4 11309.6211948
15 4 5 15-5,5-1,1-20,20-4 10977.1018471
13 20 0 13-24,24-20 427.732995756
13 20 1 13-24,24-8,8-20 429.238589461
13 20 2 13-12,12-20 430.348521527
13 20 3 13-12,12-5,5-20 454.493077604
13 20 4 13-24,24-5,5-0,0-20 451.868649361
13 20 5 13-12,12-24,24-20 431.666294866
26 12 0 26-12 280.257503286
26 12 1 26-24,24-12 282.711857861
26 12 2 26-24,24-13,13-12 368.559687109
26 12 3 26-24,24-25,25-12 567.142499664
26 12 4 26-24,24-20,20-12 1050.78833404
26 12 5 26-24,24-5,5-12 1074.79416319
3 2 0 3-20,20-2 989.426351619
3 2 1 3-5,5-2 996.454284155
3 2 2 3-5,5-20,20-2 996.454734067
3 2 3 3-20,20-0,0-5,5-2 1013.70028224
3 2 4 3-5,5-1,1-20,20-2 996.454734067
3 2 5 3-20,20-6,6-5,5-2 1027.0655736
4 5 0 4-5 24.0019777038
4 5 1 4-20,20-5 31.5256086444
4 5 2 4-20,20-0,0-5 31.5256086444
4 5 3 4-20,20-1,1-5 31.5256086444
4 5 4 4-20,20-6,6-5 44.890900002
4 5 5 4-20,20-7,7-5 62.7788144627
5 24 0 5-24 396.695588098
5 24 1 5-20,20-24 396.834315023
5 24 2 5-0,0-20,20-24 396.834315023
5 24 3 5-8,8-24 398.061153454
5 24 4 5-12,12-24 399.543929089
5 24 5 5-6,6-24 407.462877273
16 0 0 16-20,20-0 8348.93798355
16 0 1 16-20,20-5,5-0 8373.21236408
16 0 2 16-15,15-5,5-0 13882.257472
16 0 3 16-20,20-1,1-5,5-0 8373.21236408
16 0 4 16-20,20-6,6-5,5-0 8386.57765544
16 0 5 16-20,20-4,4-5,5-0 8404.4655699
6 23 0 6-20,20-23 213.795470276
6 23 1 6-5,5-20,20-23 216.630716978
6 23 2 6-20,20-8,8-23 357.041853076
6 23 3 6-5,5-8,8-23 359.598344503
6 23 4 6-5,5-0,0-20,20-23 216.630716978
6 23 5 6-5,5-1,1-20,20-23 216.630716978
19 13 0 19-20,20-24,24-13 476.746338338
19 13 1 19-5,5-24,24-13 478.002132822
19 13 2 19-20,20-12,12-13 479.361864109
19 13 3 19-5,5-12,12-13 480.626561065
19 13 4 19-20,20-8,8-24,24-13 478.251932043
19 13 5 19-5,5-20,20-12,12-13 480.756385518
17 13 0 17-16,16-20,20-24,24-13 8801.37214575
17 13 1 17-16,16-20,20-12,12-13 8803.98767152
17 13 2 17-15,15-24,24-13 14268.1601867
17 13 3 17-16,16-20,20-8,8-24,24-12,12-13 8806.81103856
17 13 4 17-16,16-20,20-5,5-24,24-13 8825.50779935
17 13 5 17-16,16-20,20-0,0-5,5-12,12-13 8828.1322276
7 22 0 7-20,20-21,21-22 317.178217748
7 22 1 7-5,5-20,20-21,21-22 333.928967337
7 22 2 7-20,20-12,12-22 641.25030087
7 22 3 7-5,5-12,12-22 657.871226006
7 22 4 7-20,20-24,24-12,12-22 642.568074208
7 22 5 7-5,5-0,0-20,20-21,21-22 333.928967337
20 14 0 20-16,16-14 12195.6792369
20 14 1 20-5,5-15,15-14 12527.0030682
20 14 2 20-0,0-5,5-15,15-14 12527.0030682
20 14 3 20-16,16-10,10-14 12801.7688123
20 14 4 20-24,24-15,15-14 13231.5764948
20 14 5 20-5,5-15,15-10,10-14 13227.6649527
18 10 0 18-20,20-16,16-10 13293.5037354
18 10 1 18-5,5-20,20-16,16-10 13299.1101348
18 10 2 18-5,5-15,15-10 13700.7318948
18 10 3 18-20,20-16,16-14,14-10 13388.0782232
18 10 4 18-5,5-0,0-20,20-16,16-10 13299.1101348
18 10 5 18-5,5-1,1-20,20-16,16-14,14-10 13393.6846226
23 19 0 23-20,20-19 245.406600265
23 19 1 23-20,20-5,5-19 246.801121674
23 19 2 23-8,8-20,20-19 388.652983065
23 19 3 23-8,8-5,5-19 389.768749199
23 19 4 23-20,20-0,0-5,5-19 246.801121674
23 19 5 23-20,20-1,1-5,5-19 246.801121674
21 15 0 21-20,20-5,5-15 11202.0479101
21 15 1 21-20,20-0,0-5,5-15 11202.0479101
21 15 2 21-22,22-12,12-24,24-15 11569.5275795
21 15 3 21-20,20-16,16-15 11517.8165083
21 15 4 21-20,20-16,16-17,17-15 11565.5082166
21 15 5 21-22,22-12,12-5,5-15 11632.9008047
8 12 0 8-24,24-12 141.094293382
8 12 1 8-24,24-13,13-12 226.942122629
8 12 2 8-20,20-12 632.644988359
8 12 3 8-5,5-12 656.510789161
8 12 4 8-24,24-25,25-12 425.524935184
8 12 5 8-20,20-24,24-12 633.962761698
22 12 0 22-12 236.403925142
22 12 1 22-21,21-20,20-12 683.247756717
22 12 2 22-21,21-20,20-24,24-12 684.565530056
22 12 3 22-21,21-20,20-5,5-12 707.392312794
22 12 4 22-21,21-20,20-8,8-24,24-12 686.071123761
22 12 5 22-21,21-20,20-0,0-5,5-12 707.392312794
23 9 0 23-20,20-16,16-9 21997.0610577
23 9 1 23-8,8-20,20-16,16-9 22140.3074405
23 9 2 23-8,8-24,24-15,15-9 24431.1550038
23 9 3 23-8,8-5,5-20,20-16,16-9 22164.3030657
23 9 4 23-8,8-5,5-0,0-20,20-16,16-9 22164.3030657
23 9 5 23-8,8-24,24-20,20-16,16-9 22416.8332217
10 14 0 10-14 350.332031571
10 14 1 10-15,15-14 3488.909132
10 14 2 10-16,16-14 7949.2400505
10 14 3 10-16,16-15,15-14 8596.33247999
10 14 4 10-15,15-17,17-16,16-14 8738.59649744
10 14 5 10-16,16-20,20-5,5-15,15-14 24978.4398489
8 18 0 8-20,20-18 1089.25398576
8 18 1 8-5,5-18 1094.58162986
8 18 2 8-20,20-5,5-18 1094.86038514
8 18 3 8-23,23-20,20-18 1130.9128219
8 18 4 8-5,5-0,0-20,20-18 1113.24961101
8 18 5 8-20,20-1,1-5,5-18 1094.86038514
11 15 0 11-24,24-15 11760.7463637
11 15 1 11-12,12-24,24-15 11762.1945677
11 15 2 11-24,24-5,5-15 11825.4284596
11 15 3 11-12,12-5,5-15 11825.5677928
11 15 4 11-24,24-20,20-5,5-15 11825.5671866
11 15 5 11-12,12-20,20-0,0-5,5-15 11825.6976173
9 19 0 9-16,16-20,20-19 21849.6811426
9 19 1 9-16,16-20,20-5,5-19 21851.075664
9 19 2 9-15,15-5,5-19 23905.9438885
9 19 3 9-16,16-20,20-0,0-5,5-19 21851.075664
9 19 4 9-16,16-20,20-1,1-5,5-19 21851.075664
9 19 5 9-16,16-20,20-6,6-5,5-19 21864.4409554
24 21 0 24-12,12-22,22-21 291.937849003
24 21 1 24-13,13-12,12-22,22-21 377.785678251
24 21 2 24-20,20-21 629.031606195
24 21 3 24-8,8-20,20-21 630.537199899
24 21 4 24-5,5-20,20-21 653.167259799
24 21 5 24-25,25-12,12-22,22-21 576.368490806
14 8 0 14-16,16-20,20-8 12442.8662679
14 8 1 14-16,16-20,20-5,5-8 12466.8618932
14 8 2 14-15,15-24,24-8 12985.8950575
14 8 3 14-16,16-20,20-23,23-8 12484.525104
14 8 4 14-16,16-20,20-0,0-5,5-8 12466.8618932
14 8 5 14-16,16-20,20-24,24-8 12719.3920491
12 8 0 12-24,24-8 141.094293382
12 8 1 12-13,13-24,24-8 226.942122629
12 8 2 12-20,20-8 632.644988359
12 8 3 12-5,5-8 656.510789161
12 8 4 12-25,25-24,24-8 425.524935184
12 8 5 12-24,24-20,20-8 633.962761698
1 21 0 1-20,20-21 244.334481436
1 21 1 1-5,5-20,20-21 268.608861966
1 21 2 1-20,20-12,12-22,22-21 675.317200423
1 21 3 1-5,5-0,0-20,20-21 268.608861966
1 21 4 1-20,20-24,24-12,12-22,22-21 676.634973762
1 21 5 1-5,5-6,6-20,20-21 281.974153324
25 16 0 25-24,24-20,20-16 8876.98545788
25 16 1 25-12,12-20,20-16 8877.55483905
25 16 2 25-24,24-15,15-16 14345.4841234
25 16 3 25-12,12-24,24-8,8-20,20-16 8880.3782061
25 16 4 25-24,24-5,5-20,20-16 8901.12111148
25 16 5 25-12,12-5,5-0,0-20,20-16 8901.69939513
15 13 0 15-24,24-13 11320.6256015
15 13 1 15-24,24-12,12-13 11324.5589006
15 13 2 15-5,5-24,24-13 11385.3076975
15 13 3 15-5,5-12,12-13 11387.9321258
15 13 4 15-5,5-20,20-24,24-13 11385.4464244
15 13 5 15-5,5-0,0-20,20-12,12-13 11388.0619502
2 18 0 2-20,20-18 1798.19215752
2 18 1 2-5,5-18 1803.79810699
2 18 2 2-20,20-5,5-18 1803.7985569
2 18 3 2-5,5-0,0-20,20-18 1822.46608814
2 18 4 2-20,20-1,1-5,5-18 1803.7985569
2 18 5 2-5,5-6,6-20,20-18 1835.8313795
26 23 0 26-24,24-8,8-23 512.101548858
26 23 1 26-12,12-24,24-8,8-23 513.80440614
26 23 2 26-24,24-20,20-23 861.723634374
26 23 3 26-12,12-20,20-23 862.108718318
26 23 4 26-24,24-5,5-20,20-23 885.859287979
26 23 5 26-12,12-5,5-0,0-20,20-23 886.253274395
0 14 0 0-20,20-16,16-14 12195.6792369
0 14 1 0-5,5-20,20-16,16-14 12219.9536174
0 14 2 0-20,20-5,5-15,15-14 12527.0030682
0 14 3 0-5,5-15,15-14 12527.0030682
0 14 4 0-5,5-1,1-20,20-16,16-14 12219.9536174
0 14 5 0-20,20-6,6-5,5-15,15-14 12540.3683596
3 11 0 3-20,20-24,24-11 901.154906728
3 11 1 3-20,20-12,12-11 901.285337434
3 11 2 3-5,5-24,24-11 908.04456225
3 11 3 3-5,5-12,12-11 908.183895429
3 11 4 3-20,20-8,8-24,24-11 902.660500433
3 11 5 3-5,5-20,20-12,12-11 908.313719881
1 15 0 1-5,5-15 10957.7134287
1 15 1 1-20,20-5,5-15 10957.7134287
1 15 2 1-20,20-16,16-15 11273.4820269
1 15 3 1-20,20-24,24-15 11662.2868553
1 15 4 1-5,5-0,0-20,20-16,16-15 11297.7564074
1 15 5 1-20,20-6,6-5,5-15 10971.07872
4 12 0 4-20,20-12 404.846375728
4 12 1 4-20,20-24,24-12 406.164149067
4 12 2 4-5,5-12 421.467300864
4 12 3 4-5,5-20,20-12 421.597125317
4 12 4 4-20,20-8,8-24,24-12 407.669742772
4 12 5 4-5,5-0,0-20,20-12 421.597125317
2 12 0 2-20,20-12 1341.58316012
2 12 1 2-20,20-24,24-12 1342.90093346
2 12 2 2-5,5-12 1365.72726629
2 12 3 2-5,5-20,20-12 1365.85709074
2 12 4 2-20,20-8,8-24,24-12 1344.40652716
2 12 5 2-20,20-0,0-5,5-12 1365.7277162
5 1 0 5-1 12.1371902649
5 1 1 5-20,20-1 12.1371902649
5 1 2 5-0,0-20,20-1 12.1371902649
5 1 3 5-6,6-20,20-1 25.5024816226
5 1 4 5-4,4-20,20-1 43.3903960833
5 1 5 5-7,7-20,20-1 43.3903960833
3 17 0 3-20,20-16,16-17 8406.94029884
3 17 1 3-5,5-20,20-16,16-17 8413.96868129
3 17 2 3-5,5-15,15-17 13921.3031646
3 17 3 3-5,5-0,0-20,20-16,16-17 8413.96868129
3 17 4 3-5,5-1,1-20,20-16,16-17 8413.96868129
3 17 5 3-5,5-6,6-20,20-16,16-17 8427.33397264
16 7 0 16-20,20-7 8368.32640193
16 7 1 16-20,20-5,5-7 8385.07715152
16 7 2 16-15,15-5,5-7 13894.1222595
16 7 3 16-20,20-0,0-5,5-7 8385.07715152
16 7 4 16-20,20-1,1-5,5-7 8385.07715152
16 7 5 16-20,20-6,6-5,5-7 8398.44244287
6 14 0 6-20,20-16,16-14 12213.0814495
6 14 1 6-5,5-20,20-16,16-14 12215.9166962
6 14 2 6-5,5-15,15-14 12522.966147
6 14 3 6-24,24-15,15-14 13246.2419783
6 14 4 6-20,20-0,0-5,5-15,15-14 12544.4052808
6 14 5 6-5,5-1,1-20,20-16,16-14 12215.9166962
19 18 0 19-5,5-18 873.80683759
19 18 1 19-20,20-18 891.080297329
19 18 2 19-5,5-20,20-18 892.474818738
19 18 3 19-20,20-0,0-5,5-18 896.686696711
19 18 4 19-5,5-1,1-20,20-18 892.474818738
19 18 5 19-20,20-6,6-5,5-18 910.051988069
17 6 0 17-16,16-20,20-6 8391.04136258
17 6 1 17-16,16-20,20-5,5-6 8393.87660929
17 6 2 17-15,15-24,24-6 14624.4869239
17 6 3 17-16,16-20,20-0,0-5,5-6 8393.87660929
17 6 4 17-16,16-20,20-24,24-6 9157.69888299
17 6 5 17-16,16-20,20-1,1-5,5-6 8393.87660929
7 15 0 7-5,5-15 10969.5782161
7 15 1 7-20,20-5,5-15 10977.1018471
7 15 2 7-20,20-16,16-15 11292.8704453
7 15 3 7-20,20-24,24-15 11681.6752737
7 15 4 7-5,5-0,0-20,20-16,16-15 11309.6211948
7 15 5 7-20,20-1,1-5,5-15 10977.1018471
20 21 0 20-21 244.334481436
20 21 1 20-12,12-22,22-21 675.317200423
20 21 2 20-24,24-12,12-22,22-21 676.634973762
20 21 3 20-5,5-12,12-22,22-21 699.4617565
20 21 4 20-8,8-24,24-12,12-22,22-21 678.140567467
20 21 5 20-0,0-5,5-12,12-22,22-21 699.4617565
18 5 0 18-5 835.536163864
18 5 1 18-20,20-5 854.204145012
18 5 2 18-20,20-0,0-5 854.204145012
18 5 3 18-20,20-1,1-5 854.204145012
18 5 4 18-20,20-6,6-5 867.569436369
18 5 5 18-20,20-4,4-5 885.45735083
21 8 0 21-22,22-12,12-24,24-8 430.953536456
21 8 1 21-20,20-8 491.521512447
21 8 2 21-20,20-5,5-8 515.517137702
21 8 3 21-20,20-23,23-8 533.180348592
21 8 4 21-22,22-12,12-13,13-24,24-8 516.801365703
21 8 5 21-20,20-0,0-5,5-8 515.517137702
17 24 0 17-16,16-20,20-24 8758.33627475
17 24 1 17-16,16-20,20-8,8-24 8759.84186845
17 24 2 17-15,15-24 14225.1243157
17 24 3 17-16,16-20,20-12,12-24 8761.17571327
17 24 4 17-16,16-20,20-5,5-24 8782.47192835
17 24 5 17-16,16-20,20-6,6-24 8790.40397083
22 7 0 22-21,21-20,20-7 317.178217748
22 7 1 22-21,21-20,20-5,5-7 333.928967337
22 7 2 22-12,12-20,20-7 641.25030087
22 7 3 22-12,12-5,5-7 657.871226006
22 7 4 22-12,12-24,24-20,20-7 642.568074208
22 7 5 22-21,21-20,20-0,0-5,5-7 333.928967337
23 6 0 23-20,20-6 213.795470276
23 6 1 23-20,20-5,5-6 216.630716978
23 6 2 23-8,8-20,20-6 357.041853076
23 6 3 23-8,8-24,24-6 630.830905169
23 6 4 23-20,20-0,0-5,5-6 216.630716978
23 6 5 23-8,8-5,5-6 359.598344503
10 9 0 10-14,14-9 14371.2816287
10 9 1 10-15,15-9 14841.7164688
10 9 2 10-14,14-15,15-9 14841.7186474
10 9 3 10-16,16-9 17554.2286136
10 9 4 10-15,15-16,16-9 18295.8933523
10 9 5 10-16,16-17,17-15,15-9 19996.8315251
8 25 0 8-24,24-25 282.366037026
8 25 1 8-24,24-12,12-25 284.25319154
8 25 2 8-20,20-24,24-25 775.234505342
8 25 3 8-5,5-12,12-25 799.669687319
8 25 4 8-20,20-12,12-25 775.803886517
8 25 5 8-5,5-24,24-25 799.091403672
11 4 0 11-24,24-20,20-4 887.242176261
11 4 1 11-12,12-20,20-4 887.372606967
11 4 2 11-24,24-5,5-4 903.854198925
11 4 3 11-12,12-5,5-4 903.993532103
11 4 4 11-24,24-8,8-20,20-4 888.747769966
11 4 5 11-12,12-20,20-5,5-4 904.123356556
9 20 0 9-16,16-20 21800.6678
9 20 1 9-15,15-5,5-20 23879.810405
9 20 2 9-15,15-5,5-0,0-20 23879.810405
9 20 3 9-15,15-24,24-20 24584.3838316
9 20 4 9-15,15-16,16-20 24195.5790032
9 20 5 9-15,15-24,24-8,8-20 24585.8894253
14 19 0 14-16,16-20,20-19 12244.6925795
14 19 1 14-16,16-20,20-5,5-19 12246.0871009
14 19 2 14-15,15-5,5-19 12553.1365517
14 19 3 14-15,15-5,5-0,0-20,20-19 12576.0164108
14 19 4 14-16,16-20,20-1,1-5,5-19 12246.0871009
14 19 5 14-15,15-5,5-6,6-20,20-19 12589.3817021
12 7 0 12-20,20-7 404.846375728
12 7 1 12-24,24-20,20-7 406.164149067
12 7 2 12-5,5-7 421.467300864
12 7 3 12-20,20-5,5-7 421.597125317
12 7 4 12-24,24-8,8-20,20-7 407.669742772
12 7 5 12-20,20-0,0-5,5-7 421.597125317
10 19 0 10-16,16-20,20-19 12500.4501233
10 19 1 10-16,16-20,20-5,5-19 12501.8446447
10 19 2 10-15,15-5,5-19 12903.4664046
10 19 3 10-14,14-16,16-20,20-19 12595.024611
10 19 4 10-16,16-20,20-0,0-5,5-19 12501.8446447
10 19 5 10-14,14-16,16-20,20-1,1-5,5-19 12596.4191325
15 10 0 15-10 1919.61949248
15 10 1 15-14,14-10 1919.62167109
15 10 2 15-16,16-10 7027.04284048
15 10 3 15-17,17-16,16-10 7074.73454877
15 10 4 15-16,16-14,14-10 7121.61732824
15 10 5 15-5,5-20,20-16,16-10 23409.1502094
13 6 0 13-24,24-6 442.398479241
13 6 1 13-24,24-20,20-6 445.135208349
13 6 2 13-12,12-24,24-6 446.331778351
13 6 3 13-12,12-20,20-6 447.75073412
13 6 4 13-24,24-5,5-6 447.831728125
13 6 5 13-24,24-8,8-5,5-6 449.197293481
11 26 0 11-12,12-26 762.783734525
11 26 1 11-24,24-26 763.789885055
11 26 2 11-12,12-24,24-26 765.238089101
11 26 3 11-24,24-13,13-12,12-26 851.340571585
11 26 4 11-12,12-25,25-24,24-26 1049.6687309
11 26 5 11-24,24-20,20-12,12-26 1533.56921852
0 5 0 0-5 12.1371902649
0 5 1 0-20,20-5 12.1371902649
0 5 2 0-20,20-1,1-5 12.1371902649
0 5 3 0-20,20-6,6-5 25.5024816226
0 5 4 0-20,20-4,4-5 43.3903960833
0 5 5 0-20,20-7,7-5 43.3903960833
24 2 0 24-20,20-2 1340.82232753
24 2 1 24-8,8-20,20-2 1342.32792124
24 2 2 24-5,5-2 1364.95753122
24 2 3 24-12,12-20,20-2 1343.66176605
24 2 4 24-20,20-5,5-2 1365.09625815
24 2 5 24-8,8-5,5-2 1366.32309658
1 0 0 1-20,20-0 0.0
1 0 1 1-5,5-0 24.2743805299
1 0 2 1-20,20-5,5-0 24.2743805299
1 0 3 1-5,5-6,6-20,20-0 37.6396718875
1 0 4 1-20,20-4,4-5,5-0 55.5275863482
1 0 5 1-5,5-7,7-20,20-0 55.5275863482
25 3 0 25-24,24-20,20-3 561.348623178
25 3 1 25-12,12-20,20-3 561.918004353
25 3 2 25-24,24-5,5-3 568.2382787
25 3 3 25-12,12-5,5-3 568.816562348
25 3 4 25-24,24-8,8-20,20-3 562.854216883
25 3 5 25-12,12-20,20-5,5-3 568.946386801
4 11 0 4-20,20-24,24-11 887.242176261
4 11 1 4-20,20-12,12-11 887.372606967
4 11 2 4-5,5-24,24-11 903.854198925
4 11 3 4-5,5-12,12-11 903.993532103
4 11 4 4-20,20-8,8-24,24-11 888.747769966
4 11 5 4-5,5-20,20-12,12-11 904.123356556
2 7 0 2-20,20-7 975.513621152
2 7 1 2-5,5-7 992.26392083
2 7 2 2-20,20-5,5-7 992.264370742
2 7 3 2-5,5-0,0-20,20-7 999.787551771
2 7 4 2-20,20-1,1-5,5-7 992.264370742
2 7 5 2-5,5-6,6-20,20-7 1013.15284313
5 10 0 5-20,20-16,16-10 12463.573971
5 10 1 5-0,0-20,20-16,16-10 12463.573971
5 10 2 5-15,15-10 12865.1957309
5 10 3 5-1,1-20,20-16,16-14,14-10 12558.1484587
5 10 4 5-6,6-20,20-16,16-10 12476.9392623
5 10 5 5-4,4-20,20-16,16-14,14-10 12589.4016645
3 22 0 3-20,20-21,21-22 331.090948215
3 22 1 3-5,5-20,20-21,21-22 338.119330663
3 22 2 3-20,20-12,12-22 655.163031337
3 22 3 3-5,5-12,12-22 662.061589331
3 22 4 3-20,20-24,24-12,12-22 656.480804675
3 22 5 3-5,5-0,0-20,20-21,21-22 338.119330663
6 1 0 6-20,20-1 17.402212593
6 1 1 6-5,5-1 20.2374592945
6 1 2 6-5,5-20,20-1 20.2374592945
6 1 3 6-20,20-0,0-5,5-1 41.6765931229
6 1 4 6-5,5-4,4-20,20-1 51.4906651129
6 1 5 6-20,20-7,7-5,5-1 72.9297989412
4 17 0 4-20,20-16,16-17 8393.02756837
4 17 1 4-5,5-20,20-16,16-17 8409.77831796
4 17 2 4-5,5-15,15-17 13917.1128013
4 17 3 4-5,5-0,0-20,20-16,16-17 8409.77831796
4 17 4 4-5,5-1,1-20,20-16,16-17 8409.77831796
4 17 5 4-5,5-6,6-20,20-16,16-17 8423.14360932
7 4 0 7-20,20-4 38.7768367589
7 4 1 7-5,5-4 48.0039554076
7 4 2 7-5,5-20,20-4 55.5275863482
7 4 3 7-20,20-0,0-5,5-4 55.5275863482
7 4 4 7-5,5-1,1-20,20-4 55.5275863482
7 4 5 7-20,20-6,6-5,5-4 68.8928777058
5 20 0 5-20 12.1371902649
5 20 1 5-0,0-20 12.1371902649
5 20 2 5-1,1-20 12.1371902649
5 20 3 5-6,6-20 25.5024816226
5 20 4 5-4,4-20 43.3903960833
5 20 5 5-7,7-20 43.3903960833
16 20 0 16-20 8348.93798355
