s t k edges
7 5 4 7-2,2-3,3-0,0-6,6-5 6963.60994379
7 5 5 7-6,6-9,9-5 4129.8190443
0 1 0 0-6,6-5,5-1 2852.74417651
0 1 1 0-6,6-9,9-1 3284.5779952
0 1 2 0-3,3-4,4-5,5-1 5125.91171099
0 1 3 0-3,3-9,9-1 6143.36113651
0 1 4 0-6,6-7,7-8,8-9,9-1 3904.68477823
0 1 5 0-6,6-9,9-5,5-1 5568.38715454
3 1 0 3-4,4-5,5-1 3672.52188446
3 1 1 3-0,0-6,6-5,5-1 4306.13400303
3 1 2 3-9,9-1 4689.97130998
3 1 3 3-8,8-9,9-1 5229.38123007
3 1 4 3-7,7-6,6-9,9-1 5936.618394
3 1 5 3-2,2-7,7-8,8-9,9-1 6211.11433351
7 8 0 7-8 1145.83718881
7 8 1 7-6,6-9,9-8 2509.9581542
7 8 2 7-6,6-5,5-9,9-8 3691.01840181
7 8 3 7-3,3-8 6912.18853515
7 8 4 7-2,2-3,3-8 7893.82399462
7 8 5 7-3,3-9,9-8 7029.76006051
2 1 0 2-3,3-4,4-5,5-1 4748.71919912
2 1 1 2-7,7-8,8-9,9-1 5134.91701886
2 1 2 2-3,3-0,0-6,6-5,5-1 5382.33131769
2 1 3 2-7,7-6,6-9,9-1 5842.05653881
2 1 4 2-3,3-9,9-1 5766.16862463
2 1 5 2-7,7-6,6-5,5-1 5410.22272012
8 9 0 8-9 328.49072272
8 9 1 8-7,7-6,6-9 3327.30462029
8 9 2 8-7,7-6,6-5,5-9 4508.36486791
8 9 3 8-3,3-9 7847.00888262
8 9 4 8-3,3-4,4-5,5-1,1-9 8573.41239181
8 9 5 8-7,7-3,3-9 7847.1065266
9 4 0 9-5,5-4 3863.48798373
9 4 1 9-1,1-5,5-4 3994.44685214
9 4 2 9-3,3-4 4368.04634231
9 4 3 9-6,6-0,0-3,3-4 4416.04285405
9 4 4 9-8,8-7,7-6,6-5,5-4 4803.64034871
9 4 5 9-8,8-3,3-4 4907.4562624
5 1 0 5-1 1207.38401387
5 1 1 5-9,9-1 2820.27808018
5 1 2 5-6,6-9,9-1 3140.32366213
5 1 3 5-4,4-3,3-9,9-1 7155.10918057
5 1 4 5-6,6-7,7-8,8-9,9-1 3760.43044516
5 1 5 5-4,4-3,3-0,0-6,6-9,9-1 7203.10569232
7 2 0 7-2 2788.66263997
7 2 1 7-3,3-2 3959.42180981
7 2 2 7-6,6-0,0-3,3-2 4088.01754051
7 2 3 7-8,8-3,3-2 6250.99854346
7 2 4 7-6,6-5,5-4,4-3,3-2 4955.51125151
7 2 5 7-8,8-9,9-3,3-2 6368.57006881
1 5 0 1-5 1207.38401387
1 5 1 1-9,9-5 2820.27808018
1 5 2 1-9,9-6,6-5 3140.32366213
1 5 3 1-9,9-3,3-4,4-5 7155.10918057
1 5 4 1-9,9-8,8-7,7-6,6-5 3760.43044516
1 5 5 1-9,9-6,6-0,0-3,3-4,4-5 7203.10569232
3 6 0 3-0,0-6 2348.19707438
3 6 1 3-4,4-5,5-6 3215.69078538
3 6 2 3-7,7-6 3546.84764665
3 6 3 3-9,9-6 5335.88912261
3 6 4 3-2,2-7,7-6 4528.48310611
3 6 5 3-8,8-9,9-6 5875.2990427
8 6 0 8-7,7-6 1809.4603403
8 6 1 8-9,9-6 1846.33500271
8 6 2 8-9,9-5,5-6 3027.39525033
8 6 3 8-3,3-0,0-6 6377.16111437
8 6 4 8-3,3-4,4-5,5-6 7244.65482537
8 6 5 8-7,7-3,3-0,0-6 6377.25875835
4 1 0 4-5,5-1 3122.52038478
4 1 1 4-5,5-9,9-1 4735.41445109
4 1 2 4-3,3-0,0-6,6-5,5-1 4856.13550272
4 1 3 4-3,3-9,9-1 5239.97280967
4 1 4 4-3,3-8,8-9,9-1 5779.38272976
4 1 5 4-5,5-6,6-9,9-1 5055.46003304
9 7 0 9-8,8-7 1474.32791153
9 7 1 9-6,6-7 2181.46743148
9 7 2 9-5,5-6,6-7 3362.52767909
9 7 3 9-3,3-7 6701.26933779
9 7 4 9-1,1-5,5-4,4-3,3-7 7427.67284699
9 7 5 9-3,3-2,2-7 7682.90479725
6 4 0 6-5,5-4 2665.68928569
6 4 1 6-0,0-3,3-4 2898.19857406
6 4 2 6-7,7-3,3-4 4096.84914633
6 4 3 6-9,9-5,5-4 5381.33226372
6 4 4 6-7,7-2,2-3,3-4 5078.4846058
6 4 5 6-9,9-1,1-5,5-4 5512.29113213
5 4 0 5-4 1915.13637091
5 4 1 5-6,6-0,0-3,3-4 3648.75148885
5 4 2 5-6,6-7,7-3,3-4 4847.40206112
5 4 3 5-9,9-3,3-4 6316.39795513
5 4 4 5-1,1-9,9-8,8-3,3-4 6986.76674363
5 4 5 5-6,6-7,7-2,2-3,3-4 5829.03752058
7 1 0 7-8,8-9,9-1 2346.25437889
7 1 1 7-6,6-5,5-1 2621.56008014
7 1 2 7-6,6-9,9-1 3053.39389884
7 1 3 7-3,3-4,4-5,5-1 6555.74637963
7 1 4 7-3,3-9,9-1 7573.19580515
7 1 5 7-8,8-9,9-5,5-1 4630.06353823
0 5 0 0-6,6-5 1645.36016264
0 5 1 0-3,3-4,4-5 3918.52769711
0 5 2 0-6,6-9,9-5 4361.00314066
0 5 3 0-3,3-9,9-1,1-5 7350.74515038
0 5 4 0-6,6-7,7-8,8-9,9-5 4981.10992369
0 5 5 0-3,3-7,7-6,6-5 5750.79038796
1 0 0 1-5,5-6,6-0 2852.74417651
1 0 1 1-9,9-6,6-0 3284.5779952
1 0 2 1-5,5-4,4-3,3-0 5125.91171099
1 0 3 1-9,9-3,3-0 6143.36113651
1 0 4 1-9,9-8,8-7,7-6,6-0 3904.68477823
1 0 5 1-5,5-9,9-6,6-0 5568.38715454
0 8 0 0-6,6-7,7-8 2704.26758815
0 8 1 0-6,6-9,9-8 2741.14225056
0 8 2 0-3,3-8 5482.35386652
0 8 3 0-3,3-7,7-8 5482.4515105
0 8 4 0-6,6-5,5-9,9-8 3922.20249818
0 8 5 0-3,3-9,9-8 5599.92539187
3 5 0 3-4,4-5 2465.13787059
3 5 1 3-0,0-6,6-5 3098.74998916
3 5 2 3-7,7-6,6-5 4297.40056143
3 5 3 3-9,9-5 5766.39645545
3 5 4 3-8,8-9,9-1,1-5 6436.76524394
3 5 5 3-2,2-7,7-6,6-5 5279.0360209
2 7 0 2-7 2788.66263997
2 7 1 2-3,3-7 3959.42180981
2 7 2 2-3,3-0,0-6,6-7 4088.01754051
2 7 3 2-3,3-8,8-7 6250.99854346
2 7 4 2-3,3-4,4-5,5-6,6-7 4955.51125151
2 7 5 2-3,3-9,9-8,8-7 6368.57006881
8 3 0 8-3 4028.96403999
8 3 1 8-7,7-3 4029.06168397
8 3 2 8-9,9-3 4146.53556534
8 3 3 8-7,7-6,6-0,0-3 4157.65741467
8 3 4 8-9,9-5,5-4,4-3 4741.98020613
8 3 5 8-7,7-2,2-3 5010.69714344
4 6 0 4-5,5-6 2665.68928569
4 6 1 4-3,3-0,0-6 2898.19857406
4 6 2 4-3,3-7,7-6 4096.84914633
4 6 3 4-5,5-9,9-6 5381.33226372
4 6 4 4-3,3-2,2-7,7-6 5078.4846058
4 6 5 4-5,5-1,1-9,9-6 5512.29113213
9 2 0 9-8,8-7,7-2 4262.9905515
9 2 1 9-3,3-2 4894.24215728
9 2 2 9-6,6-0,0-3,3-2 4942.23866902
9 2 3 9-5,5-6,6-7,7-2 6151.19031906
9 2 4 9-1,1-5,5-4,4-3,3-2 5620.64566647
9 2 5 9-6,6-7,7-2 4970.13007145
6 1 0 6-5,5-1 1957.93692866
6 1 1 6-9,9-1 2389.77074735
6 1 2 6-7,7-8,8-9,9-1 3009.87753038
6 1 3 6-0,0-3,3-4,4-5,5-1 6020.71895884
6 1 4 6-5,5-9,9-1 3570.83099497
6 1 5 6-9,9-5,5-1 4673.57990669
5 7 0 5-6,6-7 1414.17606627
5 7 1 5-9,9-8,8-7 3422.67952435
5 7 2 5-1,1-9,9-8,8-7 3553.63839276
5 7 3 5-4,4-3,3-7 5348.36236575
5 7 4 5-6,6-0,0-3,3-2,2-7 6963.60994379
5 7 5 5-9,9-6,6-7 4129.8190443
7 4 0 7-6,6-5,5-4 3329.31243718
7 4 1 7-3,3-4 3433.22599485
7 4 2 7-6,6-0,0-3,3-4 3561.82172555
7 4 3 7-8,8-9,9-5,5-4 5337.81589526
7 4 4 7-2,2-3,3-4 4414.86145431
7 4 5 7-8,8-9,9-1,1-5,5-4 5468.77476367
0 2 0 0-3,3-2 2529.58714118
0 2 1 0-6,6-7,7-2 4347.09303931
0 2 2 0-6,6-5,5-4,4-3,3-2 5186.69534788
0 2 3 0-3,3-7,7-2 7125.27696166
0 2 4 0-6,6-9,9-8,8-7,7-2 6675.64207935
0 2 5 0-6,6-9,9-3,3-2 7306.89368512
1 3 0 1-5,5-4,4-3 3672.52188446
1 3 1 1-5,5-6,6-0,0-3 4306.13400303
1 3 2 1-9,9-3 4689.97130998
1 3 3 1-9,9-8,8-3 5229.38123007
1 3 4 1-9,9-6,6-7,7-3 5936.618394
1 3 5 1-9,9-8,8-7,7-2,2-3 6211.11433351
4 8 0 4-5,5-9,9-8 4191.97870645
4 8 1 4-5,5-1,1-9,9-8 4322.93757486
4 8 2 4-3,3-8 4578.96553968
4 8 3 4-3,3-7,7-8 4579.06318366
4 8 4 4-5,5-6,6-7,7-8 4475.14962599
4 8 5 4-3,3-9,9-8 4696.53706503
3 0 0 3-0 1453.38982652
3 0 1 3-4,4-5,5-6,6-0 4110.49803323
3 0 2 3-7,7-6,6-0 4441.6548945
3 0 3 3-9,9-6,6-0 6230.69637047
3 0 4 3-2,2-7,7-6,6-0 5423.29035396
3 0 5 3-8,8-9,9-6,6-0 6770.10629055
2 8 0 2-7,7-8 3934.49982878
2 8 1 2-3,3-8 5105.16135464
2 8 2 2-3,3-7,7-8 5105.25899863
2 8 3 2-7,7-6,6-9,9-8 5298.62079417
2 8 4 2-3,3-9,9-8 5222.73288
2 8 5 2-3,3-4,4-5,5-9,9-8 5818.17752078
9 8 0 9-8 328.49072272
9 8 1 9-6,6-7,7-8 3327.30462029
9 8 2 9-5,5-6,6-7,7-8 4508.36486791
9 8 3 9-3,3-8 7847.00888262
9 8 4 9-1,1-5,5-4,4-3,3-8 8573.41239181
9 8 5 9-3,3-7,7-8 7847.1065266
8 0 0 8-7,7-6,6-0 2704.26758815
8 0 1 8-9,9-6,6-0 2741.14225056
8 0 2 8-3,3-0 5482.35386652
8 0 3 8-7,7-3,3-0 5482.4515105
8 0 4 8-9,9-5,5-6,6-0 3922.20249818
8 0 5 8-9,9-3,3-0 5599.92539187
6 2 0 6-0,0-3,3-2 3424.39438903
6 2 1 6-7,7-2 3452.28579146
6 2 2 6-5,5-4,4-3,3-2 4291.88810003
6 2 3 6-9,9-8,8-7,7-2 5780.83483149
6 2 4 6-7,7-3,3-2 4623.0449613
6 2 5 6-9,9-3,3-2 6412.08643727
5 0 0 5-6,6-0 1645.36016264
5 0 1 5-4,4-3,3-0 3918.52769711
5 0 2 5-9,9-6,6-0 4361.00314066
5 0 3 5-1,1-9,9-3,3-0 7350.74515038
5 0 4 5-9,9-8,8-7,7-6,6-0 4981.10992369
5 0 5 5-6,6-7,7-3,3-0 5750.79038796
1 4 0 1-5,5-4 3122.52038478
1 4 1 1-9,9-5,5-4 4735.41445109
1 4 2 1-5,5-6,6-0,0-3,3-4 4856.13550272
1 4 3 1-9,9-3,3-4 5239.97280967
1 4 4 1-9,9-8,8-3,3-4 5779.38272976
1 4 5 1-9,9-6,6-5,5-4 5055.46003304
3 9 0 3-9 3818.04484262
3 9 1 3-0,0-6,6-9 3866.04135437
3 9 2 3-8,8-9 4357.45476271
3 9 3 3-4,4-5,5-9 4413.48948341
3 9 4 3-7,7-8,8-9 4357.55240669
3 9 5 3-2,2-7,7-6,6-9 6046.3273861
2 3 0 2-3 1076.19731465
2 3 1 2-7,7-3 5671.88713513
2 3 2 2-7,7-6,6-0,0-3 5800.48286583
2 3 3 2-7,7-8,8-3 7963.46386878
2 3 4 2-7,7-6,6-5,5-4,4-3 6667.97657683
2 3 5 2-7,7-8,8-9,9-3 8081.03539413
1 9 0 1-9 871.926467359
1 9 1 1-5,5-9 3155.73562669
1 9 2 1-5,5-6,6-9 3475.78120865
1 9 3 1-5,5-4,4-3,3-9 7490.56672709
1 9 4 1-5,5-6,6-7,7-8,8-9 4095.88799168
1 9 5 1-5,5-4,4-3,3-0,0-6,6-9 7538.56323883
8 7 0 8-7 1145.83718881
8 7 1 8-9,9-6,6-7 2509.9581542
8 7 2 8-9,9-5,5-6,6-7 3691.01840181
8 7 3 8-3,3-7 6912.18853515
8 7 4 8-3,3-2,2-7 7893.82399462
8 7 5 8-9,9-3,3-7 7029.76006051
4 2 0 4-3,3-2 1626.19881434
4 2 1 4-5,5-6,6-0,0-3,3-2 6090.08367472
4 2 2 4-5,5-6,6-7,7-2 6117.97507715
4 2 3 4-3,3-7,7-2 6221.88863482
4 2 4 4-5,5-9,9-8,8-7,7-2 8126.47853523
4 2 5 4-3,3-8,8-7,7-2 8513.46536846
9 6 0 9-6 1517.84427999
9 6 1 9-8,8-7,7-6 2137.95106302
9 6 2 9-5,5-6 2698.90452761
9 6 3 9-3,3-0,0-6 6166.241917
9 6 4 9-1,1-5,5-6 2829.86339602
9 6 5 9-3,3-7,7-6 7364.89248927
6 5 0 6-5 750.552914786
6 5 1 6-9,9-5 3466.19589281
6 5 2 6-9,9-1,1-5 3597.15476122
6 5 3 6-0,0-3,3-4,4-5 4813.33494497
6 5 4 6-7,7-8,8-9,9-5 4086.30267584
6 5 5 6-7,7-3,3-4,4-5 6011.98551724
5 3 0 5-4,4-3 2465.13787059
5 3 1 5-6,6-0,0-3 3098.74998916
5 3 2 5-6,6-7,7-3 4297.40056143
5 3 3 5-9,9-3 5766.39645545
5 3 4 5-1,1-9,9-8,8-3 6436.76524394
5 3 5 5-6,6-7,7-2,2-3 5279.0360209
7 0 0 7-6,6-0 1558.43039934
7 0 1 7-8,8-9,9-6,6-0 3886.97943937
7 0 2 7-3,3-0 4336.61432169
7 0 3 7-2,2-3,3-0 5318.24978115
7 0 4 7-6,6-5,5-4,4-3,3-0 5332.70376339
7 0 5 7-8,8-3,3-0 6628.19105533
6 8 0 6-7,7-8 1809.4603403
6 8 1 6-9,9-8 1846.33500271
6 8 2 6-5,5-9,9-8 3027.39525033
6 8 3 6-0,0-3,3-8 6377.16111437
6 8 4 6-5,5-4,4-3,3-8 7244.65482537
6 8 5 6-0,0-3,3-7,7-8 6377.25875835
0 6 0 0-6 894.807247852
0 6 1 0-3,3-4,4-5,5-6 4669.0806119
0 6 2 0-3,3-7,7-6 5000.23747317
0 6 3 0-3,3-9,9-6 6789.27894914
0 6 4 0-3,3-2,2-7,7-6 5981.87293263
0 6 5 0-3,3-8,8-9,9-6 7328.68886923
1 7 0 1-9,9-8,8-7 2346.25437889
1 7 1 1-5,5-6,6-7 2621.56008014
1 7 2 1-9,9-6,6-7 3053.39389884
1 7 3 1-5,5-4,4-3,3-7 6555.74637963
1 7 4 1-9,9-3,3-7 7573.19580515
1 7 5 1-5,5-9,9-8,8-7 4630.06353823
0 9 0 0-6,6-9 2412.65152784
0 9 1 0-6,6-7,7-8,8-9 3032.75831087
0 9 2 0-3,3-9 5271.43466915
0 9 3 0-3,3-4,4-5,5-9 5866.87930994
0 9 4 0-6,6-5,5-1,1-9 3724.67064387
0 9 5 0-3,3-8,8-9 5810.84458924
3 4 0 3-4 550.001499685
3 4 1 3-0,0-6,6-5,5-4 5013.88636007
3 4 2 3-7,7-6,6-5,5-4 6212.53693234
3 4 3 3-9,9-5,5-4 7681.53282635
3 4 4 3-8,8-9,9-1,1-5,5-4 8351.90161485
3 4 5 3-2,2-7,7-6,6-5,5-4 7194.1723918
2 4 0 2-3,3-4 1626.19881434
2 4 1 2-3,3-0,0-6,6-5,5-4 6090.08367472
2 4 2 2-7,7-6,6-5,5-4 6117.97507715
2 4 3 2-7,7-3,3-4 6221.88863482
2 4 4 2-7,7-8,8-9,9-5,5-4 8126.47853523
2 4 5 2-7,7-8,8-3,3-4 8513.46536846
8 4 0 8-9,9-5,5-4 4191.97870645
8 4 1 8-9,9-1,1-5,5-4 4322.93757486
8 4 2 8-3,3-4 4578.96553968
8 4 3 8-7,7-3,3-4 4579.06318366
8 4 4 8-7,7-6,6-5,5-4 4475.14962599
8 4 5 8-9,9-3,3-4 4696.53706503
5 9 0 5-9 1948.35161282
5 9 1 5-1,1-9 2079.31048123
5 9 2 5-6,6-9 2268.39719478
5 9 3 5-4,4-3,3-9 6283.18271321
5 9 4 5-6,6-7,7-8,8-9 2888.5039778
5 9 5 5-4,4-3,3-0,0-6,6-9 6331.17922496
4 7 0 4-5,5-6,6-7 3329.31243718
4 7 1 4-3,3-7 3433.22599485
4 7 2 4-3,3-0,0-6,6-7 3561.82172555
4 7 3 4-5,5-9,9-8,8-7 5337.81589526
4 7 4 4-3,3-2,2-7 4414.86145431
4 7 5 4-5,5-1,1-9,9-8,8-7 5468.77476367
9 1 0 9-1 871.926467359
9 1 1 9-5,5-1 3155.73562669
9 1 2 9-6,6-5,5-1 3475.78120865
9 1 3 9-3,3-4,4-5,5-1 7490.56672709
9 1 4 9-8,8-7,7-6,6-5,5-1 4095.88799168
9 1 5 9-6,6-0,0-3,3-4,4-5,5-1 7538.56323883
5 6 0 5-6 750.552914786
5 6 1 5-9,9-6 3466.19589281
5 6 2 5-1,1-9,9-6 3597.15476122
5 6 3 5-4,4-3,3-0,0-6 4813.33494497
5 6 4 5-9,9-8,8-7,7-6 4086.30267584
5 6 5 5-4,4-3,3-7,7-6 6011.98551724
0 3 0 0-3 1453.38982652
0 3 1 0-6,6-5,5-4,4-3 4110.49803323
0 3 2 0-6,6-7,7-3 4441.6548945
0 3 3 0-6,6-9,9-3 6230.69637047
0 3 4 0-6,6-7,7-2,2-3 5423.29035396
0 3 5 0-6,6-9,9-8,8-3 6770.10629055
1 2 0 1-5,5-4,4-3,3-2 4748.71919912
1 2 1 1-9,9-8,8-7,7-2 5134.91701886
1 2 2 1-5,5-6,6-0,0-3,3-2 5382.33131769
1 2 3 1-9,9-6,6-7,7-2 5842.05653881
1 2 4 1-9,9-3,3-2 5766.16862463
1 2 5 1-5,5-6,6-7,7-2 5410.22272012
4 9 0 4-5,5-9 3863.48798373
4 9 1 4-5,5-1,1-9 3994.44685214
4 9 2 4-3,3-9 4368.04634231
4 9 3 4-3,3-0,0-6,6-9 4416.04285405
4 9 4 4-5,5-6,6-7,7-8,8-9 4803.64034871
4 9 5 4-3,3-8,8-9 4907.4562624
2 9 0 2-7,7-8,8-9 4262.9905515
2 9 1 2-3,3-9 4894.24215728
2 9 2 2-3,3-0,0-6,6-9 4942.23866902
2 9 3 2-7,7-6,6-5,5-9 6151.19031906
2 9 4 2-3,3-4,4-5,5-1,1-9 5620.64566647
2 9 5 2-7,7-6,6-9 4970.13007145
8 1 0 8-9,9-1 1200.41719008
8 1 1 8-9,9-5,5-1 3484.22634941
8 1 2 8-7,7-6,6-5,5-1 3767.39726896
8 1 3 8-3,3-4,4-5,5-1 7701.48592446
8 1 4 8-7,7-6,6-9,9-1 4199.23108765
8 1 5 8-3,3-0,0-6,6-5,5-1 8335.09804303
6 3 0 6-0,0-3 2348.19707438
6 3 1 6-5,5-4,4-3 3215.69078538
6 3 2 6-7,7-3 3546.84764665
6 3 3 6-9,9-3 5335.88912261
6 3 4 6-7,7-2,2-3 4528.48310611
6 3 5 6-9,9-8,8-3 5875.2990427
7 9 0 7-8,8-9 1474.32791153
7 9 1 7-6,6-9 2181.46743148
7 9 2 7-6,6-5,5-9 3362.52767909
7 9 3 7-3,3-9 6701.26933779
7 9 4 7-3,3-4,4-5,5-1,1-9 7427.67284699
7 9 5 7-2,2-3,3-9 7682.90479725
3 8 0 3-8 4028.96403999
3 8 1 3-7,7-8 4029.06168397
3 8 2 3-9,9-8 4146.53556534
3 8 3 3-0,0-6,6-7,7-8 4157.65741467
3 8 4 3-4,4-5,5-9,9-8 4741.98020613
3 8 5 3-2,2-7,7-8 5010.69714344
2 0 0 2-3,3-0 2529.58714118
2 0 1 2-7,7-6,6-0 4347.09303931
2 0 2 2-3,3-4,4-5,5-6,6-0 5186.69534788
2 0 3 2-7,7-3,3-0 7125.27696166
2 0 4 2-7,7-8,8-9,9-6,6-0 6675.64207935
2 0 5 2-3,3-9,9-6,6-0 7306.89368512
1 8 0 1-9,9-8 1200.41719008
1 8 1 1-5,5-9,9-8 3484.22634941
1 8 2 1-5,5-6,6-7,7-8 3767.39726896
1 8 3 1-5,5-4,4-3,3-8 7701.48592446
1 8 4 1-9,9-6,6-7,7-8 4199.23108765
1 8 5 1-5,5-6,6-0,0-3,3-8 8335.09804303
4 3 0 4-3 550.001499685
4 3 1 4-5,5-6,6-0,0-3 5013.88636007
4 3 2 4-5,5-6,6-7,7-3 6212.53693234
4 3 3 4-5,5-9,9-3 7681.53282635
4 3 4 4-5,5-1,1-9,9-8,8-3 8351.90161485
4 3 5 4-5,5-6,6-7,7-2,2-3 7194.1723918
9 5 0 9-5 1948.35161282
9 5 1 9-1,1-5 2079.31048123
9 5 2 9-6,6-5 2268.39719478
9 5 3 9-3,3-4,4-5 6283.18271321
9 5 4 9-8,8-7,7-6,6-5 2888.5039778
9 5 5 9-6,6-0,0-3,3-4,4-5 6331.17922496
5 2 0 5-4,4-3,3-2 3541.33518524
5 2 1 5-6,6-0,0-3,3-2 4174.94730381
5 2 2 5-6,6-7,7-2 4202.83870624
5 2 3 5-9,9-8,8-7,7-2 6211.34216432
5 2 4 5-1,1-9,9-3,3-2 6973.55263851
5 2 5 5-9,9-6,6-7,7-2 6918.48168427
