s t k edges
22 19 1 22-21,21-20,20-23,23-24,24-25,25-14,14-26,26-19 3838.22415739
22 19 2 22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-2,2-19 5965.29285797
22 19 3 22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19 9248.8907534
22 19 4 22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19 9888.70713418
20 7 0 20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-7 4123.18345889
20 7 1 20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7 4299.44918538
20 7 2 20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7 6582.82453193
20 7 3 20-23,23-24,24-25,25-14,14-26,26-19,19-2,2-6,6-7 4221.50671232
20 7 4 20-21,21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-0,0-3,3-6,6-7 6146.59851284
20 7 5 20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7 7222.64091271
18 19 0 18-27,27-19 1130.2264951
18 19 1 18-22,22-21,21-20,20-23,23-24,24-25,25-14,14-26,26-19 4341.38062621
18 19 2 18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-2,2-19 6468.44932679
18 19 3 18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19 9752.04722222
18 19 4 18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19 10391.863603
23 26 0 23-24,24-25,25-14,14-26 1675.65162098
23 26 1 23-20,20-21,21-22,22-18,18-27,27-19,19-26 3795.95550032
23 26 2 23-24,24-25,25-1,1-0,0-3,3-6,6-2,2-19,19-26 4542.96519568
23 26 3 23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26 7826.56309111
23 26 4 23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1,1-25,25-14,14-26 7128.25190767
23 26 5 23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26 8466.37947189
21 6 0 21-22,22-18,18-27,27-19,19-2,2-6 3654.38950933
21 6 1 21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6 3944.28631255
21 6 2 21-20,20-23,23-24,24-25,25-14,14-26,26-19,19-2,2-6 4042.60956598
21 6 3 21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6 8785.13673222
21 6 4 21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6 7867.70058876
21 6 5 21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-0,0-3,3-6 5501.53883679
8 5 0 8-5 458.944585742
8 5 1 8-9,9-16,16-15,15-12,12-13,13-1,1-0,0-3,3-6,6-7,7-4,4-5 5015.26160154
8 5 2 8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-7,7-4,4-5 5655.07798232
8 5 3 8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5 6897.19459116
8 5 4 8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5 10423.3291316
8 5 5 8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5 7537.01097193
9 0 0 9-16,16-15,15-12,12-13,13-1,1-0 2376.12580529
9 0 1 9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-0 3015.94218606
9 0 2 9-8,8-5,5-4,4-7,7-6,6-3,3-0 3098.08038199
9 0 3 9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-0 5680.84300522
9 0 4 9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0 9273.97199356
9 0 5 9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-3,3-0 5747.83745315
10 7 0 10-17,17-16,16-9,9-8,8-5,5-4,4-7 2645.10628971
10 7 1 10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-7 3468.91627835
10 7 2 10-17,17-16,16-15,15-12,12-13,13-1,1-0,0-3,3-6,6-7 3486.83481955
10 7 3 10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7 5350.84926797
10 7 4 10-11,11-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7 3609.32080766
10 7 5 10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7 8876.98380838
11 22 0 11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22 5145.29577967
11 22 1 11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22 5404.66439226
11 22 2 11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22 6117.42570584
11 22 3 11-12,12-13,13-1,1-0,0-3,3-6,6-2,2-19,19-27,27-18,18-22 5488.75474406
11 22 4 11-10,10-17,17-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22 6051.10706148
11 22 5 11-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22 6453.11609576
0 17 0 0-1,1-13,13-12,12-15,15-16,16-17 2200.31800423
0 17 1 0-1,1-13,13-12,12-11,11-10,10-17 2441.69761303
0 17 2 0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 3672.32495503
0 17 3 0-3,3-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10,10-17 5813.40926089
0 17 4 0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 9781.22211867
0 17 5 0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-11,11-10,10-17 4895.83762297
24 14 0 24-25,25-14 915.757907648
24 14 1 24-25,25-1,1-0,0-3,3-6,6-2,2-19,19-26,26-14 4350.5097157
24 14 2 24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-26,26-14 4555.84921366
24 14 3 24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14 7634.10761113
24 14 4 24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1,1-25,25-14 7320.70738765
24 14 5 24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14 8273.92399191
14 1 0 14-25,25-1 1210.6996048
14 1 1 14-26,26-19,19-2,2-6,6-3,3-0,0-1 2861.84167667
14 1 2 14-26,26-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1 6044.51725269
14 1 3 14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1 6145.4395721
14 1 4 14-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1 7025.76569049
14 1 5 14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1 6785.25595288
12 17 0 12-15,15-16,16-17 690.284915566
12 17 1 12-11,11-10,10-17 931.66452436
12 17 2 12-13,13-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 5182.3580437
12 17 3 12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 7064.29103332
12 17 4 12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 10590.4255737
25 15 0 25-1,1-13,13-12,12-15 2236.41127469
25 15 1 25-14,14-26,26-19,19-2,2-6,6-3,3-0,0-1,1-13,13-12,12-15 4525.34281997
25 15 2 25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15 5021.40464877
25 15 3 25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-15 3488.38444515
25 15 4 25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15 8645.86244262
25 15 5 25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15 5119.7279022
15 4 0 15-16,16-9,9-8,8-5,5-4 2244.8137059
15 4 1 15-12,12-13,13-1,1-0,0-3,3-6,6-7,7-4 3229.39248138
15 4 2 15-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4 3254.60635615
15 4 3 15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4 5111.32547099
15 4 4 15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4 8637.46001141
15 4 5 15-16,16-17,17-10,10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-7,7-4 4481.36565183
13 20 0 13-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22,22-21,21-20 5302.9391072
13 20 1 13-1,1-0,0-3,3-6,6-2,2-19,19-26,26-14,14-25,25-24,24-23,23-20 5568.45559854
13 20 2 13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20 7426.48393757
13 20 3 13-1,1-25,25-24,24-23,23-20 3279.52405326
13 20 4 13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20 8242.56604483
13 20 5 13-1,1-0,0-3,3-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20 5646.39807159
2 27 0 2-19,19-27 1363.6582301
2 27 1 2-6,6-3,3-0,0-1,1-25,25-14,14-26,26-19,19-27 3820.81417033
2 27 2 2-19,19-26,26-14,14-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27 5723.33423244
2 27 3 2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27 9518.61548722
2 27 4 2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-27 7744.22844654
2 27 5 2-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27 6235.01759178
26 12 0 26-14,14-25,25-1,1-13,13-12 2654.03699334
26 12 1 26-19,19-2,2-6,6-3,3-0,0-1,1-13,13-12 3737.74083185
26 12 2 26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12 4702.10218355
26 12 3 26-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12 6920.41640788
26 12 4 26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12 5341.91856433
26 12 5 26-14,14-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12 5809.00663689
3 2 0 3-6,6-2 667.714712516
3 2 1 3-0,0-1,1-25,25-14,14-26,26-19,19-2 3404.82656895
3 2 2 3-0,0-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2 5416.49808754
3 2 3 3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2 6930.96110937
3 2 4 3-0,0-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2 6056.31446832
3 2 5 3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2 7413.84727664
27 1 0 27-19,19-26,26-14,14-25,25-1 2420.50671802
27 1 1 27-19,19-2,2-6,6-3,3-0,0-1 2763.96568241
27 1 2 27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1 4834.71013947
27 1 3 27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1 6047.56357784
27 1 4 27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1 6687.37995862
27 1 5 27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-14,14-26,26-19,19-2,2-6,6-3,3-0,0-1 7123.64168475
4 5 0 4-5 533.529890661
4 5 1 4-7,7-6,6-3,3-0,0-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5 4940.67629662
4 5 2 4-7,7-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5 5580.4926774
4 5 3 4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5 6822.60928624
4 5 4 4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5 10348.7438267
4 5 5 4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5 7462.42566701
5 24 0 5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-24 3906.98400447
5 24 1 5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24 4544.55826088
5 24 2 5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24 6337.71545643
5 24 3 5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24 5184.37464166
5 24 4 5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-24 4005.3072579
5 24 5 5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24 8184.86478389
16 0 0 16-15,15-12,12-13,13-1,1-0 2001.09961824
16 0 1 16-17,17-10,10-11,11-12,12-13,13-1,1-0 2640.91599902
16 0 2 16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0 3473.10656904
16 0 3 16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-3,3-0 5372.8112661
16 0 4 16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-0 9582.00373268
16 0 5 16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-3,3-0 6012.62764688
6 23 0 6-3,3-0,0-1,1-25,25-24,24-23 3060.14678161
6 23 1 6-2,2-19,19-26,26-14,14-25,25-24,24-23 3158.47003504
6 23 2 6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23 4538.52904027
6 23 3 6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23 6343.74467704
6 23 4 6-3,3-0,0-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22,22-21,21-20,20-23 6385.67836773
6 23 5 6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24,24-23 6983.56105782
19 13 0 19-26,26-14,14-25,25-1,1-13 2528.16431002
19 13 1 19-2,2-6,6-3,3-0,0-1,1-13 2871.62327441
19 13 2 19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13 4827.97486687
19 13 3 19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13 6054.29885044
19 13 4 19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13 5467.79124765
19 13 5 19-26,26-14,14-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13 6675.12419433
17 13 0 17-16,16-15,15-12,12-13 1186.28003595
17 13 1 17-10,10-11,11-12,12-13 1427.65964474
17 13 2 17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-13 4686.36292332
17 13 3 17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13 6568.29591294
17 13 4 17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13 10094.4304534
17 13 5 17-10,10-11,11-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-13 5909.87559126
7 22 0 7-6,6-2,2-19,19-27,27-18,18-22 3158.05735211
7 22 1 7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22 5264.57529216
7 22 2 7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22 7464.84775261
7 22 3 7-6,6-2,2-19,19-26,26-14,14-25,25-24,24-23,23-20,20-21,21-22 5362.89854559
7 22 4 7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22 8364.03274598
7 22 5 7-6,6-3,3-0,0-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22 5005.20667957
20 14 0 20-23,23-24,24-25,25-14 2042.99077039
20 14 1 20-21,21-22,22-18,18-27,27-19,19-26,26-14 3428.61635092
20 14 2 20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-2,2-19,19-26,26-14 5477.74257844
20 14 3 20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14 9477.07242034
20 14 4 20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1,1-25,25-14 6193.47452491
20 14 5 20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14 9401.15685465
18 10 0 18-27,27-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10 4956.40137486
18 10 1 18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10 5300.007173
18 10 2 18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10 6222.08292509
18 10 3 18-27,27-19,19-2,2-6,6-3,3-0,0-1,1-13,13-12,12-15,15-16,16-17,17-10 5317.77888045
18 10 4 18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-17,17-10 6240.00146629
18 10 5 18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-11,11-10 6264.22169095
23 19 0 23-24,24-25,25-14,14-26,26-19 2045.77405804
23 19 1 23-20,20-21,21-22,22-18,18-27,27-19 3425.83306326
23 19 2 23-24,24-25,25-1,1-0,0-3,3-6,6-2,2-19 4172.84275862
23 19 3 23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19 7456.44065405
23 19 4 23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19 8096.25703483
21 15 0 21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15 4193.58857322
21 15 1 21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-15 5445.56174368
21 15 2 21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15 6688.68514409
21 15 3 21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15 5750.84109747
21 15 4 21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1,1-13,13-12,12-15 6094.30006186
21 15 5 21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15 6978.5819473
8 12 0 8-9,9-16,16-15,15-12 1437.32736423
8 12 1 8-9,9-16,16-17,17-10,10-11,11-12 2077.14374501
8 12 2 8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-13,13-12 4036.87882305
8 12 3 8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12 5918.81181266
8 12 4 8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12 9444.94635308
22 12 0 22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-13,13-12 4657.54239432
22 12 1 22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12 4916.9110069
22 12 2 22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12 5965.36271041
22 12 3 22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1,1-13,13-12 5001.00135871
22 12 4 22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12 8711.69703123
22 12 5 22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12 6605.17909119
23 9 0 23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9 3990.55362417
23 9 1 23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9 4630.37000495
23 9 2 23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9 6891.72009314
23 9 3 23-24,24-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9 5413.33783449
23 9 4 23-20,20-21,21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9 7316.08521029
23 9 5 23-24,24-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9 5511.66108792
10 14 0 10-11,11-12,12-13,13-1,1-25,25-14 3172.33332603
10 14 1 10-17,17-16,16-15,15-12,12-13,13-1,1-25,25-14 3190.25186723
10 14 2 10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14 4823.62223165
10 14 3 10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-2,2-19,19-26,26-14 4823.4753979
10 14 4 10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-26,26-14 8006.15097392
10 14 5 10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-14 5363.08845163
