s t k edges
35 21 1 35-27,27-18,18-20,20-21 2491.98797439
35 21 2 35-34,34-32,32-33,33-27,27-2,2-21 3472.00279534
35 21 3 35-26,26-27,27-18,18-20,20-21 30322.7873351
35 21 4 35-27,27-2,2-1,1-8,8-21 3258.1326427
35 21 5 35-27,27-2,2-28,28-8,8-21 3728.70637365
0 17 0 0-2,2-27,27-17 1711.81361618
0 17 1 0-2,2-27,27-22,22-17 1711.81361618
0 17 2 0-1,1-22,22-17 2616.89345862
0 17 3 0-1,1-28,28-17 4515.26366871
0 17 4 0-2,2-19,19-20,20-18,18-27,27-17 3921.19828831
0 17 5 0-2,2-27,27-13,13-16,16-17 3527.68863958
24 14 0 24-13,13-16,16-14 16230.6204984
24 14 1 24-23,23-16,16-14 16451.0606215
24 14 2 24-13,13-10,10-14 16660.4978331
24 14 3 24-23,23-13,13-11,11-10,10-14 16910.8563995
24 14 4 24-13,13-11,11-16,16-14 16881.4902976
24 14 5 24-23,23-13,13-10,10-14 16887.0494667
14 1 0 14-16,16-17,17-22,22-1 17886.5119683
14 1 1 14-16,16-13,13-27,27-2,2-1 17919.9920983
14 1 2 14-10,10-17,17-22,22-1 18178.736913
14 1 3 14-10,10-27,27-2,2-1 18263.628227
14 1 4 14-16,16-13,13-22,22-1 17890.9579479
14 1 5 14-16,16-17,17-27,27-2,2-0,0-1 18171.7464096
12 17 0 12-10,10-17 1447.26545767
12 17 1 12-11,11-17 1451.67723304
12 17 2 12-11,11-10,10-17 1451.68000064
12 17 3 12-10,10-13,13-22,22-17 1589.36382733
12 17 4 12-11,11-16,16-17 1590.8056505
12 17 5 12-10,10-11,11-17 1475.70800932
1 28 0 1-28 952.885492688
1 28 1 1-8,8-28 1413.18809653
1 28 2 1-8,8-9,9-28 1443.34136481
1 28 3 1-2,2-28 2100.45674239
1 28 4 1-29,29-15,15-28 2237.42836105
1 28 5 1-0,0-2,2-28 2255.13630993
25 15 0 25-18,18-20,20-21,21-7,7-15 3670.04195681
25 15 1 25-18,18-27,27-2,2-1,1-29,29-15 3695.75254286
25 15 2 25-28,28-15 3725.27166499
25 15 3 25-8,8-4,4-15 3748.15609927
25 15 4 25-9,9-28,28-15 3833.70841892
25 15 5 25-8,8-4,4-5,5-15 4081.58474602
15 4 0 15-4 219.205783084
15 4 1 15-5,5-4 552.634429833
15 4 2 15-28,28-8,8-4 2926.9484831
15 4 3 15-29,29-1,1-8,8-4 3352.94871966
15 4 4 15-7,7-21,21-8,8-4 3705.51230317
15 4 5 15-28,28-9,9-8,8-4 2957.10175138
13 20 0 13-27,27-2,2-19,19-20 3457.60406272
13 20 1 13-22,22-27,27-2,2-19,19-20 3559.12478607
13 20 2 13-27,27-18,18-20 3575.32511687
13 20 3 13-25,25-18,18-20 3650.15154771
13 20 4 13-16,16-17,17-27,27-2,2-21,21-20 3631.11793912
13 20 5 13-22,22-27,27-18,18-20 3676.84584022
2 27 0 2-27 891.804868094
2 27 1 2-19,19-20,20-18,18-27 3101.18954022
2 27 2 2-21,21-20,20-18,18-27 3171.51686153
2 27 3 2-1,1-22,22-27 3282.22263916
2 27 4 2-3,3-27 27081.9205224
2 27 5 2-0,0-1,1-22,22-17,17-27 3436.90220671
26 12 0 26-27,27-10,10-12 15997.8140755
26 12 1 26-27,27-10,10-11,11-12 16002.2286185
26 12 2 26-35,35-27,27-17,17-11,11-12 16539.7947847
26 12 3 26-27,27-22,22-17,17-10,10-12 16043.4776353
26 12 4 26-27,27-13,13-11,11-12 16083.8314383
26 12 5 26-27,27-13,13-10,10-12 16084.0552817
29 17 0 29-1,1-22,22-17 2497.91091339
29 17 1 29-1,1-2,2-27,27-17 2628.46578718
29 17 2 29-15,15-7,7-17 3441.76520802
29 17 3 29-1,1-28,28-17 4396.28112349
29 17 4 29-15,15-7,7-6,6-1,1-22,22-17 3926.73371037
29 17 5 29-1,1-0,0-2,2-27,27-17 2783.14535472
3 2 0 3-2 13517.2966849
3 2 1 3-27,27-2 14456.4287056
3 2 2 3-27,27-18,18-20,20-19,19-2 16665.8133778
3 2 3 3-27,27-22,22-1,1-2 16846.8464767
3 2 4 3-27,27-17,17-22,22-1,1-0,0-2 17001.5260443
3 2 5 3-27,27-18,18-20,20-21,21-2 16736.1406991
27 1 0 27-2,2-1 1488.66803904
27 1 1 27-2,2-0,0-1 1643.34760658
27 1 2 27-22,22-1 2685.35946822
27 1 3 27-18,18-20,20-21,21-8,8-1 3735.16851239
27 1 4 27-17,17-22,22-1 2685.35946822
27 1 5 27-33,33-22,22-1 3254.97172579
30 35 0 30-7,7-15,15-29,29-1,1-2,2-27,27-35 3667.92767637
30 35 1 30-31,31-1,1-22,22-27,27-35 3857.25996691
30 35 2 30-31,31-1,1-2,2-27,27-33,33-32,32-34,34-35 4034.95351218
30 35 3 30-7,7-17,17-27,27-35 4502.26826409
30 35 4 30-7,7-6,6-1,1-0,0-2,2-27,27-35 3945.2249048
30 35 5 30-31,31-1,1-22,22-33,33-32,32-34,34-35 4477.52564387
15 34 0 15-29,29-1,1-2,2-27,27-35,35-34 3008.69338362
15 34 1 15-7,7-17,17-27,27-35,35-34 3874.31637268
15 34 2 15-29,29-1,1-2,2-27,27-33,33-32,32-34 4096.58366263
15 34 3 15-28,28-13,13-27,27-35,35-34 6951.36320113
15 34 4 15-29,29-1,1-22,22-33,33-32,32-34 4539.15579431
15 34 5 15-7,7-17,17-22,22-27,27-35,35-34 3874.31637268
30 14 0 30-31,31-1,1-22,22-17,17-16,16-14 18795.2704341
30 14 1 30-31,31-1,1-22,22-13,13-16,16-14 18799.7164138
30 14 2 30-7,7-17,17-10,10-14 19732.5036761
30 14 3 30-31,31-1,1-2,2-27,27-10,10-14 19172.3866929
30 14 4 30-31,31-1,1-0,0-2,2-27,27-13,13-16,16-14 18983.4301318
30 14 5 30-31,31-1,1-22,22-17,17-11,11-10,10-14 19115.9379305
4 5 0 4-5 166.786323756
4 5 1 4-15,15-5 605.05388916
4 5 2 4-8,8-28,28-15,15-5 3312.79658918
4 5 3 4-8,8-1,1-29,29-15,15-5 3738.79682574
4 5 4 4-8,8-21,21-7,7-15,15-5 4091.36040924
4 5 5 4-8,8-9,9-28,28-15,15-5 3342.94985745
28 10 0 28-17,17-10 4098.83833093
28 10 1 28-1,1-22,22-17,17-10 4106.23910621
28 10 2 28-17,17-11,11-10 4127.28088258
28 10 3 28-2,2-27,27-10 4144.975328
28 10 4 28-13,13-10 4217.06474688
28 10 5 28-13,13-11,11-10 4240.87167977
31 15 0 31-30,30-7,7-15 1089.10267907
31 15 1 31-1,1-29,29-15 1735.7733913
31 15 2 31-1,1-6,6-7,7-15 1889.67345353
31 15 3 31-1,1-28,28-15 2698.81531697
31 15 4 31-1,1-8,8-4,4-15 3080.65596598
31 15 5 31-1,1-2,2-28,28-15 3846.38656667
5 24 0 5-15,15-7,7-17,17-22,22-23,23-24 4806.06851872
5 24 1 5-4,4-15,15-7,7-17,17-22,22-23,23-24 4806.21251948
5 24 2 5-4,4-8,8-25,25-24 4967.92833791
5 24 3 5-15,15-28,28-13,13-24 6730.11836572
5 24 4 5-4,4-8,8-9,9-25,25-24 4975.89046035
5 24 5 5-15,15-29,29-1,1-22,22-23,23-24 5137.13695884
20 32 0 20-19,19-2,2-27,27-35,35-34,34-32 2831.71955999
20 32 1 20-19,19-2,2-27,27-33,33-32 2944.22283428
20 32 2 20-18,18-27,27-35,35-34,34-32 2949.44061414
20 32 3 20-21,21-2,2-27,27-22,22-33,33-32 3587.67716106
20 32 4 20-18,18-27,27-33,33-32 3061.94388843
20 32 5 20-18,18-27,27-17,17-22,22-33,33-32 3635.0708939
32 23 0 32-33,33-22,22-23 1861.17319705
32 23 1 32-34,34-35,35-27,27-22,22-23 2502.78922027
32 23 2 32-33,33-22,22-17,17-16,16-23 2744.4913621
32 23 3 32-33,33-27,27-18,18-25,25-23 3227.59317842
32 23 4 32-34,34-35,35-27,27-13,13-23 3289.03234062
32 23 5 32-33,33-22,22-13,13-23 2748.93704076
16 0 0 16-13,13-27,27-2,2-0 2571.21375603
16 0 1 16-17,17-27,27-2,2-0 2668.28849974
16 0 2 16-13,13-22,22-1,1-0 3577.81432181
16 0 3 16-17,17-28,28-2,2-0 5583.67508575
16 0 4 16-11,11-10,10-27,27-2,2-0 3140.4807355
16 0 5 16-11,11-17,17-22,22-27,27-2,2-0 3186.14152771
6 23 0 6-1,1-22,22-23 3851.10926595
6 23 1 6-7,7-17,17-22,22-23 4101.35088808
6 23 2 6-1,1-2,2-27,27-18,18-25,25-23 4593.9648236
6 23 3 6-7,7-17,17-16,16-23 4984.66905313
6 23 4 6-1,1-22,22-13,13-23 4738.87310965
6 23 5 6-1,1-0,0-2,2-27,27-22,22-23 4136.34370728
30 16 0 30-31,31-1,1-22,22-17,17-16 3886.96966616
30 16 1 30-31,31-1,1-22,22-13,13-16 3891.41564579
30 16 2 30-7,7-17,17-16 4531.97796333
30 16 3 30-31,31-1,1-2,2-27,27-13,13-16 3920.44979623
30 16 4 30-31,31-1,1-22,22-23,23-16 4747.50443583
30 16 5 30-31,31-1,1-0,0-2,2-27,27-17,17-16 4172.20410749
4 35 0 4-15,15-29,29-1,1-2,2-27,27-35 3084.65181898
4 35 1 4-15,15-7,7-6,6-1,1-2,2-27,27-35 3238.55188121
4 35 2 4-8,8-1,1-22,22-33,33-32,32-34,34-35 5808.07993363
4 35 3 4-15,15-28,28-13,13-27,27-35 7027.3216365
4 35 4 4-8,8-21,21-2,2-27,27-35 3993.90838127
4 35 5 4-15,15-7,7-17,17-27,27-35 3950.27480804
19 13 0 19-2,2-27,27-13 2949.83586512
19 13 1 19-2,2-27,27-22,22-13 3051.35658847
19 13 2 19-20,20-18,18-25,25-13 4157.91974531
19 13 3 19-2,2-28,28-13 5942.87122076
19 13 4 19-2,2-27,27-17,17-16,16-13 3053.02242022
19 13 5 19-2,2-27,27-10,10-13 3495.2960769
17 13 0 17-22,22-13 957.864957502
17 13 1 17-16,16-13 959.530789247
17 13 2 17-10,10-13 1447.46800574
17 13 3 17-11,11-13 1471.27217103
17 13 4 17-22,22-23,23-13 1820.06525794
17 13 5 17-10,10-11,11-13 1471.27493863
7 22 0 7-17,17-22 2788.66263997
7 22 1 7-15,15-29,29-1,1-22 3151.01348144
7 22 2 7-6,6-1,1-22 3273.63114232
7 22 3 7-30,30-31,31-1,1-2,2-27,27-22 3847.89009619
7 22 4 7-6,6-1,1-0,0-2,2-27,27-22 3558.86558365
7 22 5 7-30,30-31,31-1,1-22 3717.3352224
31 21 0 31-1,1-8,8-21 2128.4599981
31 21 1 31-1,1-2,2-21 2161.67151818
31 21 2 31-30,30-7,7-21 2867.04202051
31 21 3 31-1,1-0,0-2,2-19,19-20,20-21 2593.00018507
31 21 4 31-30,30-7,7-15,15-4,4-8,8-21 3204.59902254
31 21 5 31-1,1-6,6-7,7-21 3667.61279497
5 34 0 5-15,15-29,29-1,1-2,2-27,27-35,35-34 3394.54148969
5 34 1 5-4,4-15,15-29,29-1,1-2,2-27,27-35,35-34 3394.68549045
5 34 2 5-4,4-8,8-1,1-22,22-33,33-32,32-34 5831.61890966
5 34 3 5-15,15-7,7-17,17-27,27-35,35-34 4260.16447875
5 34 4 5-15,15-28,28-13,13-27,27-35,35-34 7337.21130721
5 34 5 5-15,15-7,7-17,17-22,22-27,27-35,35-34 4260.16447875
20 14 0 20-19,19-2,2-27,27-13,13-16,16-14 18368.9607364
20 14 1 20-21,21-2,2-27,27-13,13-16,16-14 18439.2880577
20 14 2 20-18,18-27,27-10,10-14 18830.3179192
20 14 3 20-21,21-7,7-17,17-16,16-14 20620.507044
20 14 4 20-18,18-25,25-13,13-16,16-14 18561.5082214
20 14 5 20-18,18-27,27-17,17-16,16-14 18583.7565343
18 10 0 18-27,27-10 2480.31402212
18 10 1 18-27,27-17,17-10 2525.97758194
18 10 2 18-25,25-10 2631.83084282
18 10 3 18-25,25-13,13-10 2641.3816591
18 10 4 18-27,27-22,22-17,17-11,11-10 2554.42013359
18 10 5 18-27,27-13,13-10 2566.55522826
33 34 0 33-32,32-34 832.413882027
33 34 1 33-27,27-35,35-34 1068.25515808
33 34 2 33-22,22-27,27-35,35-34 1641.38216355
33 34 3 33-22,22-17,17-27,27-35,35-34 1641.38216355
33 34 4 33-22,22-13,13-27,27-35,35-34 3455.59135521
33 34 5 33-22,22-17,17-10,10-27,27-35,35-34 3858.95319732
23 19 0 23-22,22-27,27-2,2-19 3038.57481684
23 19 1 23-22,22-17,17-27,27-2,2-19 3038.57481684
23 19 2 23-25,25-18,18-20,20-19 3322.65868273
23 19 3 23-13,13-27,27-2,2-19 3824.81793719
23 19 4 23-22,22-1,1-2,2-19 4101.74628494
23 19 5 23-16,16-13,13-27,27-2,2-19 3824.81823817
21 15 0 21-7,7-15 1809.22174278
21 15 1 21-8,8-4,4-15 2115.49634347
21 15 2 21-8,8-28,28-15 2193.9582983
21 15 3 21-2,2-1,1-29,29-15 2653.17005494
21 15 4 21-2,2-0,0-1,1-6,6-7,7-15 2961.74968471
21 15 5 21-8,8-9,9-28,28-15 2224.11156658
8 12 0 8-1,1-22,22-17,17-10,10-12 4393.67415744
8 12 1 8-1,1-22,22-17,17-11,11-12 4398.08593281
8 12 2 8-21,21-2,2-27,27-10,10-12 4481.35102519
8 12 3 8-28,28-13,13-11,11-12 5021.00477786
8 12 4 8-25,25-10,10-12 4799.07754116
8 12 5 8-1,1-2,2-27,27-10,10-11,11-12 4482.98001439
32 25 0 32-34,34-35,35-27,27-18,18-25 1987.5314227
32 25 1 32-33,33-27,27-18,18-25 2100.03469699
32 25 2 32-33,33-22,22-23,23-25 2988.73167849
32 25 3 32-33,33-22,22-13,13-25 3836.77451271
32 25 4 32-34,34-35,35-27,27-22,22-23,23-25 3630.3477017
32 25 5 32-33,33-22,22-17,17-16,16-13,13-25 3838.44034445
22 12 0 22-17,17-10,10-12 1447.26545767
22 12 1 22-17,17-11,11-12 1451.67723304
22 12 2 22-13,13-11,11-12 1589.13998394
22 12 3 22-27,27-10,10-12 2728.84820082
22 12 4 22-13,13-10,10-12 1589.36382733
22 12 5 22-17,17-16,16-11,11-12 1590.8056505
33 4 0 33-27,27-2,2-1,1-29,29-15,15-4 3483.37556368
33 4 1 33-22,22-17,17-7,7-15,15-4 3594.87925525
33 4 2 33-27,27-2,2-1,1-29,29-15,15-5,5-4 3816.80421043
33 4 3 33-22,22-1,1-8,8-4 4832.41870388
33 4 4 33-22,22-1,1-6,6-7,7-15,15-4 4079.8477576
33 4 5 33-27,27-2,2-28,28-15,15-4 4400.26239718
23 9 0 23-25,25-9 3334.31803452
23 9 1 23-25,25-8,8-9 3357.38093798
23 9 2 23-22,22-1,1-8,8-9 3907.00439859
23 9 3 23-13,13-28,28-9 5279.35257881
23 9 4 23-24,24-25,25-9 4149.78463718
23 9 5 23-22,22-27,27-2,2-21,21-8,8-9 4040.34482616
10 14 0 10-14 15025.3832995
10 14 1 10-13,13-16,16-14 15227.2073826
10 14 2 10-11,11-16,16-14 15251.0141503
10 14 3 10-17,17-16,16-14 16996.3929483
10 14 4 10-12,12-11,11-16,16-14 15858.2796958
10 14 5 10-13,13-23,23-16,16-14 16971.0600164
34 3 0 34-35,35-27,27-3 13971.0132181
34 3 1 34-35,35-27,27-2,2-3 14815.4909335
34 3 2 34-32,32-33,33-27,27-3 15058.9034971
34 3 3 34-32,32-33,33-22,22-27,27-3 15632.0305026
34 3 4 34-35,35-27,27-18,18-20,20-19,19-2,2-3 17024.8756056
34 3 5 34-32,32-33,33-22,22-17,17-27,27-3 15632.0305026
8 18 0 8-21,21-20,20-18 2079.75899569
8 18 1 8-25,25-18 2577.02134972
8 18 2 8-9,9-25,25-18 2584.98347216
8 18 3 8-1,1-2,2-27,27-18 3144.07755574
8 18 4 8-28,28-25,25-18 3452.70638759
8 18 5 8-21,21-2,2-27,27-18 3146.86310952
11 15 0 11-17,17-7,7-15 3950.14102946
11 15 1 11-10,10-17,17-7,7-15 3950.14379706
11 15 2 11-17,17-22,22-1,1-29,29-15 4281.20946958
11 15 3 11-13,13-28,28-15 5350.44141716
11 15 4 11-10,10-27,27-2,2-1,1-29,29-15 4366.10355115
11 15 5 11-16,16-17,17-7,7-15 4089.26944692
35 26 0 35-26 14161.3523674
35 26 1 35-27,27-26 14195.731059
35 26 2 35-34,34-32,32-33,33-27,27-26 15570.1160335
35 26 3 35-34,34-32,32-33,33-22,22-27,27-26 16143.2430389
35 26 4 35-34,34-32,32-33,33-22,22-17,17-27,27-26 16143.2430389
35 26 5 35-34,34-32,32-33,33-22,22-13,13-27,27-26 17957.4522306
9 19 0 9-8,8-21,21-20,20-19 1278.41910867
9 19 1 9-8,8-1,1-2,2-19 2075.11167832
9 19 2 9-28,28-8,8-21,21-20,20-19 2254.57877803
9 19 3 9-28,28-2,2-19 2544.81365165
9 19 4 9-25,25-18,18-20,20-19 4401.85975438
9 19 5 9-28,28-1,1-0,0-2,2-19 2745.64831138
24 21 0 24-25,25-18,18-20,20-21 3133.01191199
24 21 1 24-23,23-25,25-18,18-20,20-21 3659.21208159
24 21 2 24-25,25-8,8-21 4068.15182936
24 21 3 24-13,13-27,27-2,2-21 4673.7069984
24 21 4 24-25,25-9,9-8,8-21 4076.1139518
