s t k edges
18 19 2 18-20,20-3,3-13,13-17,17-19 3138.64250818
18 19 3 18-12,12-20,20-21,21-17,17-19 6067.70881515
18 19 4 18-20,20-21,21-4,4-16,16-1,1-0,0-17,17-19 7971.39535604
18 19 5 18-20,20-3,3-21,21-17,17-19 4628.41768041
21 6 0 21-4,4-16,16-15,15-6 2555.93251636
21 6 1 21-4,4-7,7-16,16-15,15-6 2641.8283048
21 6 2 21-3,3-13,13-17,17-14,14-6 5667.73110501
21 6 3 21-17,17-15,15-6 4315.08314034
21 6 4 21-17,17-14,14-6 5173.34207203
21 6 5 21-20,20-18,18-10,10-11,11-2,2-17,17-15,15-6 6094.38667896
8 5 0 8-5 3760.70951554
8 5 1 8-15,15-16,16-5 4745.032195
8 5 2 8-15,15-17,17-0,0-1,1-16,16-5 10026.6243425
8 5 3 8-9,9-5 25090.049987
8 5 4 8-15,15-6,6-14,14-17,17-21,21-4,4-16,16-5 11489.9643656
8 5 5 8-15,15-17,17-13,13-3,3-21,21-4,4-7,7-16,16-5 11078.0843189
9 0 0 9-5,5-16,16-1,1-0 15772.4019839
9 0 1 9-8,8-15,15-16,16-1,1-0 16746.1184991
9 0 2 9-5,5-16,16-4,4-21,21-17,17-0 19194.3409378
9 0 3 9-8,8-15,15-17,17-0 19344.2723456
9 0 4 9-5,5-8,8-15,15-17,17-0 19355.9654553
9 0 5 9-5,5-16,16-7,7-4,4-21,21-3,3-13,13-17,17-0 19774.6257593
10 7 0 10-11,11-2,2-17,17-0,0-1,1-16,16-7 3791.07841455
10 7 1 10-11,11-2,2-17,17-21,21-4,4-7 3988.85682261
10 7 2 10-18,18-20,20-21,21-4,4-7 4179.49816736
10 7 3 10-18,18-20,20-3,3-21,21-4,4-16,16-7 4632.35876223
10 7 4 10-18,18-19,19-17,17-0,0-1,1-16,16-7 4757.70806732
10 7 5 10-11,11-2,2-17,17-15,15-16,16-7 4422.81088004
0 17 0 0-17 1475.38189946
0 17 1 0-1,1-16,16-4,4-21,21-17 4629.9953554
0 17 2 0-1,1-16,16-7,7-4,4-21,21-17 4715.89114383
0 17 3 0-1,1-16,16-15,15-17 4790.5526659
0 17 4 0-1,1-16,16-15,15-6,6-14,14-17 5782.71753394
0 17 5 0-1,1-16,16-4,4-21,21-3,3-13,13-17 5124.38438838
14 1 0 14-6,6-15,15-16,16-1 2020.47299552
14 1 1 14-17,17-0,0-1 5237.62643788
14 1 2 14-17,17-21,21-4,4-16,16-1 6445.07609692
14 1 3 14-6,6-15,15-17,17-0,0-1 6565.79063901
14 1 4 14-17,17-13,13-3,3-21,21-4,4-7,7-16,16-1 7025.36091834
14 1 5 14-17,17-15,15-16,16-1 6605.63340742
12 17 0 12-20,20-3,3-13,13-17 2114.5691375
12 17 1 12-18,18-10,10-11,11-2,2-17 2556.11379079
12 17 2 12-20,20-18,18-10,10-11,11-2,2-17 2886.41129354
12 17 3 12-18,18-19,19-17 2993.16038492
12 17 4 12-20,20-21,21-17 3424.8804618
12 17 5 12-20,20-21,21-4,4-16,16-1,1-0,0-17 6947.32198535
15 4 0 15-16,16-4 1066.43214452
15 4 1 15-16,16-7,7-4 1152.32793296
15 4 2 15-17,17-21,21-4 5670.67757582
15 4 3 15-6,6-14,14-17,17-13,13-3,3-21,21-4 7157.23147685
15 4 4 15-17,17-0,0-1,1-16,16-4 6348.02429206
15 4 5 15-17,17-2,2-11,11-10,10-18,18-20,20-21,21-4 7449.98111445
13 20 0 13-3,3-20 737.338910793
13 20 1 13-17,17-2,2-11,11-10,10-18,18-20 2314.58903483
13 20 2 13-3,3-21,21-20 2542.03926807
13 20 3 13-17,17-19,19-18,18-12,12-20 4370.39061163
13 20 4 13-17,17-21,21-20 2853.05820309
13 20 5 13-17,17-0,0-1,1-16,16-4,4-21,21-20 6375.49972664
3 2 0 3-13,13-17,17-2 1057.09960157
3 2 1 3-20,20-18,18-10,10-11,11-2 1994.82834405
3 2 2 3-21,21-17,17-2 2546.8747738
3 2 3 3-20,20-12,12-18,18-19,19-17,17-2 4577.27953194
3 2 4 3-21,21-4,4-16,16-1,1-0,0-17,17-2 6069.31629735
3 2 5 3-21,21-20,20-18,18-10,10-11,11-2 3799.52870133
4 5 0 4-16,16-5 4334.42697848
4 5 1 4-7,7-16,16-5 4420.32276692
4 5 2 4-16,16-15,15-8,8-5 5319.83660328
4 5 3 4-21,21-17,17-0,0-1,1-16,16-5 9291.28236211
4 5 4 4-21,21-3,3-13,13-17,17-15,15-8,8-5 10418.4710676
4 5 5 4-7,7-16,16-15,15-8,8-5 5405.73239172
16 0 0 16-1,1-0 1341.71915047
16 0 1 16-4,4-21,21-17,17-0 4763.65810438
16 0 2 16-7,7-4,4-21,21-17,17-0 4849.55389282
16 0 3 16-15,15-17,17-0 4924.21541488
16 0 4 16-15,15-6,6-14,14-17,17-0 5916.38028293
16 0 5 16-4,4-21,21-3,3-13,13-17,17-0 5258.04713736
19 13 0 19-17,17-13 1548.54117281
19 13 1 19-18,18-10,10-11,11-2,2-17,17-13 1812.15864182
19 13 2 19-18,18-20,20-3,3-13 1940.43336695
19 13 3 19-17,17-21,21-3,3-13 3820.4579691
19 13 4 19-18,18-12,12-20,20-3,3-13 3559.18834961
19 13 5 19-18,18-20,20-21,21-17,17-13 4056.15265924
17 13 0 17-13 402.703983997
17 13 1 17-2,2-11,11-10,10-18,18-20,20-3,3-13 2649.22396162
17 13 2 17-21,21-3,3-13 2674.62078028
17 13 3 17-19,19-18,18-12,12-20,20-3,3-13 4705.02553843
17 13 4 17-0,0-1,1-16,16-4,4-21,21-3,3-13 6197.06230384
17 13 5 17-21,21-20,20-3,3-13 3187.69312988
20 14 0 20-3,3-13,13-17,17-14 3928.70553476
20 14 1 20-18,18-10,10-11,11-2,2-17,17-14 4700.5476908
20 14 2 20-21,21-4,4-16,16-15,15-6,6-14 4808.03043621
20 14 3 20-18,18-19,19-17,17-14 5137.59428494
20 14 4 20-21,21-17,17-14 5239.01685906
20 14 5 20-3,3-21,21-4,4-7,7-16,16-15,15-6,6-14 5073.39007257
18 10 0 18-10 264.791529317
18 10 1 18-19,19-17,17-2,2-11,11-10 2290.50031732
18 10 2 18-20,20-3,3-13,13-17,17-2,2-11,11-10 2787.1364163
18 10 3 18-12,12-20,20-21,21-17,17-2,2-11,11-10 5716.20272327
18 10 4 18-20,20-21,21-4,4-16,16-1,1-0,0-17,17-2,2-11,11-10 7619.88926416
18 10 5 18-20,20-3,3-21,21-17,17-2,2-11,11-10 4276.91158853
21 15 0 21-4,4-16,16-15 2488.97954818
21 15 1 21-4,4-7,7-16,16-15 2574.87533662
21 15 2 21-17,17-15 4248.13017216
21 15 3 21-3,3-13,13-17,17-14,14-6,6-15 5734.68407319
21 15 4 21-20,20-18,18-10,10-11,11-2,2-17,17-15 6027.43371078
21 15 5 21-17,17-0,0-1,1-16,16-15 4600.74012449
8 12 0 8-15,15-16,16-4,4-21,21-20,20-12 5115.08708755
8 12 1 8-15,15-17,17-2,2-11,11-10,10-18,18-12 6005.47104052
8 12 2 8-5,5-16,16-4,4-21,21-20,20-12 11651.0964938
8 12 3 8-15,15-17,17-19,19-18,18-12 6442.51763465
8 12 4 8-15,15-6,6-14,14-17,17-13,13-3,3-20,20-12 6556.09125527
8 12 5 8-15,15-16,16-7,7-4,4-21,21-3,3-20,20-12 5380.44672391
10 14 0 10-11,11-2,2-17,17-14 3582.9937369
10 14 1 10-18,18-19,19-17,17-14 4549.62338967
10 14 2 10-11,11-2,2-17,17-15,15-6,6-14 4911.15793803
10 14 3 10-18,18-20,20-3,3-13,13-17,17-14 5046.25948866
10 14 4 10-18,18-20,20-21,21-4,4-16,16-15,15-6,6-14 5925.58439011
10 14 5 10-18,18-19,19-17,17-15,15-6,6-14 5877.7875908
8 18 0 8-15,15-17,17-2,2-11,11-10,10-18 4508.47987598
8 18 1 8-15,15-16,16-1,1-0,0-17,17-2,2-11,11-10,10-18 4861.08982831
8 18 2 8-5,5-16,16-4,4-21,21-20,20-18 11529.3326757
8 18 3 8-15,15-17,17-19,19-18 4945.52647011
8 18 4 8-15,15-16,16-7,7-4,4-21,21-3,3-20,20-18 5258.68290579
8 18 5 8-15,15-17,17-13,13-3,3-20,20-18 5442.1625691
11 15 0 11-2,2-17,17-15 3490.46153102
11 15 1 11-2,2-17,17-0,0-1,1-16,16-15 3843.07148335
11 15 2 11-10,10-18,18-19,19-17,17-15 4978.15492864
11 15 3 11-10,10-18,18-20,20-21,21-4,4-16,16-15 5025.95172795
11 15 4 11-2,2-17,17-14,14-6,6-15 4482.62639906
11 15 5 11-10,10-18,18-20,20-3,3-21,21-4,4-7,7-16,16-15 5291.31136431
9 19 0 9-5,5-16,16-1,1-0,0-17,17-19 18393.6210722
9 19 1 9-5,5-16,16-1,1-0,0-17,17-2,2-11,11-10,10-18,18-19 18657.2385412
9 19 2 9-8,8-15,15-17,17-19 19014.727635
9 19 3 9-5,5-16,16-4,4-21,21-20,20-18,18-19 18789.4719823
9 19 4 9-5,5-8,8-15,15-17,17-19 19026.4207447
9 19 5 9-5,5-16,16-7,7-4,4-21,21-17,17-19 18950.6920156
14 8 0 14-6,6-15,15-8 1652.8594778
14 8 1 14-17,17-15,15-8 6238.0198897
14 8 2 14-6,6-15,15-16,16-5,5-8 9173.21130191
14 8 3 14-17,17-0,0-1,1-16,16-15,15-8 6590.62984203
14 8 4 14-17,17-21,21-4,4-16,16-15,15-8 7061.80499702
14 8 5 14-17,17-13,13-3,3-21,21-4,4-7,7-16,16-15,15-8 7642.08981844
12 8 0 12-20,20-21,21-4,4-16,16-15,15-8 5115.08708755
12 8 1 12-18,18-10,10-11,11-2,2-17,17-15,15-8 6005.47104052
12 8 2 12-20,20-21,21-4,4-16,16-5,5-8 11651.0964938
12 8 3 12-18,18-19,19-17,17-15,15-8 6442.51763465
12 8 4 12-20,20-3,3-13,13-17,17-14,14-6,6-15,15-8 6556.09125527
12 8 5 12-20,20-3,3-21,21-4,4-7,7-16,16-15,15-8 5380.44672391
1 21 0 1-16,16-4,4-21 2364.9455913
1 21 1 1-16,16-7,7-4,4-21 2450.84137974
1 21 2 1-0,0-17,17-21 3740.43166355
1 21 3 1-0,0-17,17-13,13-3,3-21 4234.82069654
1 21 4 1-16,16-15,15-17,17-2,2-11,11-10,10-18,18-20,20-21 6887.74217172
1 21 5 1-16,16-15,15-6,6-14,14-17,17-21 6100.60350114
15 13 0 15-17,17-13 3359.36629051
15 13 1 15-16,16-1,1-0,0-17,17-13 3711.97624284
15 13 2 15-16,16-4,4-21,21-3,3-13 3872.13246282
15 13 3 15-6,6-14,14-17,17-13 4351.53115856
15 13 4 15-17,17-2,2-11,11-10,10-18,18-20,20-3,3-13 5605.88626814
15 13 5 15-17,17-21,21-3,3-13 5631.2830868
2 18 0 2-11,11-10,10-18 795.797820709
2 18 1 2-17,17-19,19-18 1759.49402592
2 18 2 2-17,17-13,13-3,3-20,20-18 2256.13012491
2 18 3 2-17,17-21,21-20,20-12,12-18 5185.19643188
2 18 4 2-17,17-0,0-1,1-16,16-4,4-21,21-20,20-18 7088.88297277
2 18 5 2-17,17-21,21-3,3-20,20-18 3745.90529714
0 14 0 0-1,1-16,16-15,15-6,6-14 2994.05489397
0 14 1 0-17,17-14 4264.04453943
0 14 2 0-17,17-15,15-6,6-14 5592.20874056
0 14 3 0-1,1-16,16-4,4-21,21-17,17-14 7418.65799537
0 14 4 0-1,1-16,16-7,7-4,4-21,21-3,3-13,13-17,17-14 7998.94281679
0 14 5 0-17,17-2,2-11,11-10,10-18,18-20,20-21,21-4,4-16,16-15,15-6,6-14 8195.2973865
3 11 0 3-13,13-17,17-2,2-11 1327.57402053
3 11 1 3-20,20-18,18-10,10-11 1724.35392509
3 11 2 3-13,13-17,17-19,19-18,18-10,10-11 2815.26741815
3 11 3 3-21,21-17,17-2,2-11 2817.34919276
3 11 4 3-20,20-12,12-18,18-10,10-11 3343.10890776
3 11 5 3-20,20-21,21-17,17-2,2-11 3330.42154236
1 15 0 1-16,16-15 860.308460936
1 15 1 1-0,0-17,17-15 5405.62610442
1 15 2 1-0,0-17,17-21,21-4,4-16,16-15 6229.41121174
1 15 3 1-16,16-7,7-4,4-21,21-3,3-13,13-17,17-15 7193.36058488
1 15 4 1-0,0-17,17-14,14-6,6-15 6397.79097246
1 15 5 1-16,16-4,4-21,21-17,17-15 6613.07576346
4 12 0 4-21,21-20,20-12 3555.95999981
4 12 1 4-21,21-20,20-18,18-12 4931.18734622
4 12 2 4-16,16-1,1-0,0-17,17-13,13-3,3-20,20-12 5505.93112304
4 12 3 4-16,16-15,15-17,17-19,19-18,18-12 7016.25483596
4 12 4 4-21,21-17,17-2,2-11,11-10,10-18,18-12 5270.1290601
4 12 5 4-21,21-3,3-20,20-12 3735.42384774
2 12 0 2-11,11-10,10-18,18-12 2292.78898525
2 12 1 2-17,17-13,13-3,3-20,20-12 2377.89394304
2 12 2 2-11,11-10,10-18,18-20,20-12 2623.086488
2 12 3 2-17,17-19,19-18,18-12 3256.48519046
2 12 4 2-17,17-21,21-20,20-12 3688.20526734
2 12 5 2-17,17-21,21-3,3-20,20-12 3867.66911527
5 1 0 5-16,16-1 4128.3032949
5 1 1 5-8,8-15,15-16,16-1 5113.7129197
5 1 2 5-16,16-4,4-21,21-17,17-0,0-1 9497.4060457
5 1 3 5-8,8-15,15-17,17-0,0-1 9659.03056318
5 1 4 5-16,16-7,7-4,4-21,21-3,3-13,13-17,17-0,0-1 10077.6908671
5 1 5 5-16,16-15,15-6,6-14,14-17,17-0,0-1 10650.1282242
3 17 0 3-13,13-17 793.774796026
3 17 1 3-20,20-18,18-10,10-11,11-2,2-17 2258.15314959
3 17 2 3-21,21-17 2283.54996825
3 17 3 3-20,20-12,12-18,18-19,19-17 4313.9547264
3 17 4 3-21,21-4,4-16,16-1,1-0,0-17 5805.99149181
3 17 5 3-20,20-21,21-17 2796.62231785
16 7 0 16-7 179.646267685
16 7 1 16-4,4-7 1054.77139198
16 7 2 16-1,1-0,0-17,17-21,21-4,4-7 6011.62677561
16 7 3 16-15,15-17,17-13,13-3,3-21,21-4,4-7 7137.74827408
16 7 4 16-15,15-6,6-14,14-17,17-21,21-4,4-7 7635.52410914
16 7 5 16-1,1-0,0-17,17-2,2-11,11-10,10-18,18-20,20-21,21-4,4-7 7790.93031423
6 14 0 6-14 1093.21156641
6 14 1 6-15,15-17,17-14 5812.27791466
6 14 2 6-15,15-16,16-1,1-0,0-17,17-14 6164.88786699
6 14 3 6-15,15-16,16-4,4-21,21-17,17-14 6636.06302199
6 14 4 6-15,15-16,16-7,7-4,4-21,21-3,3-13,13-17,17-14 7216.3478434
6 14 5 6-15,15-16,16-4,4-21,21-20,20-18,18-10,10-11,11-2,2-17,17-14 8415.36656061
19 18 0 19-18 350.332031571
19 18 1 19-17,17-2,2-11,11-10,10-18 2204.95981506
19 18 2 19-17,17-13,13-3,3-20,20-18 3138.64250818
19 18 3 19-17,17-21,21-20,20-12,12-18 6067.70881515
19 18 4 19-17,17-0,0-1,1-16,16-4,4-21,21-20,20-18 7971.39535604
19 18 5 19-17,17-21,21-3,3-20,20-18 4628.41768041
17 6 0 17-15,15-6 3023.61527469
17 6 1 17-0,0-1,1-16,16-15,15-6 3376.22522702
17 6 2 17-14,14-6 3881.87420638
17 6 3 17-21,21-4,4-16,16-15,15-6 3847.40038201
17 6 4 17-13,13-3,3-21,21-4,4-7,7-16,16-15,15-6 4427.68520343
17 6 5 17-2,2-11,11-10,10-18,18-20,20-21,21-4,4-16,16-15,15-6 5626.70392063
7 15 0 7-16,16-15 671.817476595
7 15 1 7-4,4-16,16-15 1546.94260089
7 15 2 7-16,16-1,1-0,0-17,17-15 5953.40962413
7 15 3 7-4,4-21,21-3,3-13,13-17,17-14,14-6,6-15 7637.74193321
7 15 4 7-4,4-21,21-17,17-15 6151.18803219
7 15 5 7-4,4-21,21-20,20-18,18-10,10-11,11-2,2-17,17-15 7930.49157081
20 21 0 20-21 1158.88635344
20 21 1 20-3,3-21 1338.35020137
20 21 2 20-3,3-13,13-17,17-21 2431.51076044
20 21 3 20-18,18-10,10-11,11-2,2-17,17-21 3203.35291648
20 21 4 20-12,12-18,18-19,19-17,17-21 5259.15449328
20 21 5 20-3,3-13,13-17,17-0,0-1,1-16,16-4,4-21 5953.95228399
18 5 0 18-10,10-11,11-2,2-17,17-0,0-1,1-16,16-5 7636.38971905
18 5 1 18-20,20-21,21-4,4-16,16-5 7768.62316017
18 5 2 18-10,10-11,11-2,2-17,17-15,15-8,8-5 8269.18939152
18 5 3 18-19,19-17,17-21,21-4,4-7,7-16,16-5 8630.50725661
18 5 4 18-19,19-17,17-15,15-8,8-5 8706.23598566
18 5 5 18-20,20-3,3-21,21-4,4-16,16-5 7948.08700809
21 8 0 21-4,4-16,16-15,15-8 2981.6744914
21 8 1 21-17,17-15,15-8 4740.82511538
21 8 2 21-4,4-16,16-5,5-8 9517.68389769
21 8 3 21-3,3-13,13-17,17-14,14-6,6-15,15-8 6227.37901641
21 8 4 21-20,20-18,18-10,10-11,11-2,2-17,17-15,15-8 6520.128654
21 8 5 21-17,17-0,0-1,1-16,16-15,15-8 5093.43506771
10 9 0 10-11,11-2,2-17,17-0,0-1,1-16,16-5,5-9 18042.1149803
10 9 1 10-11,11-2,2-17,17-15,15-8,8-9 18663.2215431
10 9 2 10-18,18-20,20-21,21-4,4-16,16-5,5-9 18703.9314801
10 9 3 10-18,18-20,20-3,3-21,21-4,4-7,7-16,16-5,5-9 18969.2911164
10 9 4 10-11,11-2,2-17,17-15,15-8,8-5,5-9 18674.9146528
10 9 5 10-18,18-19,19-17,17-0,0-1,1-16,16-5,5-9 19008.7446331
11 4 0 11-2,2-17,17-21,21-4 3247.81449382
11 4 1 11-2,2-17,17-0,0-1,1-16,16-4 3925.16121005
11 4 2 11-10,10-18,18-20,20-21,21-4 3959.51958343
11 4 3 11-2,2-17,17-15,15-16,16-7,7-4 4642.78946398
11 4 4 11-10,10-18,18-19,19-17,17-13,13-3,3-21,21-4 5229.89692442
11 4 5 11-10,10-18,18-20,20-3,3-21,21-4 4138.98343136
9 20 0 9-5,5-16,16-4,4-21,21-20 17586.3775262
9 20 1 9-5,5-16,16-1,1-0,0-17,17-13,13-3,3-20 18387.8267782
9 20 2 9-8,8-15,15-16,16-4,4-21,21-20 18560.0940413
9 20 3 9-8,8-15,15-17,17-21,21-20 20319.2446653
9 20 4 9-5,5-16,16-7,7-4,4-21,21-3,3-20 17851.7371625
9 20 5 9-8,8-15,15-16,16-7,7-4,4-21,21-20 18645.9898297
14 19 0 14-17,17-19 3934.49982878
14 19 1 14-17,17-2,2-11,11-10,10-18,18-19 4198.11729779
14 19 2 14-6,6-15,15-17,17-19 5262.66402991
14 19 3 14-17,17-13,13-3,3-20,20-18,18-19 5131.79999091
14 19 4 14-6,6-15,15-16,16-1,1-0,0-17,17-19 5615.27398224
14 19 5 14-6,6-15,15-16,16-4,4-21,21-20,20-18,18-19 6011.12489236
12 7 0 12-20,20-21,21-4,4-7 4036.47045617
12 7 1 12-20,20-3,3-13,13-17,17-0,0-1,1-16,16-7 5111.31645512
12 7 2 12-18,18-20,20-21,21-4,4-7 5411.69780258
12 7 3 12-18,18-19,19-17,17-15,15-16,16-7 6621.64016803
12 7 4 12-18,18-10,10-11,11-2,2-17,17-21,21-4,4-7 5750.63951646
12 7 5 12-20,20-3,3-21,21-4,4-16,16-7 4489.33105104
10 19 0 10-18,18-19 615.123560888
10 19 1 10-11,11-2,2-17,17-19 1940.16828574
10 19 2 10-11,11-2,2-17,17-13,13-3,3-20,20-18,18-19 3137.46844787
10 19 3 10-18,18-12,12-20,20-21,21-17,17-19 6332.50034447
10 19 4 10-18,18-20,20-21,21-17,17-19 4713.7453618
10 19 5 10-18,18-20,20-3,3-13,13-17,17-19 3403.4340375
15 10 0 15-17,17-2,2-11,11-10 3750.99340345
15 10 1 15-16,16-1,1-0,0-17,17-2,2-11,11-10 4103.60335577
15 10 2 15-17,17-19,19-18,18-10 4717.62305621
15 10 3 15-16,16-4,4-21,21-20,20-18,18-10 4765.41985552
15 10 4 15-6,6-14,14-17,17-19,19-18,18-10 5709.78792426
15 10 5 15-17,17-13,13-3,3-20,20-18,18-10 5214.2591552
13 6 0 13-17,17-15,15-6 3426.31925869
13 6 1 13-3,3-21,21-4,4-16,16-15,15-6 3939.085431
13 6 2 13-17,17-14,14-6 4284.57819038
13 6 3 13-3,3-20,20-18,18-10,10-11,11-2,2-17,17-15,15-6 5672.83923632
13 6 4 13-3,3-21,21-17,17-14,14-6 6556.49498666
13 6 5 13-17,17-0,0-1,1-16,16-15,15-6 3778.92921102
0 5 0 0-1,1-16,16-5 5101.88519334
0 5 1 0-1,1-16,16-15,15-8,8-5 6087.29481814
0 5 2 0-17,17-21,21-4,4-16,16-5 8523.82414725
0 5 3 0-17,17-15,15-8,8-5 8685.44866473
0 5 4 0-17,17-13,13-3,3-21,21-4,4-7,7-16,16-5 9104.10896867
0 5 5 0-17,17-14,14-6,6-15,15-16,16-5 9676.5463258
1 0 0 1-0 973.581898448
1 0 1 1-16,16-4,4-21,21-17,17-0 5131.79535641
1 0 2 1-16,16-7,7-4,4-21,21-17,17-0 5217.69114484
1 0 3 1-16,16-15,15-17,17-0 5292.35266691
1 0 4 1-16,16-15,15-6,6-14,14-17,17-0 6284.51753495
1 0 5 1-16,16-4,4-21,21-3,3-13,13-17,17-0 5626.18438939
4 11 0 4-21,21-17,17-2,2-11 3247.81449382
4 11 1 4-16,16-1,1-0,0-17,17-2,2-11 3925.16121005
4 11 2 4-21,21-20,20-18,18-10,10-11 3959.51958343
4 11 3 4-7,7-16,16-15,15-17,17-2,2-11 4642.78946398
4 11 4 4-21,21-3,3-13,13-17,17-19,19-18,18-10,10-11 5229.89692442
4 11 5 4-21,21-3,3-20,20-18,18-10,10-11 4138.98343136
2 7 0 2-17,17-0,0-1,1-16,16-7 3260.07212316
2 7 1 2-17,17-21,21-4,4-7 3457.85053122
2 7 2 2-11,11-10,10-18,18-20,20-21,21-4,4-7 4710.50445875
2 7 3 2-17,17-15,15-16,16-7 3891.80458865
2 7 4 2-17,17-14,14-6,6-15,15-16,16-7 4883.96945669
2 7 5 2-17,17-13,13-3,3-21,21-4,4-7 3952.2395642
5 10 0 5-16,16-1,1-0,0-17,17-2,2-11,11-10 7371.59818973
5 10 1 5-8,8-15,15-17,17-2,2-11,11-10 8004.39786221
5 10 2 5-16,16-4,4-21,21-20,20-18,18-10 8033.41468948
5 10 3 5-16,16-7,7-4,4-21,21-3,3-20,20-18,18-10 8298.77432585
5 10 4 5-16,16-1,1-0,0-17,17-19,19-18,18-10 8338.2278425
5 10 5 5-16,16-15,15-17,17-2,2-11,11-10 8003.33065523
6 1 0 6-15,15-16,16-1 927.261429115
6 1 1 6-15,15-17,17-0,0-1 5472.5790726
6 1 2 6-14,14-17,17-0,0-1 6330.83800428
6 1 3 6-14,14-17,17-21,21-4,4-16,16-1 7538.28766333
6 1 4 6-15,15-17,17-13,13-3,3-21,21-4,4-7,7-16,16-1 7260.31355306
6 1 5 6-15,15-16,16-4,4-21,21-17,17-0,0-1 6296.36417992
4 17 0 4-21,21-17 2714.01526931
4 17 1 4-21,21-3,3-13,13-17 3208.40430229
4 17 2 4-16,16-1,1-0,0-17 3391.36198554
4 17 3 4-7,7-16,16-15,15-17 4108.99023947
4 17 4 4-21,21-20,20-18,18-10,10-11,11-2,2-17 4493.31880793
4 17 5 4-16,16-15,15-6,6-14,14-17 5015.25931908
7 4 0 7-4 480.510456363
7 4 1 7-16,16-4 753.907203298
7 4 2 7-16,16-1,1-0,0-17,17-21,21-4 5710.76258693
7 4 3 7-16,16-15,15-17,17-13,13-3,3-21,21-4 6836.8840854
7 4 4 7-16,16-15,15-6,6-14,14-17,17-21,21-4 7334.65992047
7 4 5 7-16,16-1,1-0,0-17,17-2,2-11,11-10,10-18,18-20,20-21,21-4 7490.06612555
5 20 0 5-16,16-4,4-21,21-20 6915.86073558
5 20 1 5-16,16-1,1-0,0-17,17-13,13-3,3-20 7717.30998759
5 20 2 5-8,8-15,15-16,16-4,4-21,21-20 7901.27036038
5 20 3 5-8,8-15,15-17,17-19,19-18,18-20 9558.99841024
5 20 4 5-16,16-7,7-4,4-21,21-3,3-20 7181.22037195
5 20 5 5-16,16-1,1-0,0-17,17-2,2-11,11-10,10-18,18-20 8489.15214363
16 20 0 16-4,4-21,21-20 3155.69469271
16 20 1 16-7,7-4,4-21,21-20 3241.59048115
16 20 2 16-1,1-0,0-17,17-13,13-3,3-20 3957.14394472
16 20 3 16-15,15-17,17-2,2-11,11-10,10-18,18-20 5360.71856625
16 20 4 16-4,4-21,21-3,3-20 3335.15854064
16 20 5 16-1,1-0,0-17,17-19,19-18,18-20 5166.03269489
21 17 0 21-17 1291.46786565
21 17 1 21-3,3-13,13-17 1785.85689863
21 17 2 21-20,20-3,3-13,13-17 2298.92924823
21 17 3 21-4,4-16,16-1,1-0,0-17 4813.9093892
21 17 4 21-20,20-18,18-10,10-11,11-2,2-17 3070.77140427
21 17 5 21-4,4-7,7-16,16-15,15-17 5531.53764313
19 1 0 19-17,17-0,0-1 3594.80098672
19 1 1 19-18,18-10,10-11,11-2,2-17,17-0,0-1 3858.41845573
19 1 2 19-18,18-20,20-21,21-4,4-16,16-1 4726.92640089
19 1 3 19-17,17-15,15-16,16-1 4962.80795626
19 1 4 19-17,17-21,21-4,4-7,7-16,16-1 4888.1464342
19 1 5 19-18,18-20,20-3,3-13,13-17,17-0,0-1 4792.10114885
8 0 0 8-15,15-16,16-1,1-0 2326.5853026
8 0 1 8-15,15-17,17-0 4924.73914919
8 0 2 8-5,5-16,16-1,1-0 8862.59470889
