s t k edges
20 7 2 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7 4167.26777304
20 7 3 20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7 6625.92998425
20 7 4 20-13,13-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-7 9389.91078584
20 7 5 20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-6,6-7 8284.82295036
18 19 0 18-17,17-12,12-11,11-10,10-19 337.215206559
18 19 1 18-20,20-13,13-19 1386.74937233
18 19 2 18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19 5239.48701005
18 19 3 18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19 5931.14123969
18 19 4 18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19 14898.1847954
18 19 5 18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19 9878.91975128
23 26 0 23-24,24-25,25-26 2569.74208815
23 26 1 23-1,1-0,0-7,7-6,6-25,25-26 4548.02027123
23 26 2 23-24,24-25,25-29,29-28,28-27,27-26 8217.41228617
23 26 3 23-1,1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-26 6631.60273881
23 26 4 23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26 13053.5945136
23 26 5 23-1,1-0,0-7,7-6,6-25,25-29,29-28,28-27,27-26 10195.6904692
21 6 0 21-22,22-2,2-3,3-0,0-7,7-6 1757.85655539
21 6 1 21-22,22-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-6 4008.47197917
21 6 2 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6 4898.43649067
21 6 3 21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-6 7167.10933432
21 6 4 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-6 9917.70153477
21 6 5 21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6 5120.27976838
8 5 0 8-9,9-16,16-5 981.11006858
8 5 1 8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15,15-4,4-5 3483.78435881
8 5 2 8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5 4595.59214803
8 5 3 8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5 5675.18297749
8 5 4 8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-5 14642.2265332
8 5 5 8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-5 9622.96148908
9 0 0 9-8,8-30,30-21,21-22,22-2,2-3,3-0 2313.94922926
9 0 1 9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0 3445.38650927
9 0 2 9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0 4342.34381681
9 0 3 9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0 13309.3873725
9 0 4 9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0 7287.86436437
9 0 5 9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0 8290.1223284
10 7 0 10-19,19-13,13-2,2-3,3-0,0-7 1689.53626671
10 7 1 10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7 2686.94379206
10 7 2 10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7 3581.41265419
10 7 3 10-19,19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7 8600.67769829
10 7 4 10-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-7 10999.1665132
10 7 5 10-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-6,6-7 7873.27054387
15 30 0 15-14,14-19,19-13,13-2,2-22,22-21,21-30 1672.72152092
15 30 1 15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30 2784.52931014
15 30 2 15-4,4-5,5-16,16-9,9-8,8-30 2792.17290647
15 30 3 15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30 4592.2484343
15 30 4 15-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30 13559.29199
15 30 5 15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30 7220.5932688
11 22 0 11-10,10-19,19-13,13-2,2-22 921.418101413
11 22 1 11-12,12-17,17-18,18-20,20-13,13-2,2-22 1630.33233375
11 22 2 11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22 3946.36988285
11 22 3 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22 4944.74622391
11 22 4 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22 11927.68178
11 22 5 11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-22 9964.01126801
0 17 0 0-3,3-2,2-13,13-19,19-10,10-11,11-12,12-17 1536.82346977
0 17 1 0-3,3-2,2-13,13-20,20-18,18-17 2002.64616512
0 17 2 0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17 4265.71028113
0 17 3 0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17 11312.2764116
0 17 4 0-7,7-6,6-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17 10362.9548103
0 17 5 0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17 8213.48879272
24 14 0 24-25,25-29,29-4,4-15,15-14 4243.52908307
24 14 1 24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-14 4860.79808556
24 14 2 24-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14 4894.96519813
24 14 3 24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14 9262.79412716
24 14 4 24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14 8295.65853282
24 14 5 24-23,23-1,1-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14 7282.32815994
14 1 0 14-19,19-13,13-2,2-3,3-0,0-1 2059.98831393
14 1 1 14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1 3171.79610314
14 1 2 14-15,15-4,4-29,29-25,25-24,24-23,23-1 7044.3388547
14 1 3 14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7,7-0,0-1 9500.78343241
14 1 4 14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1 5084.30546981
14 1 5 14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1 12063.6038988
12 17 0 12-17 75.1963005487
12 17 1 12-11,11-10,10-19,19-13,13-20,20-18,18-17 1648.76827834
12 17 2 12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17 5501.50591606
12 17 3 12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17 6193.1601457
12 17 4 12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17 15160.2037014
12 17 5 12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17 10140.9386573
1 28 0 1-0,0-7,7-6,6-25,25-26,26-27,27-28 4967.47301746
1 28 1 1-0,0-7,7-6,6-25,25-29,29-28 5235.13907355
1 28 2 1-23,23-24,24-25,25-26,26-27,27-28 7530.29348385
1 28 3 1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-28 6593.29872888
1 28 4 1-23,23-24,24-25,25-29,29-28 7797.95953993
1 28 5 1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28 8093.04311791
25 15 0 25-29,29-4,4-15 1854.33403491
25 15 1 25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15 3302.21462212
25 15 2 25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15 4414.02241133
25 15 3 25-26,26-27,27-28,28-29,29-4,4-15 6873.59907901
25 15 4 25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15 9477.86581745
25 15 5 25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-14,14-15 7249.99313371
15 4 0 15-4 364.064147352
15 4 1 15-14,14-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4 4100.83028004
15 4 2 15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4 4792.48450968
15 4 3 15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4 14871.3358546
15 4 4 15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4 8740.26302128
15 4 5 15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4 5212.63806925
13 20 0 13-20 774.830933267
13 20 1 13-19,19-10,10-11,11-12,12-17,17-18,18-20 949.133645626
13 20 2 13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20 4801.87128334
13 20 3 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20 5493.52551298
13 20 4 13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20 14460.5690687
13 20 5 13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20 9441.30402457
2 27 0 2-3,3-0,0-7,7-6,6-25,25-26,26-27 2508.47335278
2 27 1 2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-26,26-27 3297.61450923
2 27 2 2-3,3-0,0-7,7-6,6-25,25-29,29-28,28-27 7603.62200415
2 27 3 2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27 9167.08473738
2 27 4 2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27 6456.25186438
2 27 5 2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27 8779.14813756
26 12 0 26-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12 2702.53971503
26 12 1 26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12 3662.83438956
26 12 2 26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12 7624.78710078
26 12 3 26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12 7610.61290115
26 12 4 26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-10,10-11,11-12 10257.7520244
26 12 5 26-25,25-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17,17-12 3930.91180115
29 17 0 29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17 2366.51578028
29 17 1 29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-10,10-11,11-12,12-17 3436.01797062
29 17 2 29-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17 3444.49526531
29 17 3 29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17 5465.30339919
29 17 4 29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17 7849.61917756
29 17 5 29-28,28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17 8921.10571006
3 2 0 3-2 263.58909162
3 2 1 3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2 4892.95956541
3 2 2 3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2 6004.76735463
3 2 3 3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2 15359.7475101
3 2 4 3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2 10340.482466
3 2 5 3-0,0-7,7-6,6-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-2 9912.22460951
27 1 0 27-26,26-25,25-6,6-7,7-0,0-1 2553.73171982
27 1 1 27-26,26-25,25-24,24-23,23-1 5116.5521862
27 1 2 27-28,28-29,29-25,25-6,6-7,7-0,0-1 7648.88037119
27 1 3 27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1 9007.04002652
27 1 4 27-28,28-29,29-25,25-24,24-23,23-1 10211.7008376
27 1 5 27-26,26-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1 6137.05857643
30 14 0 30-21,21-22,22-2,2-13,13-19,19-14 1274.49928485
30 14 1 30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14 2386.30707406
30 14 2 30-8,8-9,9-16,16-5,5-4,4-15,15-14 3190.39514254
30 14 3 30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14 4990.47067037
30 14 4 30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-14 15789.4145884
30 14 5 30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14 8938.24918197
4 5 0 4-5 458.944585742
4 5 1 4-15,15-14,14-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5 4005.94984165
4 5 2 4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5 5117.75763086
4 5 3 4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5 6197.34846032
4 5 4 4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5 15164.392016
4 5 5 4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5 10145.1269719
28 10 0 28-29,29-4,4-15,15-14,14-19,19-10 4744.18891537
28 10 1 28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-10 5546.02504963
28 10 2 28-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17,17-12,12-11,11-10 6353.75323039
28 10 3 28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-10 7377.15383894
28 10 4 28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-10 9493.80356122
28 10 5 28-27,27-26,26-25,25-29,29-4,4-15,15-14,14-19,19-10 5201.94567154
5 24 0 5-4,4-29,29-25,25-24 3940.18728538
5 24 1 5-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24 6082.02905473
5 24 2 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24 6663.88427227
5 24 3 5-4,4-29,29-28,28-27,27-26,26-25,25-24 8959.45232948
5 24 4 5-4,4-29,29-25,25-6,6-7,7-0,0-1,1-23,23-24 6978.98636226
5 24 5 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-24 6698.05138485
29 11 0 29-4,4-15,15-14,14-19,19-10,10-11 2244.97001178
29 11 1 29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-10,10-11 3314.47220212
29 11 2 29-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17,17-12,12-11 3566.0410338
29 11 3 29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11 5586.84916769
29 11 4 29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-10,10-11 7262.25071372
29 11 5 29-28,28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-10,10-11 8333.73724622
16 0 0 16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0 2643.88386484
16 0 1 16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0 3115.45187369
16 0 2 16-5,5-4,4-29,29-25,25-6,6-7,7-0 4012.40918123
16 0 3 16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0 12979.4527369
16 0 4 16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0 7960.18769282
16 0 5 16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0 4227.25966291
6 23 0 6-25,25-24,24-23 3251.97039265
6 23 1 6-7,7-0,0-1,1-23 3768.77430839
6 23 2 6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23 6947.04478235
6 23 3 6-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23 13832.8404764
6 23 4 6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23 8425.63883252
6 23 5 6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23 8446.78917138
30 16 0 30-8,8-9,9-16 1442.45256017
30 16 1 30-21,21-22,22-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16 3022.44186722
30 16 2 30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16 4134.24965643
30 16 3 30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16 5213.84048589
30 16 4 30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16 14180.8840416
30 16 5 30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16 9161.61899748
19 13 0 19-13 306.07839484
19 13 1 19-10,10-11,11-12,12-17,17-18,18-20,20-13 1417.88618405
19 13 2 19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13 4158.81603255
19 13 3 19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13 4850.47026219
19 13 4 19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13 13817.5138179
19 13 5 19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13 8798.24877379
17 13 0 17-12,12-11,11-10,10-19,19-13 629.070941772
17 13 1 17-18,18-20,20-13 1094.89363712
17 13 2 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13 4481.80857948
17 13 3 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13 5173.46280913
17 13 4 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13 14140.5063648
17 13 5 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13 9121.24132072
7 22 0 7-0,0-3,3-2,2-22 1219.08692322
