s t k edges
19 4 3 19-20,20-21,21-0,0-1,1-6,6-14,14-7,7-4 3345.02137311
19 4 4 19-0,0-22,22-30,30-23,23-32,32-8,8-4 3970.34110935
19 4 5 19-0,0-9,9-10,10-11,11-22,22-7,7-4 3813.64061217
17 20 0 17-15,15-22,22-0,0-19,19-20 2380.06600671
17 20 1 17-15,15-22,22-0,0-21,21-20 2523.96523877
17 20 2 17-8,8-4,4-7,7-14,14-6,6-20 3086.36020807
17 20 3 17-5,5-23,23-30,30-22,22-0,0-19,19-20 3791.87936441
17 20 4 17-15,15-16,16-22,22-7,7-14,14-6,6-20 3065.9713158
17 20 5 17-8,8-32,32-23,23-30,30-22,22-0,0-21,21-20 3930.9754348
7 25 0 7-4,4-8,8-32,32-31,31-29,29-28,28-25 3273.08174814
7 25 1 7-22,22-30,30-29,29-28,28-25 3429.60674948
7 25 2 7-4,4-8,8-32,32-31,31-29,29-27,27-26,26-25 4039.31975215
7 25 3 7-22,22-0,0-3,3-26,26-25 4661.64590421
7 25 4 7-22,22-15,15-17,17-5,5-23,23-30,30-29,29-28,28-25 3882.43340469
7 25 5 7-22,22-30,30-23,23-12,12-31,31-29,29-28,28-25 3829.28633176
22 19 0 22-0,0-19 1514.68465411
22 19 1 22-0,0-21,21-20,20-19 1933.56526611
22 19 2 22-7,7-14,14-6,6-20,20-19 2328.63078323
22 19 3 22-11,11-10,10-9,9-0,0-19 3151.54083983
22 19 4 22-30,30-2,2-3,3-0,0-19 4094.536331
22 19 5 22-13,13-9,9-0,0-19 3462.8291426
20 7 0 20-6,6-14,14-7 1844.8719945
20 7 1 20-19,19-0,0-22,22-7 1998.44344284
20 7 2 20-21,21-0,0-22,22-7 2142.34267491
20 7 3 20-6,6-1,1-0,0-22,22-15,15-17,17-8,8-4,4-7 4346.63834213
20 7 4 20-19,19-0,0-9,9-10,10-11,11-22,22-7 3635.29962855
20 7 5 20-21,21-0,0-1,1-6,6-14,14-7 2891.69900956
30 26 0 30-2,2-3,3-26 1631.93589207
30 26 1 30-29,29-27,27-26 1686.03730253
30 26 2 30-23,23-12,12-31,31-29,29-27,27-26 2085.71688482
30 26 3 30-29,29-28,28-25,25-26 2832.10997516
30 26 4 30-23,23-32,32-31,31-29,29-28,28-25,25-26 3487.57344211
30 26 5 30-24,24-5,5-17,17-8,8-32,32-31,31-29,29-27,27-26 3558.88665692
18 19 0 18-16,16-22,22-0,0-19 1998.72976836
18 19 1 18-16,16-22,22-7,7-14,14-6,6-20,20-19 2812.67589748
18 19 2 18-13,13-22,22-0,0-19 3343.32757913
18 19 3 18-13,13-9,9-0,0-21,21-20,20-19 4306.9425274
18 19 4 18-16,16-15,15-22,22-11,11-10,10-9,9-0,0-19 3761.8503453
18 19 5 18-13,13-22,22-0,0-21,21-20,20-19 3762.20819112
23 26 0 23-30,30-2,2-3,3-26 1680.44472124
23 26 1 23-30,30-29,29-27,27-26 1734.5461317
23 26 2 23-12,12-31,31-29,29-27,27-26 2037.20805565
23 26 3 23-32,32-31,31-29,29-28,28-25,25-26 3439.06461294
23 26 4 23-5,5-24,24-30,30-2,2-3,3-26 3106.33198238
23 26 5 23-30,30-29,29-28,28-25,25-26 2880.61880433
21 6 0 21-20,20-6 791.790969392
21 6 1 21-0,0-1,1-6 1525.48046158
21 6 2 21-20,20-19,19-0,0-1,1-6 1694.71875239
21 6 3 21-0,0-22,22-7,7-14,14-6 3195.42370002
21 6 4 21-0,0-19,19-20,20-6 2070.84075563
21 6 5 21-0,0-22,22-15,15-17,17-8,8-4,4-7,7-14,14-6 4818.53447745
8 5 0 8-17,17-5 563.312771826
8 5 1 8-32,32-23,23-5 1199.50642108
8 5 2 8-32,32-23,23-30,30-24,24-5 1476.51358621
8 5 3 8-4,4-7,7-22,22-15,15-17,17-5 2274.05880338
8 5 4 8-32,32-31,31-12,12-23,23-5 1553.7291492
8 5 5 8-17,17-15,15-16,16-22,22-30,30-23,23-5 3056.12341446
32 2 0 32-23,23-30,30-2 811.427268029
32 2 1 32-31,31-12,12-23,23-30,30-2 1165.64999615
32 2 2 32-31,31-29,29-27,27-26,26-3,3-2 3162.00939352
32 2 3 32-8,8-17,17-5,5-24,24-30,30-2 2028.81315547
32 2 4 32-8,8-4,4-7,7-22,22-30,30-2 3106.74302502
32 2 5 32-23,23-5,5-24,24-30,30-2 2237.31452917
13 32 0 13-22,22-15,15-17,17-8,8-32 1945.89234822
13 32 1 13-22,22-30,30-23,23-32 2320.30932527
13 32 2 13-18,18-16,16-15,15-17,17-8,8-32 2531.50389123
13 32 3 13-22,22-7,7-4,4-8,8-32 2200.85705452
13 32 4 13-22,22-30,30-23,23-12,12-31,31-32 2674.53205339
13 32 5 13-18,18-16,16-22,22-30,30-23,23-32 3229.58721232
9 0 0 9-0 1096.87353987
9 0 1 9-10,10-11,11-22,22-0 2396.04525694
9 0 2 9-13,13-22,22-0 2707.33355971
9 0 3 9-13,13-18,18-16,16-22,22-7,7-14,14-6,6-1,1-0 5058.50397895
9 0 4 9-10,10-11,11-22,22-30,30-2,2-3,3-0 4975.89693382
9 0 5 9-13,13-18,18-16,16-15,15-22,22-0 3742.87583799
14 31 0 14-7,7-4,4-8,8-32,32-31 2085.91618165
14 31 1 14-7,7-22,22-15,15-17,17-8,8-32,32-31 2523.48767288
14 31 2 14-6,6-1,1-0,0-22,22-30,30-29,29-31 5207.18747875
14 31 3 14-7,7-22,22-30,30-23,23-12,12-31 2642.12076528
14 31 4 14-7,7-22,22-16,16-15,15-17,17-5,5-23,23-12,12-31 3144.87032207
14 31 5 14-7,7-4,4-8,8-17,17-5,5-23,23-32,32-31 3421.043099
10 7 0 10-11,11-22,22-7 1323.29809387
10 7 1 10-9,9-13,13-22,22-7 2616.55430921
10 7 2 10-11,11-22,22-15,15-17,17-8,8-4,4-7 2946.40887131
10 7 3 10-9,9-0,0-1,1-6,6-14,14-7 3611.51323513
10 7 4 10-9,9-0,0-22,22-7 2862.15690047
10 7 5 10-11,11-22,22-30,30-23,23-32,32-8,8-4,4-7 3748.51812392
15 30 0 15-17,17-8,8-32,32-23,23-30 1430.44213978
15 30 1 15-22,22-30 1432.34938151
15 30 2 15-17,17-5,5-23,23-30 1435.24530146
15 30 3 15-16,16-22,22-30 1579.28994141
15 30 4 15-17,17-5,5-24,24-30 1615.23480825
15 30 5 15-22,22-7,7-4,4-8,8-32,32-31,31-12,12-23,23-30 2489.56030946
11 22 0 11-22 670.833386129
11 22 1 11-10,10-9,9-13,13-22 2576.48281942
11 22 2 11-10,10-9,9-0,0-22 2822.08541069
11 22 3 11-10,10-9,9-13,13-18,18-16,16-22 3485.76070647
11 22 4 11-10,10-9,9-0,0-1,1-6,6-14,14-7,7-22 4263.97794287
11 22 5 11-10,10-9,9-0,0-3,3-2,2-30,30-22 5401.93708757
0 17 0 0-22,22-15,15-17 1655.92196818
0 17 1 0-22,22-7,7-4,4-8,8-17 2515.78761789
0 17 2 0-1,1-6,6-14,14-7,7-22,22-15,15-17 3097.81450036
0 17 3 0-3,3-2,2-30,30-23,23-5,5-17 3232.81897502
0 17 4 0-9,9-10,10-11,11-22,22-16,16-15,15-17 3439.7187138
0 17 5 0-22,22-30,30-24,24-5,5-17 3247.72483268
24 14 0 24-5,5-17,17-15,15-22,22-7,7-14 2297.91244188
24 14 1 24-30,30-22,22-7,7-14 2698.26593663
24 14 2 24-5,5-17,17-15,15-22,22-0,0-1,1-6,6-14 3647.27339641
24 14 3 24-30,30-23,23-32,32-8,8-4,4-7,7-14 2708.71793894
24 14 4 24-5,5-23,23-12,12-31,31-32,32-8,8-4,4-7,7-14 3455.65827143
24 14 5 24-5,5-23,23-30,30-22,22-7,7-14 3188.00119934
14 1 0 14-6,6-1 697.561716437
14 1 1 14-7,7-22,22-0,0-1 2600.39342685
14 1 2 14-6,6-20,20-19,19-0,0-1 2639.05206433
14 1 3 14-7,7-4,4-8,8-17,17-15,15-22,22-0,0-1 4223.50420429
14 1 4 14-6,6-20,20-21,21-0,0-1 2782.9512964
14 1 5 14-7,7-22,22-11,11-10,10-9,9-0,0-1 4237.24961256
12 17 0 12-31,31-32,32-8,8-17 939.737481869
12 17 1 12-23,23-32,32-8,8-17 1172.50127748
12 17 2 12-23,23-5,5-17 1177.30443916
12 17 3 12-23,23-30,30-22,22-15,15-17 2277.27676753
12 17 4 12-31,31-29,29-30,30-23,23-5,5-17 2726.90298843
12 17 5 12-31,31-32,32-8,8-4,4-7,7-22,22-16,16-15,15-17 2797.42407333
1 28 0 1-6,6-14,14-7,7-4,4-8,8-32,32-31,31-29,29-28 4012.98074961
1 28 1 1-0,0-22,22-30,30-29,29-28 4123.74327261
1 28 2 1-0,0-3,3-26,26-25,25-28 4671.10323738
1 28 3 1-0,0-3,3-2,2-30,30-29,29-28 4288.82692175
1 28 4 1-6,6-14,14-7,7-22,22-30,30-23,23-12,12-31,31-29,29-28 4569.18533324
1 28 5 1-0,0-3,3-26,26-27,27-29,29-28 4368.65092657
25 15 0 25-28,28-29,29-31,31-32,32-8,8-17,17-15 3139.41977297
25 15 1 25-28,28-29,29-30,30-22,22-15 3308.30401834
25 15 2 25-26,26-27,27-29,29-31,31-32,32-8,8-17,17-15 3905.65777699
25 15 3 25-26,26-3,3-0,0-22,22-15 4540.34317307
25 15 4 25-28,28-29,29-30,30-22,22-16,16-15 3455.24457825
25 15 5 25-28,28-29,29-30,30-23,23-5,5-17,17-15 3311.1999383
15 4 0 15-22,22-7,7-4 887.065139978
15 4 1 15-16,16-22,22-7,7-4 1034.00569989
15 4 2 15-17,17-8,8-4 1428.58183499
15 4 3 15-17,17-5,5-23,23-32,32-8,8-4 2586.50008448
15 4 4 15-22,22-30,30-23,23-12,12-31,31-32,32-8,8-4 3034.84455098
15 4 5 15-16,16-18,18-13,13-22,22-7,7-4 2876.0868352
13 20 0 13-22,22-0,0-19,19-20 2353.88042018
13 20 1 13-22,22-0,0-21,21-20 2497.77965225
13 20 2 13-9,9-0,0-19,19-20 2898.61475646
13 20 3 13-18,18-16,16-22,22-7,7-14,14-6,6-20 3802.12305642
13 20 4 13-9,9-0,0-1,1-6,6-20 3623.69887831
13 20 5 13-9,9-0,0-21,21-20 3042.51398852
2 27 0 2-30,30-29,29-27 1638.78221515
2 27 1 2-3,3-26,26-27 1679.19097946
2 27 2 2-30,30-23,23-12,12-31,31-29,29-27 2038.46179743
2 27 3 2-3,3-26,26-25,25-28,28-29,29-27 3565.50852621
2 27 4 2-30,30-24,24-5,5-17,17-8,8-32,32-31,31-29,29-27 3511.63156954
2 27 5 2-30,30-29,29-28,28-25,25-26,26-27 3679.77912801
26 12 0 26-27,27-29,29-31,31-12 1743.71479378
26 12 1 26-3,3-2,2-30,30-23,23-12 1973.93798311
26 12 2 26-27,27-29,29-30,30-23,23-12 2028.03939356
26 12 3 26-25,25-28,28-29,29-31,31-12 2889.78746642
26 12 4 26-3,3-2,2-30,30-24,24-5,5-23,23-12 3399.82524424
26 12 5 26-25,25-28,28-29,29-30,30-23,23-32,32-31,31-12 3666.77108284
29 17 0 29-31,31-32,32-8,8-17 1628.99258649
29 17 1 29-30,30-23,23-32,32-8,8-17 1795.96959014
29 17 2 29-30,30-23,23-5,5-17 1800.77275182
29 17 3 29-30,30-22,22-15,15-17 2803.72742186
29 17 4 29-31,31-12,12-23,23-5,5-17 2103.43467577
29 17 5 29-30,30-24,24-5,5-17 1980.76225861
3 2 0 3-2 350.414816802
3 2 1 3-26,26-27,27-29,29-30,30-2 2967.5583778
3 2 2 3-26,26-27,27-29,29-31,31-12,12-23,23-30,30-2 3367.23796009
3 2 3 3-0,0-22,22-30,30-2 4085.49947118
3 2 4 3-0,0-22,22-15,15-17,17-5,5-24,24-30,30-2 4718.31563319
3 2 5 3-26,26-25,25-28,28-29,29-30,30-2 4113.63105044
27 1 0 27-26,26-3,3-0,0-1 3576.7183086
27 1 1 27-29,29-31,31-32,32-8,8-4,4-7,7-14,14-6,6-1 3961.29300576
27 1 2 27-29,29-30,30-22,22-0,0-1 4072.05552876
27 1 3 27-26,26-3,3-0,0-19,19-20,20-6,6-1 4353.96045366
27 1 4 27-29,29-30,30-2,2-3,3-0,0-1 4237.13917789
27 1 5 27-29,29-31,31-12,12-23,23-30,30-22,22-0,0-1 4471.73511104
30 14 0 30-22,22-7,7-14 2181.68110825
30 14 1 30-23,23-32,32-8,8-4,4-7,7-14 2192.13311056
30 14 2 30-22,22-0,0-1,1-6,6-14 3531.04206278
30 14 3 30-24,24-5,5-17,17-15,15-22,22-7,7-14 2814.49727026
30 14 4 30-2,2-3,3-0,0-1,1-6,6-14 3696.12571192
30 14 5 30-23,23-12,12-31,31-32,32-8,8-4,4-7,7-14 2546.35583868
4 5 0 4-8,8-17,17-5 1186.51884011
4 5 1 4-7,7-22,22-15,15-17,17-5 1650.85273509
4 5 2 4-8,8-32,32-23,23-5 1822.71248937
4 5 3 4-7,7-22,22-30,30-24,24-5 2720.93099935
4 5 4 4-8,8-32,32-31,31-12,12-23,23-5 2176.93521749
4 5 5 4-7,7-22,22-16,16-15,15-17,17-5 1797.793295
28 10 0 28-29,29-30,30-22,22-11,11-10 3474.67693525
28 10 1 28-29,29-31,31-32,32-8,8-17,17-15,15-22,22-11,11-10 3755.72342514
28 10 2 28-25,25-26,26-3,3-0,0-9,9-10 5560.89570662
28 10 3 28-29,29-31,31-12,12-23,23-30,30-22,22-11,11-10 3874.35651753
28 10 4 28-29,29-30,30-24,24-5,5-17,17-15,15-16,16-22,22-11,11-10 4254.43365716
28 10 5 28-29,29-31,31-32,32-8,8-4,4-7,7-22,22-11,11-10 4010.68813143
31 15 0 31-32,32-8,8-17,17-15 1324.22521087
31 15 1 31-12,12-23,23-32,32-8,8-17,17-15 1793.86413847
31 15 2 31-12,12-23,23-30,30-22,22-15 1892.78903853
31 15 3 31-29,29-30,30-22,22-15 3108.49479748
31 15 4 31-32,32-8,8-4,4-7,7-22,22-16,16-15 2176.06121234
31 15 5 31-32,32-23,23-5,5-17,17-15 2054.45118481
5 24 0 5-24 334.86238475
5 24 1 5-23,23-30,30-24 1188.04253472
5 24 2 5-17,17-8,8-32,32-23,23-30,30-24 1704.96397328
5 24 3 5-17,17-15,15-22,22-30,30-24 2712.721805
5 24 4 5-23,23-12,12-31,31-29,29-30,30-24 3227.60994938
5 24 5 5-17,17-15,15-16,16-22,22-30,30-24 2859.66236491
20 32 0 20-19,19-0,0-22,22-15,15-17,17-8,8-32 2896.36261619
20 32 1 20-6,6-14,14-7,7-4,4-8,8-32 2997.75587415
20 32 2 20-19,19-0,0-22,22-30,30-23,23-32 3270.77959325
20 32 3 20-21,21-0,0-3,3-2,2-30,30-23,23-32 3579.76247445
20 32 4 20-6,6-14,14-7,7-22,22-16,16-15,15-17,17-8,8-32 3582.26792529
20 32 5 20-21,21-0,0-22,22-30,30-23,23-32 3414.67882531
16 0 0 16-22,22-0 1163.33475753
16 0 1 16-15,15-22,22-0 1289.59914875
16 0 2 16-22,22-7,7-14,14-6,6-1,1-0 2605.22728971
16 0 3 16-18,18-13,13-9,9-0 3550.15022911
16 0 4 16-22,22-11,11-10,10-9,9-0 2800.19094324
16 0 5 16-18,18-13,13-22,22-0 3005.41589284
6 23 0 6-14,14-7,7-4,4-8,8-32,32-23 2725.24507232
6 23 1 6-14,14-7,7-22,22-30,30-23 2811.81072835
6 23 2 6-1,1-0,0-22,22-30,30-23 2997.93010102
6 23 3 6-1,1-0,0-22,22-15,15-17,17-5,5-23 3353.7390979
6 23 4 6-1,1-0,0-3,3-2,2-30,30-23 3163.01375015
6 23 5 6-14,14-7,7-4,4-8,8-32,32-31,31-12,12-23 3079.46780044
30 16 0 30-22,22-16 1442.68746585
30 16 1 30-23,23-32,32-8,8-17,17-15,15-16 1567.04461534
30 16 2 30-22,22-15,15-16 1568.95185707
30 16 3 30-24,24-5,5-17,17-15,15-16 1751.83728381
30 16 4 30-23,23-12,12-31,31-32,32-8,8-4,4-7,7-22,22-16 2499.8983938
30 16 5 30-23,23-5,5-17,17-15,15-16 1571.84777702
19 13 0 19-0,0-22,22-13 2216.38973022
19 13 1 19-20,20-21,21-0,0-22,22-13 2635.27034222
19 13 2 19-0,0-9,9-13 2761.12406649
19 13 3 19-20,20-6,6-14,14-7,7-22,22-16,16-18,18-13 3939.61374638
19 13 4 19-20,20-6,6-1,1-0,0-9,9-13 3761.18956827
19 13 5 19-0,0-22,22-15,15-16,16-18,18-13 3251.93200849
17 13 0 17-15,15-22,22-13 1429.59573873
17 13 1 17-15,15-16,16-18,18-13 2015.20728174
17 13 2 17-8,8-4,4-7,7-22,22-13 2289.46138844
17 13 3 17-5,5-23,23-30,30-22,22-13 2841.40909644
17 13 4 17-15,15-22,22-11,11-10,10-9,9-13 3273.50179207
17 13 5 17-5,5-24,24-30,30-22,22-13 3021.39860323
7 22 0 7-22 346.268098764
7 22 1 7-4,4-8,8-17,17-15,15-22 1969.3788762
7 22 2 7-4,4-8,8-17,17-15,15-16,16-22 2116.31943611
7 22 3 7-14,14-6,6-1,1-0,0-22 2951.68704452
7 22 4 7-14,14-6,6-20,20-19,19-0,0-22 3497.04733858
7 22 5 7-4,4-8,8-32,32-23,23-30,30-22 2771.48812882
31 21 0 31-32,32-8,8-17,17-15,15-22,22-0,0-21 3188.69639321
31 21 1 31-12,12-23,23-30,30-22,22-0,0-21 3307.3294856
31 21 2 31-32,32-8,8-4,4-7,7-14,14-6,6-20,20-21 3459.32794198
31 21 3 31-12,12-23,23-30,30-2,2-3,3-0,0-19,19-20,20-21 3641.65142555
31 21 4 31-29,29-30,30-22,22-0,0-21 4523.03524455
31 21 5 31-32,32-23,23-30,30-2,2-3,3-0,0-21 3728.1970194
20 14 0 20-6,6-14 1216.84299889
20 14 1 20-19,19-0,0-1,1-6,6-14 2119.77078188
20 14 2 20-19,19-0,0-22,22-7,7-14 2626.47243846
20 14 3 20-21,21-0,0-22,22-15,15-17,17-8,8-4,4-7,7-14 4393.48244796
20 14 4 20-21,21-0,0-9,9-10,10-11,11-22,22-7,7-14 4407.22785624
20 14 5 20-21,21-0,0-1,1-6,6-14 2263.67001395
18 10 0 18-16,16-22,22-11,11-10 1461.07510936
18 10 1 18-16,16-15,15-22,22-11,11-10 1587.33950058
18 10 2 18-13,13-9,9-10 2695.51898325
18 10 3 18-13,13-22,22-0,0-9,9-10 4344.53172672
18 10 4 18-16,16-22,22-7,7-14,14-6,6-1,1-0,0-9,9-10 4441.82644814
18 10 5 18-13,13-22,22-11,11-10 2805.67292012
23 19 0 23-30,30-2,2-3,3-0,0-19 2935.66114629
23 19 1 23-32,32-8,8-17,17-15,15-22,22-0,0-19 3121.58333236
23 19 2 23-30,30-22,22-0,0-21,21-20,20-19 3189.45810915
23 19 3 23-32,32-8,8-4,4-7,7-14,14-6,6-20,20-19 3497.95797024
23 19 4 23-5,5-17,17-15,15-16,16-22,22-0,0-19 3273.32705394
23 19 5 23-30,30-22,22-0,0-19 2770.57749716
21 15 0 21-0,0-22,22-15 1864.47118234
21 15 1 21-0,0-22,22-16,16-15 2011.41174225
21 15 2 21-20,20-6,6-14,14-7,7-22,22-15 2572.67422234
21 15 3 21-20,20-19,19-0,0-9,9-10,10-11,11-22,22-15 3670.56565886
21 15 4 21-20,20-6,6-1,1-0,0-22,22-16,16-15 2905.73415491
21 15 5 21-0,0-9,9-10,10-11,11-22,22-15 3501.32736805
8 12 0 8-32,32-31,31-12 637.287010163
8 12 1 8-32,32-23,23-12 870.05080577
8 12 2 8-17,17-5,5-23,23-12 1479.75491086
8 12 3 8-4,4-7,7-22,22-30,30-23,23-12 2834.69194553
8 12 4 8-17,17-5,5-24,24-30,30-29,29-31,31-12 3209.34296692
8 12 5 8-17,17-15,15-22,22-30,30-23,23-12 2579.72723924
32 25 0 32-31,31-29,29-28,28-25 2120.19786849
32 25 1 32-23,23-30,30-29,29-28,28-25 2287.17487213
32 25 2 32-31,31-29,29-27,27-26,26-25 2886.43587251
32 25 3 32-23,23-30,30-2,2-3,3-26,26-25 2999.31146569
32 25 4 32-8,8-17,17-5,5-24,24-30,30-29,29-28,28-25 3504.56075958
32 25 5 32-23,23-12,12-31,31-29,29-27,27-26,26-25 3356.0748001
22 12 0 22-30,30-23,23-12 1549.3861049
22 12 1 22-15,15-17,17-8,8-32,32-31,31-12 1667.6281445
22 12 2 22-16,16-15,15-17,17-8,8-32,32-31,31-12 1814.56870441
22 12 3 22-7,7-4,4-8,8-32,32-23,23-12 2155.3566464
22 12 4 22-15,15-17,17-5,5-23,23-12 1905.19510179
22 12 5 22-30,30-23,23-32,32-31,31-12 2042.04512155
23 9 0 23-30,30-22,22-11,11-10,10-9 2723.90679443
23 9 1 23-30,30-22,22-13,13-9 3035.1950972
23 9 2 23-32,32-8,8-17,17-15,15-22,22-11,11-10,10-9 3074.91262963
23 9 3 23-30,30-2,2-3,3-0,0-9 3445.88133761
23 9 4 23-5,5-17,17-15,15-22,22-13,13-9 3391.00409408
23 9 5 23-30,30-22,22-0,0-9 3280.79768847
10 14 0 10-11,11-22,22-7,7-14 1951.32708948
10 14 1 10-9,9-0,0-1,1-6,6-14 2983.48423951
10 14 2 10-9,9-13,13-22,22-7,7-14 3244.58330482
10 14 3 10-11,11-22,22-0,0-19,19-20,20-6,6-14 3846.04833807
10 14 4 10-11,11-22,22-15,15-17,17-8,8-4,4-7,7-14 3574.43786692
10 14 5 10-9,9-0,0-21,21-20,20-6,6-14 3672.74376564
8 18 0 8-17,17-15,15-16,16-18 1190.71990454
8 18 1 8-4,4-7,7-22,22-16,16-18 1769.35095488
8 18 2 8-17,17-15,15-22,22-13,13-18 2858.98405935
8 18 3 8-32,32-23,23-30,30-22,22-16,16-18 2316.4955012
8 18 4 8-4,4-7,7-22,22-13,13-18 3113.94876564
8 18 5 8-32,32-31,31-12,12-23,23-5,5-17,17-15,15-16,16-18 2702.86088215
11 15 0 11-22,22-15 895.798753761
11 15 1 11-22,22-16,16-15 1042.73931367
11 15 2 11-10,10-9,9-13,13-22,22-15 2801.44818705
11 15 3 11-22,22-7,7-4,4-8,8-17,17-15 2761.51499346
11 15 4 11-10,10-9,9-0,0-22,22-15 3047.05077832
11 15 5 11-22,22-30,30-23,23-5,5-17,17-15 3313.46270146
9 19 0 9-0,0-19 1683.52688844
9 19 1 9-0,0-21,21-20,20-19 2102.40750043
9 19 2 9-10,10-11,11-22,22-0,0-19 2982.6986055
9 19 3 9-13,13-22,22-7,7-14,14-6,6-20,20-19 4107.93303739
9 19 4 9-13,13-18,18-16,16-22,22-0,0-19 4203.26479533
9 19 5 9-0,0-1,1-6,6-20,20-19 2683.59239021
24 21 0 24-5,5-17,17-15,15-22,22-0,0-21 2963.1211622
24 21 1 24-5,5-17,17-15,15-22,22-0,0-19,19-20,20-21 3132.35945302
24 21 2 24-30,30-2,2-3,3-0,0-21 3528.5583061
24 21 3 24-30,30-22,22-0,0-21 3363.47465696
24 21 4 24-5,5-17,17-8,8-4,4-7,7-14,14-6,6-20,20-21 3838.65365438
24 21 5 24-30,30-2,2-3,3-0,0-19,19-20,20-21 3697.79659691
14 8 0 14-7,7-4,4-8 1567.06673748
14 8 1 14-7,7-22,22-15,15-17,17-8 2004.63822871
14 8 2 14-6,6-1,1-0,0-22,22-15,15-17,17-8 3353.99918324
14 8 3 14-7,7-22,22-30,30-23,23-32,32-8 2806.74748133
14 8 4 14-7,7-22,22-30,30-23,23-12,12-31,31-32,32-8 3160.97020945
14 8 5 14-6,6-1,1-0,0-22,22-16,16-15,15-17,17-8 3500.93974315
12 8 0 12-31,31-32,32-8 637.287010163
12 8 1 12-23,23-32,32-8 870.05080577
12 8 2 12-23,23-5,5-17,17-8 1479.75491086
12 8 3 12-23,23-30,30-22,22-7,7-4,4-8 2834.69194553
12 8 4 12-31,31-29,29-30,30-24,24-5,5-17,17-8 3209.34296692
12 8 5 12-23,23-30,30-22,22-15,15-17,17-8 2579.72723924
1 21 0 1-6,6-20,20-21 907.731894896
1 21 1 1-0,0-21 1409.53953607
1 21 2 1-0,0-19,19-20,20-21 1578.77782689
1 21 3 1-6,6-14,14-7,7-22,22-0,0-21 3311.36462552
1 21 4 1-6,6-20,20-19,19-0,0-21 2186.78168114
1 21 5 1-6,6-14,14-7,7-4,4-8,8-17,17-15,15-22,22-0,0-21 4934.47540296
25 16 0 25-28,28-29,29-31,31-32,32-8,8-17,17-15,15-16 3276.02224854
25 16 1 25-28,28-29,29-30,30-22,22-16 3318.64210269
