s t k edges
18 19 1 18-16,16-17,17-5,5-19 4805.81511421
18 19 2 18-16,16-6,6-20,20-19 7463.49869428
18 19 3 18-16,16-6,6-1,1-0,0-3,3-15,15-14,14-20,20-19 8362.94272439
18 19 4 18-16,16-6,6-1,1-0,0-3,3-8,8-5,5-19 9536.57185795
18 19 5 18-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19 9449.31527234
8 5 0 8-5 1158.88635344
8 5 1 8-3,3-15,15-14,14-20,20-19,19-5 3302.79409831
8 5 2 8-3,3-0,0-1,1-6,6-20,20-19,19-5 4533.10749083
8 5 3 8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-16,16-17,17-5 10315.3557901
8 5 4 8-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5 7538.93981328
8 5 5 8-3,3-0,0-1,1-6,6-16,16-17,17-5 8672.06181637
9 0 0 9-10,10-11,11-12,12-2,2-3,3-0 1738.54193066
9 0 1 9-13,13-8,8-3,3-0 2049.30794716
9 0 2 9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-6,6-1,1-0 4641.16704539
9 0 3 9-13,13-8,8-5,5-17,17-16,16-6,6-1,1-0 9735.70021287
9 0 4 9-13,13-8,8-5,5-19,19-20,20-14,14-15,15-3,3-0 4654.92578781
9 0 5 9-13,13-8,8-5,5-19,19-18,18-16,16-6,6-1,1-0 10333.1287691
10 7 0 10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-4,4-7 2819.51810688
10 7 1 10-9,9-13,13-8,8-3,3-0,0-1,1-6,6-7 3425.68804055
10 7 2 10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-6,6-7 3586.12102244
10 7 3 10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-7 9270.81617664
10 7 4 10-9,9-13,13-8,8-5,5-19,19-20,20-6,6-4,4-7 5426.61992064
10 7 5 10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-7 2524.76003733
0 17 0 0-3,3-8,8-5,5-17 4222.13711758
0 17 1 0-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17 4764.18234215
0 17 2 0-1,1-6,6-20,20-19,19-5,5-17 5451.80235086
0 17 3 0-1,1-6,6-16,16-17 5608.81105224
0 17 4 0-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17 5865.43109129
0 17 5 0-3,3-15,15-14,14-20,20-6,6-16,16-17 6958.66533035
14 1 0 14-15,15-3,3-0,0-1 1020.73876565
14 1 1 14-20,20-6,6-1 2170.37964209
14 1 2 14-20,20-19,19-5,5-8,8-3,3-0,0-1 4557.30375126
14 1 3 14-20,20-19,19-18,18-16,16-6,6-1 8234.00882683
14 1 4 14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-1 11378.618844
14 1 5 14-20,20-19,19-5,5-17,17-16,16-6,6-1 9098.05453794
12 17 0 12-2,2-3,3-8,8-5,5-17 4508.90171604
12 17 1 12-2,2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17 5050.94694061
12 17 2 12-11,11-10,10-9,9-13,13-8,8-5,5-17 5290.17319982
12 17 3 12-2,2-3,3-0,0-1,1-6,6-16,16-17 6184.0689437
12 17 4 12-11,11-10,10-9,9-13,13-8,8-5,5-19,19-18,18-16,16-17 7005.84755796
12 17 5 12-2,2-3,3-15,15-14,14-20,20-19,19-5,5-17 4796.74684981
15 4 0 15-3,3-0,0-1,1-6,6-4 1686.53588698
15 4 1 15-3,3-0,0-1,1-6,6-7,7-4 1690.94793851
15 4 2 15-14,14-20,20-6,6-4 2116.26260921
15 4 3 15-14,14-20,20-19,19-18,18-16,16-6,6-4 8179.89179396
15 4 4 15-3,3-8,8-5,5-19,19-20,20-6,6-7,7-4 5253.18436015
15 4 5 15-14,14-20,20-6,6-7,7-4 2120.67466075
13 20 0 13-8,8-3,3-15,15-14,14-20 2579.26719929
13 20 1 13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20 2880.89440074
13 20 2 13-8,8-5,5-19,19-20 3224.08002472
13 20 3 13-8,8-3,3-0,0-1,1-6,6-20 3809.5805918
13 20 4 13-8,8-5,5-17,17-16,16-18,18-19,19-20 7460.22573969
13 20 5 13-8,8-5,5-17,17-16,16-6,6-20 9654.70872789
3 2 0 3-2 206.751036726
3 2 1 3-8,8-13,13-9,9-10,10-11,11-12,12-2 3292.60554809
3 2 2 3-15,15-14,14-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2 5898.22338874
3 2 3 3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2 11267.4911068
3 2 4 3-0,0-1,1-6,6-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2 7128.53678125
3 2 5 3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2 10134.3691037
4 5 0 4-6,6-20,20-19,19-5 2846.03751819
4 5 1 4-7,7-6,6-20,20-19,19-5 2850.44956972
4 5 2 4-6,6-1,1-0,0-3,3-8,8-5 3457.63641453
4 5 3 4-6,6-16,16-17,17-5 6984.99184374
4 5 4 4-7,7-6,6-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5 6166.70342489
4 5 5 4-7,7-6,6-16,16-17,17-5 6989.40389527
16 0 0 16-18,18-19,19-20,20-14,14-15,15-3,3-0 4205.0594412
16 0 1 16-17,17-5,5-8,8-3,3-0 4781.26001853
16 0 2 16-6,6-1,1-0 5049.68815128
16 0 3 16-18,18-19,19-20,20-6,6-1,1-0 5146.87954071
16 0 4 16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0 6424.55399224
16 0 5 16-6,6-20,20-14,14-15,15-3,3-0 6399.5424294
19 13 0 19-5,5-8,8-13 2560.45687323
19 13 1 19-20,20-14,14-15,15-3,3-8,8-13 3242.89035078
19 13 2 19-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13 3544.51755223
19 13 3 19-18,18-16,16-17,17-5,5-8,8-13 6796.6025882
19 13 4 19-20,20-6,6-1,1-0,0-3,3-8,8-13 4473.20374329
19 13 5 19-5,5-8,8-3,3-2,2-12,12-11,11-10,10-9,9-13 4718.14668579
17 13 0 17-16,16-18,18-19,19-5,5-8,8-13 5536.36690979
17 13 1 17-5,5-19,19-20,20-14,14-15,15-3,3-8,8-13 5964.60029652
17 13 2 17-5,5-8,8-3,3-2,2-12,12-11,11-10,10-9,9-13 5978.38236421
17 13 3 17-16,16-6,6-1,1-0,0-3,3-8,8-13 7351.92239042
17 13 4 17-5,5-8,8-13 3820.69255165
17 13 5 17-16,16-6,6-1,1-0,0-3,3-2,2-12,12-11,11-10,10-9,9-13 7653.54959187
20 14 0 20-14 517.844774541
20 14 1 20-6,6-1,1-0,0-3,3-15,15-14 2673.27363319
20 14 2 20-19,19-5,5-8,8-3,3-15,15-14 3943.83567721
20 14 3 20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14 9823.27536589
20 14 4 20-6,6-16,16-17,17-5,5-8,8-3,3-15,15-14 10374.4643804
20 14 5 20-19,19-18,18-16,16-6,6-1,1-0,0-3,3-15,15-14 8736.90281794
18 10 0 18-19,19-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10 3835.04481799
18 10 1 18-19,19-5,5-8,8-13,13-9,9-10 4053.53934366
18 10 2 18-16,16-17,17-5,5-8,8-13,13-9,9-10 6506.07532245
18 10 3 18-16,16-6,6-1,1-0,0-3,3-2,2-12,12-11,11-10 8018.13135609
18 10 4 18-19,19-20,20-14,14-15,15-3,3-8,8-13,13-9,9-10 4735.97282121
18 10 5 18-19,19-5,5-8,8-3,3-2,2-12,12-11,11-10 5008.67395155
8 12 0 8-3,3-2,2-12 1359.04255051
8 12 1 8-13,13-9,9-10,10-11,11-12 2140.3140343
8 12 2 8-5,5-19,19-20,20-14,14-15,15-3,3-2,2-12 3964.66039116
8 12 3 8-5,5-17,17-16,16-6,6-1,1-0,0-3,3-2,2-12 9333.92810922
8 12 4 8-5,5-19,19-20,20-6,6-1,1-0,0-3,3-2,2-12 5194.97378368
8 12 5 8-5,5-17,17-16,16-18,18-19,19-20,20-14,14-15,15-3,3-2,2-12 8200.80610613
10 14 0 10-11,11-12,12-2,2-3,3-15,15-14 1761.77202387
10 14 1 10-9,9-13,13-8,8-3,3-15,15-14 2662.70002709
10 14 2 10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-20,20-14 4027.77496546
10 14 3 10-9,9-13,13-8,8-5,5-19,19-20,20-14 4343.2024016
10 14 4 10-9,9-13,13-8,8-5,5-17,17-16,16-18,18-19,19-20,20-14 8579.34811657
10 14 5 10-9,9-13,13-8,8-3,3-0,0-1,1-6,6-20,20-14 4928.70296868
8 18 0 8-5,5-19,19-18 2781.4283552
8 18 1 8-3,3-15,15-14,14-20,20-19,19-18 3463.86183274
8 18 2 8-5,5-17,17-16,16-18 5233.96433398
8 18 3 8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-16,16-18 9290.24234455
8 18 4 8-3,3-0,0-1,1-6,6-20,20-19,19-18 4694.17522526
8 18 5 8-3,3-15,15-14,14-20,20-6,6-16,16-18 8708.30935595
11 15 0 11-12,12-2,2-3,3-15 1413.77772965
11 15 1 11-10,10-9,9-13,13-8,8-3,3-15 2717.21311804
11 15 2 11-12,12-2,2-3,3-0,0-1,1-6,6-20,20-14,14-15 3973.26187451
11 15 3 11-10,10-9,9-13,13-8,8-5,5-19,19-20,20-14,14-15 4691.19669582
11 15 4 11-12,12-2,2-3,3-8,8-5,5-17,17-16,16-18,18-19,19-20,20-14,14-15 9479.9696335
11 15 5 11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-1,1-0,0-3,3-15 10692.0986768
9 19 0 9-13,13-8,8-5,5-19 2866.65348221
9 19 1 9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19 3238.32094325
9 19 2 9-13,13-8,8-3,3-15,15-14,14-20,20-19 3549.08695975
9 19 3 9-13,13-8,8-5,5-17,17-16,16-18,18-19 7102.79919718
9 19 4 9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-20,20-19 4468.63433577
9 19 5 9-13,13-8,8-3,3-0,0-1,1-6,6-16,16-18,18-19 9515.78323404
14 8 0 14-15,15-3,3-8 1390.58903862
14 8 1 14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8 3033.88301233
14 8 2 14-20,20-19,19-5,5-8 3071.09141313
14 8 3 14-20,20-6,6-1,1-0,0-3,3-8 3656.59198022
14 8 4 14-20,20-19,19-18,18-16,16-17,17-5,5-8 7307.2371281
14 8 5 14-20,20-6,6-16,16-17,17-5,5-8 9501.7201163
12 8 0 12-2,2-3,3-8 1359.04255051
12 8 1 12-11,11-10,10-9,9-13,13-8 2140.3140343
12 8 2 12-2,2-3,3-15,15-14,14-20,20-19,19-5,5-8 3964.66039116
12 8 3 12-2,2-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8 9333.92810922
12 8 4 12-2,2-3,3-0,0-1,1-6,6-20,20-19,19-5,5-8 5194.97378368
12 8 5 12-2,2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8 8200.80610613
15 13 0 15-3,3-8,8-13 1914.68182312
15 13 1 15-3,3-2,2-12,12-11,11-10,10-9,9-13 2216.30902457
15 13 2 15-14,14-20,20-19,19-5,5-8,8-13 3888.66540089
15 13 3 15-14,14-20,20-6,6-1,1-0,0-3,3-8,8-13 4474.16596798
15 13 4 15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13 8124.81111586
15 13 5 15-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13 9889.56738183
2 18 0 2-3,3-15,15-14,14-20,20-19,19-18 2742.58156391
2 18 1 2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19,19-18 5146.00259774
2 18 2 2-3,3-8,8-5,5-17,17-16,16-18 6368.74667626
2 18 3 2-3,3-0,0-1,1-6,6-16,16-18 6925.66810202
2 18 4 2-3,3-8,8-5,5-19,19-18 3916.21069748
2 18 5 2-3,3-15,15-14,14-20,20-6,6-16,16-18 7987.02908713
0 14 0 0-3,3-15,15-14 606.80437957
0 14 1 0-1,1-6,6-20,20-14 2584.31402816
0 14 2 0-3,3-8,8-5,5-19,19-20,20-14 4143.36936518
0 14 3 0-1,1-6,6-16,16-18,18-19,19-20,20-14 8647.94321291
0 14 4 0-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19,19-20,20-14 5786.6633389
0 14 5 0-1,1-6,6-16,16-17,17-5,5-8,8-3,3-15,15-14 10149.2592564
3 11 0 3-2,2-12,12-11 1097.96059821
3 11 1 3-8,8-13,13-9,9-10,10-11 2401.39598661
3 11 2 3-15,15-14,14-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11 5007.01382725
3 11 3 3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11 10376.2815453
3 11 4 3-0,0-1,1-6,6-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11 6237.32721977
3 11 5 3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11 9243.15954222
1 15 0 1-0,0-3,3-15 873.998164014
1 15 1 1-6,6-20,20-14,14-15 2317.12024372
1 15 2 1-0,0-3,3-8,8-5,5-19,19-20,20-14,14-15 4704.04435289
1 15 3 1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15 11231.8782424
1 15 4 1-6,6-16,16-18,18-19,19-20,20-14,14-15 8380.74942847
1 15 5 1-6,6-20,20-19,19-5,5-8,8-3,3-15 5449.62994313
4 12 0 4-7,7-6,6-1,1-0,0-3,3-2,2-12 1806.14205204
4 12 1 4-6,6-20,20-14,14-15,15-3,3-2,2-12 2863.09098561
4 12 2 4-6,6-1,1-0,0-3,3-8,8-13,13-9,9-10,10-11,11-12 4439.06409539
4 12 3 4-7,7-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12 10288.604283
4 12 4 4-6,6-20,20-19,19-5,5-8,8-3,3-2,2-12 5363.96642214
4 12 5 4-6,6-16,16-18,18-19,19-20,20-14,14-15,15-3,3-2,2-12 8926.72017036
2 12 0 2-12 224.260208237
2 12 1 2-3,3-8,8-13,13-9,9-10,10-11,11-12 3275.09637658
2 12 2 2-3,3-15,15-14,14-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12 5880.71421723
2 12 3 2-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12 11249.9819353
2 12 4 2-3,3-0,0-1,1-6,6-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12 7111.02760974
2 12 5 2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12 10116.8599322
5 1 0 5-8,8-3,3-0,0-1 2645.09869157
5 1 1 5-19,19-20,20-14,14-15,15-3,3-0,0-1 2932.94382534
5 1 2 5-19,19-20,20-6,6-1 3046.8951527
5 1 3 5-17,17-16,16-6,6-1 7185.84947824
5 1 4 5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1 4288.39266528
5 1 5 5-19,19-18,18-16,16-6,6-1 7783.27803447
3 17 0 3-8,8-5,5-17 4077.89047107
3 17 1 3-15,15-14,14-20,20-19,19-5,5-17 4365.73560484
3 17 2 3-15,15-14,14-20,20-19,19-18,18-16,16-17 4619.93569565
3 17 3 3-0,0-1,1-6,6-16,16-17 5753.05769874
3 17 4 3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17 5721.18444479
3 17 5 3-8,8-5,5-19,19-18,18-16,16-17 5793.56482921
16 7 0 16-6,6-7 4289.72312169
16 7 1 16-18,18-19,19-20,20-6,6-7 4386.91451112
16 7 2 16-6,6-4,4-7 4584.48119124
16 7 3 16-17,17-5,5-8,8-3,3-0,0-1,1-6,6-7 5862.55911856
16 7 4 16-18,18-19,19-20,20-6,6-4,4-7 4681.67258067
16 7 5 16-17,17-5,5-19,19-20,20-6,6-7 5250.96022222
6 14 0 6-1,1-0,0-3,3-15,15-14 1527.43644438
6 14 1 6-20,20-14 1663.68196335
6 14 2 6-1,1-0,0-3,3-8,8-5,5-19,19-20,20-14 5064.00142999
6 14 3 6-16,16-18,18-19,19-20,20-14 7727.3111481
6 14 4 6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14 10871.9211653
6 14 5 6-16,16-17,17-5,5-19,19-20,20-14 8591.3568592
19 18 0 19-18 891.804868094
19 18 1 19-5,5-17,17-16,16-18 4805.81511421
19 18 2 19-20,20-6,6-16,16-18 7463.49869428
19 18 3 19-20,20-14,14-15,15-3,3-0,0-1,1-6,6-16,16-18 8362.94272439
19 18 4 19-5,5-8,8-3,3-0,0-1,1-6,6-16,16-18 9536.57185795
19 18 5 19-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-18 9449.31527234
17 6 0 17-5,5-19,19-20,20-6 4531.17028605
17 6 1 17-16,16-6 4688.17898743
17 6 2 17-16,16-18,18-19,19-20,20-6 4785.37037685
17 6 3 17-5,5-8,8-3,3-0,0-1,1-6 5142.76918239
17 6 4 17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-6 7847.42414121
17 6 5 17-5,5-19,19-18,18-16,16-6 9267.55316782
7 15 0 7-6,6-1,1-0,0-3,3-15 1541.36287797
7 15 1 7-4,4-6,6-1,1-0,0-3,3-15 1836.12094752
7 15 2 7-6,6-20,20-14,14-15 1971.0896002
7 15 3 7-6,6-16,16-18,18-19,19-20,20-14,14-15 8034.71878495
7 15 4 7-4,4-6,6-20,20-19,19-5,5-8,8-3,3-15 5398.35736916
7 15 5 7-4,4-6,6-20,20-14,14-15 2265.84766975
18 5 0 18-19,19-5 1622.54200176
18 5 1 18-16,16-17,17-5 4075.07798054
18 5 2 18-19,19-20,20-14,14-15,15-3,3-8,8-5 4622.74818618
18 5 3 18-16,16-6,6-1,1-0,0-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5 10449.128698
18 5 4 18-16,16-6,6-20,20-19,19-5 8194.23582794
18 5 5 18-19,19-20,20-6,6-16,16-17,17-5 9380.4170079
10 9 0 10-9 295.08099336
10 9 1 10-11,11-12,12-2,2-3,3-8,8-13,13-9 3204.27559146
10 9 2 10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19,19-5,5-8,8-13,13-9 5809.8934321
10 9 3 10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9 11179.1611502
10 9 4 10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-20,20-19,19-5,5-8,8-13,13-9 7040.20682462
10 9 5 10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9 10046.0391471
11 4 0 11-12,12-2,2-3,3-0,0-1,1-6,6-7,7-4 2473.09140528
11 4 1 11-12,12-2,2-3,3-15,15-14,14-20,20-6,6-4 3530.04033886
11 4 2 11-10,10-9,9-13,13-8,8-3,3-0,0-1,1-6,6-4 3772.11474214
11 4 3 11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-7,7-4 9621.65492977
11 4 4 11-12,12-2,2-3,3-8,8-5,5-19,19-20,20-6,6-4 6030.91577539
11 4 5 11-10,10-9,9-13,13-8,8-5,5-19,19-20,20-6,6-4 5478.28855268
9 20 0 9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20 2574.69779177
9 20 1 9-13,13-8,8-3,3-15,15-14,14-20 2885.46380827
9 20 2 9-13,13-8,8-5,5-19,19-20 3530.2766337
9 20 3 9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-20 3805.01118428
9 20 4 9-13,13-8,8-5,5-17,17-16,16-18,18-19,19-20 7766.42234867
9 20 5 9-13,13-8,8-3,3-0,0-1,1-6,6-20 4115.77720078
14 19 0 14-20,20-19 1181.46792603
14 19 1 14-15,15-3,3-8,8-5,5-19 3280.21252572
14 19 2 14-15,15-3,3-0,0-1,1-6,6-20,20-19 3336.89678468
14 19 3 14-20,20-6,6-16,16-18,18-19 8209.52518543
14 19 4 14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19 4923.50649944
14 19 5 14-20,20-6,6-16,16-17,17-5,5-19 9073.57089653
12 7 0 12-2,2-3,3-0,0-1,1-6,6-4,4-7 1951.31506104
12 7 1 12-2,2-3,3-15,15-14,14-20,20-6,6-7 2717.9179766
12 7 2 12-11,11-10,10-9,9-13,13-8,8-3,3-0,0-1,1-6,6-7 4293.89108638
12 7 3 12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-4,4-7 10433.777292
12 7 4 12-2,2-3,3-8,8-5,5-19,19-20,20-6,6-7 5218.79341314
12 7 5 12-2,2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-6,6-7 8781.54716135
10 19 0 10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19 2943.23994989
10 19 1 10-9,9-13,13-8,8-5,5-19 3161.73447557
10 19 2 10-9,9-13,13-8,8-3,3-15,15-14,14-20,20-19 3844.16795311
10 19 3 10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-16,16-18,18-19 8909.93622418
10 19 4 10-9,9-13,13-8,8-5,5-17,17-16,16-18,18-19 7397.88019054
10 19 5 10-11,11-12,12-2,2-3,3-8,8-5,5-19 4116.86908345
15 10 0 15-3,3-2,2-12,12-11,11-10 1615.03142223
15 10 1 15-3,3-8,8-13,13-9,9-10 2515.95942546
15 10 2 15-14,14-20,20-6,6-1,1-0,0-3,3-2,2-12,12-11,11-10 4174.51556709
15 10 3 15-14,14-20,20-19,19-5,5-8,8-13,13-9,9-10 4489.94300323
15 10 4 15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9,9-10 8726.0887182
15 10 5 15-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10 10490.8449842
13 6 0 13-8,8-3,3-0,0-1,1-6 2663.74340299
13 6 1 13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6 2965.37060445
13 6 2 13-8,8-3,3-15,15-14,14-20,20-6 3725.1043881
13 6 3 13-8,8-5,5-17,17-16,16-6 8508.87153908
13 6 4 13-8,8-5,5-19,19-20,20-6 4369.91721353
13 6 5 13-8,8-5,5-19,19-18,18-16,16-6 9106.30009531
0 5 0 0-3,3-8,8-5 2231.16430549
0 5 1 0-3,3-15,15-14,14-20,20-19,19-5 2519.00943926
0 5 2 0-1,1-6,6-20,20-19,19-5 3460.82953877
0 5 3 0-1,1-6,6-16,16-17,17-5 7599.78386432
0 5 4 0-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5 3874.4582792
0 5 5 0-1,1-6,6-16,16-18,18-19,19-5 8197.21242055
1 0 0 1-0 413.934386075
1 0 1 1-6,6-20,20-14,14-15,15-3,3-0 2777.18402166
1 0 2 1-6,6-20,20-19,19-5,5-8,8-3,3-0 5278.05945819
1 0 3 1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0 11060.3077574
1 0 4 1-6,6-16,16-18,18-19,19-20,20-14,14-15,15-3,3-0 8840.8132064
1 0 5 1-6,6-16,16-17,17-5,5-8,8-3,3-0 9417.01378374
4 11 0 4-7,7-6,6-1,1-0,0-3,3-2,2-12,12-11 2473.09140528
4 11 1 4-6,6-20,20-14,14-15,15-3,3-2,2-12,12-11 3530.04033886
4 11 2 4-6,6-1,1-0,0-3,3-8,8-13,13-9,9-10,10-11 3772.11474214
4 11 3 4-7,7-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11 9621.65492977
4 11 4 4-6,6-20,20-19,19-5,5-8,8-3,3-2,2-12,12-11 6030.91577539
4 11 5 4-6,6-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11 5478.28855268
2 7 0 2-3,3-0,0-1,1-6,6-4,4-7 1727.05485281
2 7 1 2-3,3-15,15-14,14-20,20-6,6-7 2493.65776837
2 7 2 2-12,12-11,11-10,10-9,9-13,13-8,8-3,3-0,0-1,1-6,6-7 4518.15129462
2 7 3 2-3,3-8,8-5,5-19,19-20,20-6,6-7 4994.5332049
2 7 4 2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-4,4-7 10658.0375003
2 7 5 2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-6,6-7 8557.28695311
5 10 0 5-8,8-13,13-9,9-10 2430.99734191
5 10 1 5-8,8-3,3-2,2-12,12-11,11-10 3386.13194979
5 10 2 5-19,19-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10 3673.97708356
5 10 3 5-17,17-16,16-6,6-1,1-0,0-3,3-8,8-13,13-9,9-10 9944.17280484
5 10 4 5-19,19-20,20-14,14-15,15-3,3-8,8-13,13-9,9-10 4574.90508678
